Symbol,Date,Open,High,Low,Close,Volume,AFMD SMA,AFMD spanTwelveEMA,AFMD spanTwntySixEMA,AFMD_x,AFMD_y
AFMD,2020-08-31,3.5,3.51,3.38,3.405,175398,3.405,3.5856226852490183,3.7077841508906655,-0.12216146564164765,-0.11556436844022598
AFMD,2020-08-28,3.43,3.49,3.3366,3.38,65305,3.3800000000000003,3.618463173476112,3.732006882961919,-0.11354370948580696,-0.11391509413987068
AFMD,2020-08-27,3.5,3.515,3.44,3.48,62707,3.4800000000000004,3.661820114108133,3.760167433598872,-0.0983473194907396,-0.1140079403033866
AFMD,2020-08-26,3.66,3.685,3.62,3.665,25746,3.6650000000000014,3.6948783166732473,3.7825808282867817,-0.08770251161353437,-0.11792309550654845
AFMD,2020-08-25,3.72,3.72,3.58,3.67,69070,3.670000000000001,3.7003107378865647,3.791987294549725,-0.0916765566631592,-0.12547824147980197
AFMD,2020-08-24,3.89,3.89,3.62,3.66,206106,3.660000000000001,3.7058217811386682,3.8017462781137024,-0.09592449697503458,-0.13392866268396242
AFMD,2020-08-21,3.95,4.05,3.86,3.875,84319,3.875000000000001,3.7141530140729713,3.813085980362799,-0.09893296628982727,-0.1434297041111945
AFMD,2020-08-20,3.89,3.93,3.83,3.87,105956,3.870000000000001,3.684908107540784,3.8081328587918217,-0.12322475125103782,-0.15455388856653615
AFMD,2020-08-19,3.83,3.86,3.74,3.845,291202,3.8450000000000015,3.6512550361845633,3.803183487495168,-0.15192845131060473,-0.1623861728954107
AFMD,2020-08-18,3.79,3.799,3.525,3.5460000000000003,474242,3.5460000000000016,3.6160286791272114,3.799838166494782,-0.1838094873675704,-0.16500060329161217
AFMD,2020-08-17,3.41,3.47,3.39,3.46,117231,3.4600000000000017,3.6287611662412496,3.8201452198143646,-0.19138405357311505,-0.1602983822726226
AFMD,2020-08-14,3.45,3.4656,3.365,3.42,88399,3.4200000000000017,3.6594450146487496,3.8489568373995136,-0.1895118227507644,-0.15252696444749947
AFMD,2020-08-13,3.34,3.43,3.34,3.37,123341,3.370000000000002,3.7029804718576136,3.8832733843914755,-0.18029291253386148,-0.14328074987168332
AFMD,2020-08-12,3.5,3.65,3.41,3.575,119180,3.575000000000002,3.763522375831725,3.924335255142793,-0.16081287931106836,-0.13402770920613866
AFMD,2020-08-11,3.8,3.94,3.41,3.48,339757,3.4800000000000013,3.797799171437493,3.952282075554217,-0.1544829041167235,-0.12733141667990633
AFMD,2020-08-10,3.85,3.9201,3.8,3.92,101983,3.9200000000000013,3.855580838971583,3.9900646415985537,-0.13448380262697146,-0.1205435448207019
AFMD,2020-08-07,3.78,3.8032,3.74,3.75,37474,3.7500000000000018,3.843868264239143,3.9956698129264394,-0.15180154868729545,-0.11705848036913472
AFMD,2020-08-06,3.82,3.82,3.71,3.755,48503,3.7550000000000017,3.860935221373533,4.015323397960554,-0.15438817658702142,-0.10837271328959432
AFMD,2020-08-05,3.8,3.82,3.705,3.72,63696,3.7200000000000015,3.8801961707141746,4.036149269797399,-0.15595309908322366,-0.09686884746523763
AFMD,2020-08-04,3.81,3.85,3.6732,3.71,65505,3.7100000000000013,3.9093227472076615,4.06144121138119,-0.1521184641735287,-0.082097784560741
AFMD,2020-08-03,3.51,3.655,3.51,3.65,170002,3.6500000000000012,3.945563246699964,4.089556508291686,-0.14399326159172254,-0.06459261465754408
AFMD,2020-07-31,3.69,3.7343,3.595,3.6467,99001,3.6467000000000014,3.9993020188272297,4.124721028955022,-0.125419010127791,-0.04474245292399957
AFMD,2020-07-30,3.53,3.72,3.51,3.65,134160,3.6500000000000012,4.063411476795817,4.162962711271423,-0.0995512344756051,-0.024573313623051495
AFMD,2020-07-29,3.82,3.89,3.8,3.81,97522,3.8100000000000014,4.138577199849602,4.2039997281731365,-0.06542252832353412,-0.005828833409912871
AFMD,2020-07-28,3.97,4.01,3.865,3.8799,63495,3.8799000000000015,4.198318508913166,4.235519706426987,-0.037201197513820894,0.009069590318492443
AFMD,2020-07-27,3.95,4.11,3.92,4.09,126727,4.090000000000002,4.256212783261014,4.263969282941146,-0.007756499680132478,0.020637287276570777
AFMD,2020-07-24,4.07,4.145,3.98,4.08,126068,4.080000000000002,4.286433289308471,4.277886825576438,0.008546463732033159,0.02773573401574659
AFMD,2020-07-23,4.25,4.25,4.16,4.23,42053,4.230000000000002,4.323966614637284,4.293717771622553,0.030248843014730294,0.032533051586674945
AFMD,2020-07-22,4.38,4.43,4.23,4.2403,93944,4.240300000000001,4.341051453662243,4.2988151933523575,0.04223626030988648,0.033104103729661105
AFMD,2020-07-21,4.44,4.455,4.38,4.41,126525,4.410000000000001,4.359369899782652,4.303496408820546,0.0558734909621057,0.030821064584604985
AFMD,2020-07-20,4.41,4.5,4.36,4.455,96742,4.455000000000002,4.350164427015861,4.29497612152619,0.05518830548967113,0.024557957990229806
AFMD,2020-07-17,4.51,4.61,4.47,4.52,204403,4.520000000000001,4.331103413746018,4.282174211248285,0.04892920249773258,0.016900371115369475
AFMD,2020-07-16,4.56,4.61,4.45,4.52,248758,4.520000000000001,4.296758579881657,4.263148148148148,0.03361043173350886,0.008893163269778697
AFMD,2020-07-15,4.27,4.495,4.27,4.4001,252996,4.400100000000002,4.256169230769231,4.2426,0.013569230769230778,0.0027138461538461557
AFMD,2020-07-14,4.26,4.346,4.19,4.23,87775,4.230000000000002,4.23,4.23,0.0,0.0
