Symbol,Date,Open,High,Low,Close,Volume
TRCH,2020-09-08,0.27,0.27,0.26,0.260001,98531
TRCH,2020-09-04,0.279,0.2798,0.271,0.2748,54709
TRCH,2020-09-03,0.29,0.292299,0.28,0.284,74575
TRCH,2020-09-02,0.29,0.29,0.2811,0.2897,150958
TRCH,2020-09-01,0.308,0.3081,0.2988,0.2988,198928
TRCH,2020-08-31,0.31,0.3151,0.3031,0.309799,410831
TRCH,2020-08-28,0.34,0.3589,0.3103,0.314799,1782424
TRCH,2020-08-27,0.313,0.313,0.3031,0.30591,279021
TRCH,2020-08-26,0.306,0.31,0.306,0.3095,68735
TRCH,2020-08-25,0.315,0.315,0.3,0.305,150354
TRCH,2020-08-24,0.32,0.325,0.307,0.308,134510
TRCH,2020-08-21,0.3,0.307,0.29251,0.2949,38141
TRCH,2020-08-20,0.3,0.3046,0.3,0.3,82700
TRCH,2020-08-19,0.3034,0.3101,0.3002,0.30171,54601
TRCH,2020-08-18,0.32,0.320951,0.309,0.31,240894
TRCH,2020-08-17,0.345,0.345,0.3081,0.3081,455686
TRCH,2020-08-14,0.31,0.32,0.306,0.316,175902
TRCH,2020-08-13,0.4198,0.4198,0.35,0.383,2042698
TRCH,2020-08-12,0.3149,0.315,0.31,0.31,66000
TRCH,2020-08-11,0.3161,0.3194,0.3013,0.3082,142095
TRCH,2020-08-10,0.3151,0.3151,0.306,0.309901,167882
TRCH,2020-08-07,0.311,0.3111,0.302,0.302,90753
TRCH,2020-08-06,0.32,0.32,0.3169,0.3197,87338
TRCH,2020-08-05,0.3343,0.335,0.3245,0.3261,100381
TRCH,2020-08-04,0.3199,0.32,0.312,0.3141,44253
TRCH,2020-08-03,0.3199,0.32,0.3108,0.31352,74876
TRCH,2020-07-31,0.3248,0.327,0.3104,0.31895,54773
TRCH,2020-07-30,0.3175,0.325,0.3106,0.3149,90844
TRCH,2020-07-29,0.32,0.3249,0.305,0.315,145439
TRCH,2020-07-28,0.35,0.36,0.3479,0.3479,132677
TRCH,2020-07-27,0.368,0.368,0.35501,0.3581,39738
TRCH,2020-07-24,0.355,0.37,0.355,0.369799,67202
TRCH,2020-07-23,0.3564,0.379,0.3505,0.369,383376
TRCH,2020-07-22,0.35,0.3583,0.332,0.34,164155
TRCH,2020-07-21,0.3248,0.3349,0.3248,0.3303,64887
