Symbol,Date,Open,High,Low,Close,Volume
RMED,2020-09-08,0.27,0.275,0.2615,0.2704,684941
RMED,2020-09-04,0.27,0.284299,0.265,0.2751,1522393
RMED,2020-09-03,0.29,0.3001,0.29,0.2995,591753
RMED,2020-09-02,0.32,0.326,0.3,0.3,1083706
RMED,2020-09-01,0.331,0.332,0.321,0.3221,599759
RMED,2020-08-31,0.3374,0.34,0.32,0.3245,612738
RMED,2020-08-28,0.3267,0.33,0.311,0.322,1366998
RMED,2020-08-27,0.35,0.35,0.34,0.345,511886
RMED,2020-08-26,0.3503,0.369,0.35,0.364599,961790
RMED,2020-08-25,0.3488,0.358,0.333,0.358,825248
RMED,2020-08-24,0.355,0.360799,0.33,0.335,2900192
RMED,2020-08-21,0.3151,0.3153,0.301,0.308299,1469882
RMED,2020-08-20,0.33,0.344,0.3106,0.3151,1943037
RMED,2020-08-19,0.2965,0.318,0.295,0.314,734523
RMED,2020-08-18,0.3,0.3088,0.3,0.3021,333420
RMED,2020-08-17,0.315,0.315,0.301,0.304,922603
RMED,2020-08-14,0.3112,0.3247,0.3112,0.3139,759317
RMED,2020-08-13,0.33,0.33,0.314,0.32,760053
RMED,2020-08-12,0.317,0.33,0.3103,0.3151,2203941
RMED,2020-08-11,0.39,0.39,0.37151,0.378099,2477025
RMED,2020-08-10,0.331,0.3438,0.325,0.326,1449419
RMED,2020-08-07,0.343,0.355,0.332,0.3401,5008161
RMED,2020-08-06,0.299,0.3199,0.297,0.3164,3602228
RMED,2020-08-05,0.3,0.3,0.293,0.294,631939
RMED,2020-08-04,0.2999,0.2999,0.2911,0.2959,959728
RMED,2020-08-03,0.3,0.3,0.2821,0.2867,1058410
RMED,2020-07-31,0.3,0.3,0.285,0.2891,1705548
RMED,2020-07-30,0.3395,0.37,0.2895,0.29145,8002689
RMED,2020-07-29,0.365,0.371,0.3626,0.368,201571
RMED,2020-07-28,0.3977,0.3977,0.3695,0.3786,514331
RMED,2020-07-27,0.3963,0.4,0.39,0.391,72079
RMED,2020-07-24,0.4,0.4,0.3801,0.3806,241402
RMED,2020-07-23,0.415,0.415,0.402,0.405,68850
RMED,2020-07-22,0.4089,0.4299,0.4001,0.4193,348709
RMED,2020-07-21,0.388,0.403,0.388,0.3969,468729
