Symbol,Date,Open,High,Low,Close,Volume
NXXGF,2020-09-08,0.0636,0.0664,0.0636,0.0651,12610
NXXGF,2020-09-04,0.0716,0.072,0.068,0.068,13000
NXXGF,2020-09-03,0.081,0.081,0.0675,0.0769,502840
NXXGF,2020-09-02,0.085,0.085,0.085,0.085,1050
NXXGF,2020-09-01,0.1231,0.1231,0.09293,0.09293,10100
NXXGF,2020-08-31,0.0824,0.0824,0.0824,0.0824,2000
NXXGF,2020-08-28,0.083,0.083,0.083,0.083,10000
NXXGF,2020-08-27,0.0711,0.09,0.0711,0.09,16500
NXXGF,2020-08-26,0.0811,0.0811,0.0811,0.0811,600
NXXGF,2020-08-25,0.09,0.09,0.09,0.09,10000
NXXGF,2020-08-24,0.083,0.083,0.08,0.08,7000
NXXGF,2020-08-21,0.079,0.079039,0.0739,0.0739,103014
NXXGF,2020-08-20,0.087,0.087,0.08693,0.08693,5727
NXXGF,2020-08-19,0.09,0.09,0.09,0.09,15886
NXXGF,2020-08-18,0.1,0.10205,0.09245,0.095047,205860
NXXGF,2020-08-17,0.09,0.09,0.09,0.09,125
NXXGF,2020-08-14,0.0818,0.093,0.0818,0.09,31000
NXXGF,2020-08-13,0.0884,0.0884,0.0884,0.0884,50000
NXXGF,2020-08-12,0.0812,0.0812,0.0742,0.0742,16390
NXXGF,2020-08-11,0.088,0.0921,0.0809,0.0921,95376
NXXGF,2020-08-10,0.09085,0.095,0.0878,0.091,133153
NXXGF,2020-08-07,0.0895,0.09,0.084,0.086,552500
NXXGF,2020-08-06,0.0754,0.0754,0.0754,0.0754,500
NXXGF,2020-08-05,0.0661,0.0794,0.0661,0.078,22500
NXXGF,2020-08-04,0.071,0.071,0.0655,0.07,41200
NXXGF,2020-08-03,0.075,0.075,0.075,0.075,2000
NXXGF,2020-07-31,0.0683,0.0683,0.063,0.063,29350
NXXGF,2020-07-30,0.0693,0.0693,0.065,0.065,54000
NXXGF,2020-07-29,0.0693,0.0746,0.0693,0.0746,34000
NXXGF,2020-07-28,0.0772,0.0772,0.0732,0.0732,4000
NXXGF,2020-07-27,0.075,0.0796,0.072119,0.07715,205400
NXXGF,2020-07-24,0.067,0.0888,0.067,0.068425,47302
NXXGF,2020-07-23,0.0656,0.0756,0.0656,0.0756,23700
NXXGF,2020-07-22,0.1,0.1,0.0729,0.0793,961167
NXXGF,2020-07-21,0.0643,0.0643,0.0643,0.0643,100
