Symbol,Date,Open,High,Low,Close,Volume
RENN,2020-09-08,1.4,1.4,1.18,1.18,41993
RENN,2020-09-04,1.59,1.59,1.47,1.5176,18557
RENN,2020-09-03,2.04,2.065,1.83,1.95,91426
RENN,2020-09-02,1.86,1.9,1.86,1.9,821
RENN,2020-09-01,1.86,1.91,1.86,1.9,2718
RENN,2020-08-31,1.95,2.0031,1.95,2.0031,1386
RENN,2020-08-28,1.95,1.99,1.95,1.98,769
RENN,2020-08-27,1.88,1.96,1.7901,1.9598,46971
RENN,2020-08-26,2.12,2.1503,2.12,2.1503,1074
RENN,2020-08-25,2.2,2.2501,2.2,2.25,870
RENN,2020-08-24,2.27,2.29,2.23,2.23,5993
RENN,2020-08-21,2.14,2.14,2.14,2.14,491
RENN,2020-08-20,2.29,2.3,2.25,2.25,2657
RENN,2020-08-19,2.45,2.55,2.45,2.5,1206
RENN,2020-08-18,2.52,2.56,2.52,2.56,1767
RENN,2020-08-17,2.49,2.5,2.4865,2.49,2113
RENN,2020-08-14,2.41,2.5,2.41,2.5,1181
RENN,2020-08-13,2.4,2.47,2.4,2.45,4962
RENN,2020-08-12,2.64,2.64,2.57,2.58,2683
RENN,2020-08-11,2.69,2.7,2.62,2.68,2790
RENN,2020-08-10,2.68,2.691,2.62,2.62,2885
RENN,2020-08-07,2.89,2.89,2.84,2.84,516
RENN,2020-08-06,2.8,2.85,2.8,2.85,2637
RENN,2020-08-05,2.83,2.88,2.83,2.88,717
RENN,2020-08-04,2.8,2.8499,2.79,2.8499,707
RENN,2020-08-03,2.7,2.7,2.64,2.66,3340
RENN,2020-07-31,2.76,2.81,2.71,2.755,3763
RENN,2020-07-30,2.88,2.89,2.85,2.8673,1392
RENN,2020-07-29,2.77,2.85,2.7,2.85,1937
RENN,2020-07-28,3.0,3.075,3.0,3.02,2072
RENN,2020-07-27,3.19,3.39,3.19,3.3499,26786
RENN,2020-07-24,2.6601,2.6601,2.51,2.6,12465
RENN,2020-07-23,3.14,3.14,3.1002,3.11,1630
RENN,2020-07-22,3.46,3.5,3.28,3.39,5607
RENN,2020-07-21,3.65,3.65,3.58,3.58,508
