Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-08-17,3.95,3.95,3.93,3.95,13417,3.95,3.725485739475304,3.7515904516945286,-0.0261047122192246,-0.08692935552966784
ADAP,2021-08-16,3.95,3.95,3.89,3.89,15966,3.89,3.6846649648344494,3.735717687830091,-0.0510527229956405,-0.10213551635727863
ADAP,2021-08-13,3.84,3.84,3.8,3.84,14180,3.84,3.6473313220770778,3.7233751028564974,-0.0760437807794205,-0.11490621469768791
ADAP,2021-08-12,3.69,3.735,3.69,3.725,8130,3.725,3.6123006533638193,3.714045111085018,-0.1017444577211987,-0.12462182317725497
ADAP,2021-08-11,3.55,3.6,3.55,3.6,12832,3.6,3.591809863066332,3.71316871997182,-0.1213588569054882,-0.130341164541269
ADAP,2021-08-10,3.55,3.59,3.54,3.54,21012,3.54,3.5903207472602103,3.722222217569566,-0.1319014703093555,-0.13258674145021432
ADAP,2021-08-09,3.47,3.58,3.47,3.56,11369,3.56,3.5994699740347937,3.736799994975131,-0.1373300209403374,-0.132758059235429
ADAP,2021-08-06,3.5,3.535,3.5,3.51,2267,3.51,3.606646332950211,3.7509439945731415,-0.1442976616229305,-0.13161506880920187
ADAP,2021-08-05,3.46,3.46,3.46,3.46,7977,3.46,3.624218393486613,3.770219514138993,-0.1460011206523801,-0.12844442060576972
ADAP,2021-08-04,3.49,3.49,3.47,3.47,3283,3.47,3.654076283211452,3.7950370752701126,-0.140960792058661,-0.1240552455941171
ADAP,2021-08-03,3.58,3.6,3.58,3.6,8000,3.6,3.6875446983408064,3.8210400412917216,-0.1334953429509151,-0.1198288589779812
ADAP,2021-08-02,3.655,3.655,3.58,3.58,12553,3.58,3.7034619162209528,3.838723244595059,-0.1352613283741064,-0.1164122379847477
ADAP,2021-07-30,3.57,3.58,3.5068,3.57,9725,3.57,3.725909537352035,3.859421104162664,-0.1335115668106286,-0.111699965387408
ADAP,2021-07-29,3.69,3.7,3.69,3.7,4502,3.7,3.754256725961496,3.882574792495677,-0.1283180665341809,-0.10624706503160275
ADAP,2021-07-28,3.55,3.5812,3.55,3.5812,2779,3.5812,3.7641215852272234,3.897180775895331,-0.1330591906681086,-0.10072931465595818
ADAP,2021-07-27,3.51,3.51,3.51,3.51,3571,3.51,3.797380055268536,3.9224592379669576,-0.1250791826984216,-0.09264684565292076
ADAP,2021-07-26,3.59,3.61,3.59,3.6,3526,3.6,3.84963097440827,3.9554559770043145,-0.1058250025960445,-0.08453876139154554
ADAP,2021-07-23,3.83,3.84,3.81,3.81,6014,3.81,3.895018424300683,3.98389245516466,-0.0888740308639768,-0.07921720109042077
ADAP,2021-07-22,3.98,3.98,3.98,3.98,4292,3.98,3.91047631962808,3.997803851577833,-0.0873275319497528,-0.07680299364703164
ADAP,2021-07-21,3.95,3.95,3.95,3.95,4503,3.95,3.8978356504695486,3.999228159704059,-0.1013925092345102,-0.07417185907135133
ADAP,2021-07-20,3.67,3.6869,3.67,3.6869,2966,3.6869,3.8883512232821937,4.003166412480383,-0.1148151891981896,-0.0673666965305616
ADAP,2021-07-19,3.65,3.65,3.65,3.65,5036,3.65,3.924978718424411,4.028467725478814,-0.103489007054403,-0.05550457336365458
ADAP,2021-07-16,3.79,3.83,3.79,3.8,15297,3.8,3.974974849047031,4.058745143517119,-0.0837702944700882,-0.04350846494096747
ADAP,2021-07-15,3.72,3.72,3.72,3.72,3152,3.72,4.006788457964673,4.079444754998489,-0.0726562970338164,-0.033443007558687274
ADAP,2021-07-14,3.88,3.9,3.88,3.9,1951,3.9,4.058931813958249,4.108200335398369,-0.04926852144012,-0.023639685189904964
ADAP,2021-07-13,3.94,3.94,3.94,3.94,2229,3.94,4.087828507405203,4.124856362230238,-0.0370278548250349,-0.01723247612735119
ADAP,2021-07-12,4.13,4.13,4.1,4.11,5522,4.11,4.114706417842513,4.139644871208657,-0.0249384533661443,-0.012283631452930259
ADAP,2021-07-09,4.07,4.07,4.07,4.07,3648,4.07,4.115562130177515,4.142016460905349,-0.0264543307278346,-0.009119925974626747
ADAP,2021-07-08,3.89,3.89,3.87,3.87,5712,3.87,4.123846153846154,4.147777777777778,-0.0239316239316238,-0.00478632478632477
ADAP,2021-07-07,4.17,4.17,4.17,4.17,2005,4.17,4.17,4.17,0.0,0.0
