Symbol,Date,Open,High,Low,Close,Volume,DNN SMA,DNN spanTwelveEMA,DNN spanTwntySixEMA,DNN_x,DNN_y
DNN,2020-11-23,0.35,0.35,0.33799999999999997,0.345,250861,0.345,0.34705739650204964,0.3522219198621208,-0.0051645233600711715,-0.006351208019950283
DNN,2020-11-20,0.34,0.3449,0.3356,0.3363,123524,0.33630000000000004,0.3474314685933314,0.3527996734510905,-0.005368204857759074,-0.006647879184920061
DNN,2020-11-19,0.359,0.359,0.34,0.3419,280441,0.34190000000000004,0.3494553719739372,0.3541196473271777,-0.0046642753532405426,-0.006967797766710308
DNN,2020-11-18,0.3403,0.3498,0.34,0.3432,131580,0.3432000000000001,0.3508290759691985,0.355097219113352,-0.004268143144153469,-0.0075436783700777625
DNN,2020-11-17,0.38,0.38,0.3409,0.3538,563231,0.3538000000000001,0.35221618069087096,0.3560489966424201,-0.0038328159515491618,-0.008362562176558822
DNN,2020-11-16,0.35,0.36,0.35,0.3528,58697,0.3528000000000001,0.3519282135437566,0.35622891637381376,-0.004300702830057179,-0.009494998732811236
DNN,2020-11-13,0.3698,0.3698,0.3556,0.3579,68099,0.3579000000000001,0.3517697069153487,0.35650322968371884,-0.004733522768370135,-0.01079357270849975
DNN,2020-11-12,0.3738,0.3738,0.3572,0.3615,81582,0.3615,0.3506551081726848,0.3563914880584164,-0.005736379885731557,-0.012308585193532154
DNN,2020-11-11,0.375,0.3799,0.3662,0.3674,90546,0.3674000000000001,0.3486833096586275,0.3559828071030897,-0.0072994974444621765,-0.013951636520482289
DNN,2020-11-10,0.35,0.3586,0.34700000000000003,0.358599,135275,0.3585990000000001,0.3452802750511053,0.3550694316713369,-0.00978915662023161,-0.015614671289487302
DNN,2020-11-09,0.35,0.3597,0.35,0.3596,149534,0.35960000000000003,0.3428586886967607,0.3547870662050438,-0.011928377508283072,-0.017071049956801226
DNN,2020-11-06,0.35,0.35,0.34,0.3468,127564,0.34680000000000005,0.3398148139143536,0.3544020315014473,-0.014587217587093746,-0.018356718068930765
DNN,2020-11-05,0.33399999999999996,0.34,0.33,0.3395,116943,0.3395000000000001,0.3385447800805997,0.35501019402156314,-0.016465413940963458,-0.01929909318939003
DNN,2020-11-04,0.345,0.345,0.3323,0.33299999999999996,125587,0.3330000000000001,0.3383711037316178,0.3562510095432882,-0.017879905811670427,-0.020007513001496675
DNN,2020-11-03,0.34,0.3405,0.3397,0.33975,29639,0.3397500000000001,0.3393476680464574,0.3581110903067513,-0.018763422260293868,-0.020539414798953236
DNN,2020-11-02,0.34,0.3499,0.34,0.3419,145418,0.3419000000000001,0.3392745167821769,0.3595799775312913,-0.020305460749114438,-0.02098341293361806
DNN,2020-10-30,0.3227,0.3295,0.3227,0.3295,116110,0.3295000000000001,0.3387971561971182,0.36099437573379467,-0.022197219536676468,-0.021152900979743983
DNN,2020-10-29,0.316,0.32,0.3103,0.319,28326,0.3190000000000001,0.34048754823295785,0.3635139257924982,-0.023026377559540345,-0.020891821340510857
DNN,2020-10-28,0.3315,0.3315,0.3202,0.322848,159784,0.3228480000000001,0.34439437518440474,0.3670750398558981,-0.02268066467149332,-0.020358182285753482
DNN,2020-10-27,0.32,0.3249,0.32,0.321201,93755,0.3212010000000001,0.3483118979452056,0.3706132030443699,-0.02230130509916428,-0.019777561689318508
DNN,2020-10-26,0.33,0.3354,0.325,0.327,344610,0.327,0.3532411521170612,0.37456617928791947,-0.02132502717085827,-0.019146625836857063
DNN,2020-10-23,0.3497,0.3497,0.34299999999999997,0.3476,53481,0.3476000000000001,0.3580122706837996,0.3783714736309529,-0.020359202947153432,-0.01860202550335676
DNN,2020-10-22,0.3496,0.3539,0.342,0.349,131735,0.3490000000000001,0.3599054108081268,0.3808331915214293,-0.02092778071330253,-0.01816273114240762
DNN,2020-10-21,0.35700000000000004,0.35700000000000004,0.35,0.3537,78456,0.3537000000000001,0.3618882127732408,0.3833798468431436,-0.0214916340699029,-0.017471468749683902
DNN,2020-10-20,0.3481,0.3499,0.345,0.3451,55860,0.3451000000000001,0.36337697873201175,0.3857542345905951,-0.02237725585858336,-0.01646642741962918
DNN,2020-10-19,0.35,0.3543,0.34051,0.34544899999999995,404201,0.3454490000000001,0.3667000657741957,0.3890065733578427,-0.02230650758364705,-0.014988720309890635
DNN,2020-10-16,0.3411,0.349,0.3318,0.3378,567794,0.33780000000000004,0.3705638959149585,0.3924911792264701,-0.02192728331151167,-0.013159273491451542
DNN,2020-10-15,0.35,0.35,0.34,0.34105,708753,0.3410500000000001,0.3765209678994964,0.39686647356458776,-0.02034550566509136,-0.010967271036436523
DNN,2020-10-14,0.3425,0.344,0.3356,0.33689,690001,0.3368900000000001,0.382970234790314,0.4013317914497547,-0.01836155665944078,-0.008622712379272814
DNN,2020-11-24,0.35,0.35,0.341,0.3421,53647,0.3421000000000001,0.3913484592976437,0.4064871347657351,-0.015138675468091391,-0.006188001309230836
DNN,2020-10-12,0.3551,0.3595,0.35,0.35,741517,0.35000000000000003,0.40030272462448796,0.4116381055469939,-0.011335380922505913,-0.003950332769515697
DNN,2020-10-09,0.3701,0.3771,0.37005,0.37240100000000004,639472,0.3724010000000001,0.4094486745562131,0.4165691539907535,-0.007120479434540361,-0.00210407073126813
DNN,2020-10-08,0.38,0.3898,0.36,0.3787,4499253,0.3787,0.4161846153846154,0.4201026063100137,-0.003917990925398296,-0.000849968555450058
DNN,2020-10-07,0.4198,0.42100000000000004,0.41,0.4186,46804,0.4186,0.423,0.4234148148148149,-0.0004148148148148123,-8.296296296298467e-05
DNN,2020-10-06,0.4294,0.43,0.42200000000000004,0.4238,130600,0.4238,0.4238,0.4238,0.0,0.0
