Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA,ABUS spanTwelveEMA,ABUS spanTwntySixEMA,ABUS_x,ABUS_y
ABUS,2020-11-23,3.44,3.5,3.405,3.4411,337852,3.4411,3.3352913348585065,3.222975075591612,0.11231625926689404,0.08025036061037753
ABUS,2020-11-20,3.36,3.395,3.32,3.3314,142444,3.3314,3.316053395741871,3.2055250816389407,0.11052831410293028,0.07223388594624829
ABUS,2020-11-19,3.43,3.46,3.23,3.23,337981,3.23,3.3132631040585747,3.195455088170056,0.11780801588851908,0.06266027890707779
ABUS,2020-11-18,3.58,3.675,3.58,3.59,225385,3.5900000000000003,3.328401850251043,3.19269149522366,0.1357103550273826,0.04887334466171757
ABUS,2020-11-17,3.63,3.7,3.41,3.49,566306,3.49,3.280838550296687,3.160906814841553,0.11993173545513393,0.027164092070301203
ABUS,2020-11-16,3.98,4.14,3.81,3.82,1763236,3.82,3.2428091958051755,3.1345793600288774,0.10822983577629808,0.003972181224093024
ABUS,2020-11-13,3.56,3.5698,3.43,3.46,375598,3.4600000000000004,3.1378654132242985,3.0797457088311875,0.05811970439311054,-0.02209223241395824
ABUS,2020-11-12,3.62,3.75,3.46,3.52,692777,3.5200000000000005,3.0792954883559887,3.0493253655376824,0.029970122818306244,-0.04214521661572554
ABUS,2020-11-11,3.27,3.2899,3.23,3.275,123294,3.275,2.9991673953298044,3.011671394780697,-0.012503999450892422,-0.060174051474233485
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,3.1600000000000006,2.949016012662496,2.9906051063631525,-0.04158909370065622,-0.07209156448006875
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,2.9910000000000005,2.9106552876920406,2.9770535148722046,-0.06639822718016397,-0.07971718217492176
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,2.8150000000000013,2.896047158181503,2.9759377960619813,-0.07989063788047801,-0.08304692092361118
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,2.9500000000000006,2.9107830051235943,2.9888128197469395,-0.07802981462334513,-0.08383599168439436
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,2.95,2.903652642418793,2.991917845326695,-0.08826520290790185,-0.08528753594965667
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,2.795,2.8952258501313013,2.995271272952831,-0.10004542282152996,-0.08454311921009536
ABUS,2020-11-02,2.84,2.85,2.78,2.8,86410,2.8,2.9134487319733555,3.0112929747890567,-0.0978442428157016,-0.08066754330723681
ABUS,2020-10-30,2.92,2.94,2.84,2.875,49405,2.875,2.9340757741503287,3.0281964127721817,-0.09412063862185248,-0.07637336843012073
ABUS,2020-10-29,2.92,2.95,2.86,2.87,83384,2.87,2.9448168239958434,3.0404521257939563,-0.09563530179811286,-0.07193655088218767
ABUS,2020-10-28,2.85,2.935,2.78,2.83,157609,2.83,2.9584198829041783,3.054088295857473,-0.09566841295329452,-0.06601186315320637
ABUS,2020-10-27,2.82,2.89,2.78,2.87,71293,2.87,2.98176895252312,3.0720153595260715,-0.09024640700295096,-0.05859772570318432
ABUS,2020-10-26,2.85,2.9210000000000003,2.84,2.905,41148,2.905,3.0020905802545963,3.0881765882881567,-0.08608600803356037,-0.05068555537824254
ABUS,2020-10-23,2.88,2.9,2.81,2.83,123890,2.8300000000000005,3.01974341302816,3.1028307153512094,-0.08308730232304963,-0.041835442214413085
ABUS,2020-10-22,2.79,2.8924,2.7899,2.87,130482,2.870000000000001,3.054242215396916,3.1246571725793064,-0.07041495718238977,-0.03152247718725407
ABUS,2020-10-21,2.89,2.92,2.84,2.85,117322,2.8500000000000005,3.087740800014537,3.1450297463856502,-0.057288946371113265,-0.02179935718847003
ABUS,2020-10-20,3.02,3.05,2.96,2.96,81381,2.9600000000000004,3.13096640001718,3.1686321260965022,-0.0376657260793225,-0.012926959892809217
ABUS,2020-10-19,3.08,3.1,3.02,3.035,150340,3.035000000000001,3.162051200020304,3.1853226961842225,-0.023271496163919103,-0.006742268346181005
ABUS,2020-10-16,3.08,3.13,3.08,3.115,59693,3.115000000000001,3.1851514182058134,3.1973485118789604,-0.012197093673147473,-0.00260996139174659
ABUS,2020-10-15,3.1,3.134,3.04,3.105,119125,3.1050000000000004,3.1979062215159613,3.203936392829277,-0.006030171313316402,-0.0002131783213964796
ABUS,2020-10-14,3.22,3.32,3.2,3.21,134358,3.2100000000000004,3.21479826179159,3.21185130425562,0.002946957535970185,0.0012410699265832789
ABUS,2020-10-13,3.16,3.31,3.16,3.3015,203882,3.3015,3.215670673026424,3.211999408596069,0.0036712644303547037,0.0008145980242366635
ABUS,2020-10-12,3.16,3.21,3.1,3.135,117809,3.135,3.2000653408494104,3.2048393612837547,-0.004774020434344717,0.00010043142270704233
ABUS,2020-10-09,3.16,3.23,3.12,3.15,104990,3.1500000000000004,3.2118954028220306,3.210426510186456,0.0014688926355748144,0.0013190443869698712
ABUS,2020-10-08,3.39,3.44,3.27,3.325,279502,3.3250000000000006,3.223149112426036,3.2152606310013723,0.007888481424663585,0.0012815823248187464
ABUS,2020-10-07,3.1,3.22,3.09,3.185,117275,3.1850000000000005,3.2046307692307696,3.206481481481482,-0.0018507122507123164,-0.0003701424501424633
ABUS,2020-10-06,3.26,3.3,3.16,3.2082,183186,3.2082,3.2082,3.2082,0.0,0.0
