Symbol,Date,Open,High,Low,Close,Volume,GSKY SMA,GSKY spanTwelveEMA,GSKY spanTwntySixEMA,GSKY_x,GSKY_y
GSKY,2020-11-23,4.16,4.3,4.12,4.29,489963,4.29,4.117634386788123,4.347535332545438,-0.229900945757314,-0.2551199441479589
GSKY,2020-11-20,4.19,4.2499,4.16,4.195,124131,4.194999999999999,4.086295184385965,4.3521381591490735,-0.2658429747631077,-0.26142469374561994
GSKY,2020-11-19,4.1,4.22,4.01,4.21,182559,4.209999999999999,4.06653067245614,4.364709211880999,-0.2981785394248586,-0.2603201234912477
GSKY,2020-11-18,3.8994,4.2,3.86,4.1911,1263594,4.1911,4.040445340175438,4.3770859488314775,-0.3366406086560403,-0.2508555195078448
GSKY,2020-11-17,3.6,3.6069999999999998,3.45,3.47,110094,3.47,4.013053583843701,4.391964824737997,-0.37891124089429695,-0.22940924722079614
GSKY,2020-11-16,3.69,3.71,3.58,3.6199,309463,3.6199,4.111790599088009,4.4657220107170374,-0.353931411629028,-0.19203374880242113
GSKY,2020-11-13,3.52,3.52,3.4189999999999996,3.42,214260,3.4199999999999995,4.201225253467646,4.533387771574398,-0.3321625181067533,-0.1515593330957692
GSKY,2020-11-12,3.52,3.65,3.51,3.54,701333,3.5399999999999987,4.343266208643581,4.622458793300352,-0.2791925846567702,-0.10640853684302337
GSKY,2020-11-11,3.81,3.82,3.6,3.6001,114928,3.6000999999999985,4.489314610215142,4.709055496764379,-0.2197408865492374,-0.06321252488958666
GSKY,2020-11-10,4.26,4.34,3.72,3.955,254475,3.9549999999999987,4.650989993890622,4.797771936505528,-0.14678194261490685,-0.024080434474673968
GSKY,2020-11-09,4.4,4.5419,4.33,4.335,186259,4.334999999999999,4.777533629143463,4.865193691425971,-0.08766006228250857,0.00659494256038403
GSKY,2020-11-06,4.54,4.63,4.32,4.32,72107,4.319999999999999,4.857994288987729,4.907609186740049,-0.04961489775232142,0.030158693771107175
GSKY,2020-11-05,4.88,5.04,4.81,4.835,85719,4.834999999999999,4.955811432440042,4.954617921679253,0.001193510760788996,0.050102091651964095
GSKY,2020-11-04,4.8,4.81,4.75,4.79,23306,4.79,4.97777714742914,4.964187355413594,0.01358979201554611,0.062329236874757867
GSKY,2020-11-03,4.96,5.03,4.89,4.94,47615,4.94,5.011918446961711,4.978122343846682,0.033796103115030014,0.0745140980895608
GSKY,2020-11-02,4.8,4.87,4.795,4.84,26068,4.840000000000002,5.024994528227476,4.981172131354414,0.04382239687306111,0.08469359683319372
GSKY,2020-10-30,5.02,5.06,4.945,4.98,13042,4.98,5.058629896996108,4.992465901862769,0.06616399513334148,0.09491139682322663
GSKY,2020-10-29,4.96,4.97,4.83,4.88,24360,4.879999999999999,5.072926241904493,4.993463174011789,0.07946306789270352,0.10209824724569837
GSKY,2020-10-28,5.08,5.09,4.95,4.96,35686,4.96,5.108003740432583,5.002540227932731,0.10546351249985086,0.10775704208394708
GSKY,2020-10-27,5.1,5.12,5.02,5.03,33342,5.03,5.134913511420325,5.0059434461673495,0.1289700652529744,0.1083304244799709
GSKY,2020-10-26,5.27,5.27,5.095,5.19,48979,5.19,5.153988695314929,5.004018921860738,0.14996977345419096,0.1031705142867198
GSKY,2020-10-23,5.47,5.73,5.381,5.725,187305,5.724999999999999,5.147441185372188,4.989140435609597,0.15830074976259212,0.09147069949485201
GSKY,2020-10-22,5.2,5.25,5.13,5.24,17646,5.24,5.042430491803497,4.930271670458365,0.11215882134513233,0.0747631869279172
GSKY,2020-10-21,5.15,5.1804,5.09,5.17,17032,5.17,5.006508763040496,4.905493404095034,0.1010153589454621,0.0654142783236134
GSKY,2020-10-20,4.88,5.115,4.88,5.08,41146,5.08,4.976783083593314,4.884332876422636,0.09245020717067652,0.056514008168151234
GSKY,2020-10-19,5.08,5.23,5.07,5.2,27270,5.200000000000001,4.95801637151937,4.868679506536448,0.08933686498292204,0.04752995841751968
GSKY,2020-10-16,5.01,5.06,4.93,5.05,29385,5.05,4.914019348159256,4.842173867059363,0.07184548109989207,0.0370782317761691
GSKY,2020-10-15,5.06,5.06,4.961,4.97,31253,4.97,4.889295593279121,4.825547776424114,0.06374781685500785,0.028386419445238124
GSKY,2020-10-14,5.26,5.28,5.14,5.14,47576,5.14,4.874622064784415,4.813991598538041,0.060630466246373686,0.01954607009279591
GSKY,2020-10-13,5.04,5.08,5.0,5.06,37207,5.06,4.8263715311088555,4.787910926421084,0.03846060468777068,0.009274971054401459
GSKY,2020-10-12,4.92,4.94,4.82,4.94,23191,4.94,4.783893627674102,4.766143800534771,0.01774982713932971,0.001978562646058931
GSKY,2020-10-09,4.85,4.9,4.73,4.85,26557,4.849999999999999,4.755510650887574,4.752235304577552,0.003275346310021021,-0.001964253477258986
GSKY,2020-10-08,4.69,4.8201,4.645,4.8001,83522,4.800099999999999,4.738330769230768,4.744414128943758,-0.006083359712988568,-0.0032741534240792094
GSKY,2020-10-07,4.55,4.72,4.5202,4.5907,67013,4.590699999999999,4.7271,4.739959259259258,-0.012859259259259126,-0.002571851851851648
GSKY,2020-10-06,4.7,4.7769,4.7,4.7519,42490,4.751899999999999,4.7519,4.7519,0.0,0.0
