Symbol,Date,Open,High,Low,Close,Volume,GSV SMA,GSV spanTwelveEMA,GSV spanTwntySixEMA,GSV_x,GSV_y
GSV,2020-11-23,0.6687,0.68,0.6591,0.6604,59978,0.6604,0.6844169969736865,0.6999899640226012,-0.015572967048914643,-0.015476821836387506
GSV,2020-11-20,0.66,0.6769,0.66,0.6765,46791,0.6765,0.6887837236961749,0.7031571611444093,-0.014373437448234385,-0.015452785533255721
GSV,2020-11-19,0.665,0.68,0.665,0.6744,18076,0.6744,0.6910171280045704,0.7052897340359621,-0.014272606031391688,-0.015722622554511054
GSV,2020-11-18,0.69,0.7,0.6899,0.69,84578,0.6899999999999998,0.6940384240054013,0.7077609127588391,-0.013722488753437734,-0.016085126685290895
GSV,2020-11-17,0.68,0.69,0.6787,0.6857,33783,0.6856999999999998,0.6947726829154742,0.7091817857795462,-0.014409102864071932,-0.01667578616825416
GSV,2020-11-16,0.71,0.71,0.6767,0.6890000000000001,189441,0.6889999999999998,0.6964222616273786,0.7110603286419098,-0.014638067014531188,-0.017242456994299715
GSV,2020-11-13,0.68,0.6889,0.68,0.6889,16289,0.6888999999999998,0.6977717637414476,0.7128251549332627,-0.015053391191815146,-0.017893554489241844
GSV,2020-11-12,0.71,0.71,0.6851,0.7089,137383,0.7088999999999998,0.6993848116944381,0.7147391673279236,-0.015354355633485528,-0.01860359531359852
GSV,2020-11-11,0.67,0.683199,0.67,0.6772,34690,0.6771999999999999,0.6976547774570633,0.7152063007141576,-0.017551523257094304,-0.019415905233626764
GSV,2020-11-10,0.71,0.71,0.6938,0.6985,79161,0.6984999999999999,0.701373827903802,0.7182468047712902,-0.016872976867488232,-0.019882000727759877
GSV,2020-11-09,0.688,0.705,0.6801,0.687,69449,0.6869999999999999,0.7018963420681296,0.7198265491529934,-0.017930207084863814,-0.020634256692827785
GSV,2020-11-06,0.728,0.73,0.7201,0.7299,37335,0.7299,0.7046047678986985,0.7224526730852329,-0.01784790518653434,-0.021310269094818774
GSV,2020-11-05,0.69,0.7139,0.69,0.7054,81539,0.7054,0.7000056347893711,0.7218568869320514,-0.021851252142680355,-0.02217586007188988
GSV,2020-11-04,0.6936,0.6936,0.68,0.68,24880,0.6800000000000002,0.6990248411147112,0.7231734378866155,-0.024148596771904285,-0.02225701205419226
GSV,2020-11-03,0.675,0.68,0.675,0.678851,18301,0.678851,0.7024839031355677,0.7266273129175447,-0.02414340978197693,-0.021784115874764254
GSV,2020-11-02,0.685,0.685,0.682,0.682,46926,0.682,0.7067807946147618,0.7304494179509483,-0.023668623336186467,-0.02119429239796108
GSV,2020-10-30,0.7166,0.7166,0.7,0.7099,19599,0.7099000000000001,0.7112863936356276,0.7343253713870241,-0.02303897775139652,-0.02057570966340473
GSV,2020-10-29,0.68,0.7044,0.68,0.7001,69080,0.7001000000000002,0.7115384652057417,0.7362794010979861,-0.024740935892244357,-0.019959892641406785
GSV,2020-10-28,0.74,0.74,0.6846,0.6869,268084,0.6869000000000001,0.7136181861522403,0.7391737531858249,-0.02555556703358464,-0.018764631828697392
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,0.6690000000000002,0.7184760381799203,0.743355653440691,-0.02487961526077065,-0.01706689802747558
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,0.6908000000000001,0.7274716814853605,0.7493041057159462,-0.02183242423058573,-0.015113718719151813
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,0.7097000000000001,0.7341392599372443,0.7539844341732218,-0.019845174235977536,-0.01343404234129333
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,0.7100000000000002,0.7385827617440159,0.7575271889070796,-0.01894442716306366,-0.011831259367622278
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,0.7060000000000002,0.7437796275156552,0.7613293640196459,-0.017549736503990717,-0.010052967418761933
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,0.7116000000000002,0.7506486507003198,0.7657557131412176,-0.015107062440897769,-0.008178775147454735
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,0.7239000000000002,0.7577484053731053,0.770088170192515,-0.012339764819409682,-0.006446703324093975
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,0.7311010000000002,0.7639026608954881,0.7737832238079161,-0.009880562912428005,-0.004973437950265048
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,0.7459500000000003,0.7698665992401222,0.7771978017125494,-0.007331202472427134,-0.003746656709724309
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,0.7685570000000003,0.7742150718292354,0.7796976258495534,-0.005482554020317942,-0.0028505202690486025
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,0.7502000000000004,0.7752438121618237,0.7805888759175177,-0.005345063755693991,-0.0021925118312312673
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,0.7700000000000005,0.7797972325548825,0.783019985990919,-0.0032227534360365073,-0.0014043738501155862
GSV,2020-10-09,0.775,0.7765,0.7659,0.7756,64497,0.7756000000000003,0.7815785475648611,0.7840615848701926,-0.002483037305331504,-0.0009497789536353559
GSV,2020-10-08,0.77,0.773,0.7611,0.77,65468,0.7700000000000004,0.7826655562130178,0.784738511659808,-0.0020729554467902034,-0.0005664643657113189
GSV,2020-10-07,0.7793,0.7799,0.7654,0.7749,32307,0.7749000000000004,0.7849683846153847,0.7859175925925926,-0.0009492079772079887,-0.00018984159544159775
GSV,2020-10-06,0.79,0.79,0.7793,0.786799,26271,0.7867990000000004,0.786799,0.786799,0.0,0.0
