Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA,PIXY spanTwelveEMA,PIXY spanTwntySixEMA,PIXY_x,PIXY_y
PIXY,2020-11-23,2.52,2.58,2.5,2.55,57699,2.55,2.3053774261205304,2.402075471939689,-0.09669804581915864,-0.17600322880915298
PIXY,2020-11-20,2.43,2.43,2.38,2.42,40438,2.42,2.260900594506081,2.3902415096948646,-0.12934091518878346,-0.19582952455665154
PIXY,2020-11-19,2.25,2.29,2.2165,2.27,17817,2.27,2.231973429870824,2.3878608304704536,-0.15588740059963024,-0.21245167689861855
PIXY,2020-11-18,2.28,2.29,2.25,2.2634,30599,2.2633999999999994,2.225059508029154,2.3972896969080897,-0.1722301888789355,-0.2265927459733657
PIXY,2020-11-17,2.23,2.2463,2.18,2.2006,33789,2.2006,2.218088509489001,2.4080008726607374,-0.18991236317173632,-0.24018338524697322
PIXY,2020-11-16,2.2,2.2636,2.2,2.22,30868,2.22,2.221268238487001,2.4245929424735966,-0.20332470398659508,-0.2527511407657824
PIXY,2020-11-13,2.15,2.17,2.15,2.16,41231,2.1600000000000006,2.22149882730282,2.4409603778714843,-0.21946155056866434,-0.2651077499605792
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,2.1500000000000004,2.2326804322669696,2.4634372081012033,-0.2307567758342337,-0.2765192998085579
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,2.2100000000000004,2.2477132381336906,2.4885121847492986,-0.2407989466156084,-0.2879599308021389
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,2.250000000000001,2.254570190521634,2.5107931595292428,-0.2562229690076085,-0.29975017684877164
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,2.2300000000000004,2.2554011342528404,2.5316566122915822,-0.27625547803874184,-0.3106319788090624
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,2.1300000000000003,2.2600195222988115,2.555789141274909,-0.29576961897609744,-0.31922610400164253
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,2.1900000000000004,2.2836594354440503,2.589852272576902,-0.3061928371328517,-0.3250902252580288
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,2.1300000000000003,2.300688423706605,2.621840454383054,-0.32115203067644904,-0.32981457228932304
PIXY,2020-11-03,2.17,2.26,2.17,2.22,55162,2.2200000000000006,2.331722682562352,2.6611876907336987,-0.32946500817134705,-0.33198020769254155
PIXY,2020-11-02,2.11,2.14,2.08,2.1301,113160,2.130100000000001,2.352035897573688,2.6964827059923944,-0.34444680841870623,-0.3326090075728403
PIXY,2020-10-30,2.21,2.23,2.133,2.23,52527,2.230000000000001,2.3923878789507222,2.741793322471786,-0.34940544352106384,-0.32964955736137375
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,2.0800000000000005,2.4219129478508528,2.7827367882695295,-0.3608238404186759,-0.3247105858214512
PIXY,2020-10-28,2.22,2.22,2.11,2.17,98720,2.17,2.4840789383691906,2.838955731331092,-0.354876792961901,-0.3156822721721448
PIXY,2020-10-27,2.29,2.29,2.22,2.24,19458,2.24,2.541184199890861,2.8924721898375787,-0.3512879899467172,-0.30588364197470563
PIXY,2020-10-26,2.31,2.34,2.23,2.34,138819,2.34,2.595944963507382,2.9446699650245853,-0.3487250015172028,-0.2945325549817026
PIXY,2020-10-23,2.38,2.38,2.323,2.34,34423,2.34,2.6424804114178158,2.993043562226552,-0.35056315080873635,-0.28098444334782746
PIXY,2020-10-22,2.35,2.38,2.325,2.36,31178,2.3599999999999994,2.6974768498574178,3.0452870472046762,-0.3478101973472576,-0.26358976648260024
PIXY,2020-10-21,2.3553,2.41,2.315,2.315,169025,2.314999999999999,2.7588362771042214,3.1001100109810498,-0.3412737338768284,-0.24253465876643565
PIXY,2020-10-20,2.42,2.42,2.31,2.34,211742,2.3399999999999994,2.8395337820322615,3.1629188118595337,-0.3233850298272718,-0.21784988998883748
PIXY,2020-10-19,2.58,2.59,2.5201,2.525,105103,2.5249999999999995,2.930358106038128,3.228752316808297,-0.2983942107701685,-0.19146610502922876
PIXY,2020-10-16,2.58,2.5978,2.5,2.51,397645,2.51,3.0040595798632426,3.2850525021529595,-0.2809929222897174,-0.1647340785939937
PIXY,2020-10-15,2.79,3.0,2.66,2.66,2531821,2.66,3.093888594383832,3.347056702325197,-0.2531681079413648,-0.13566936767006288
PIXY,2020-10-14,2.65,2.6794,2.61,2.6616,85123,2.6616,3.172777429726347,3.402021238511213,-0.22924380878486605,-0.10629468260223737
PIXY,2020-10-13,2.63,2.63,2.54,2.5879,120972,2.5878999999999994,3.265718780585683,3.4612549375921104,-0.1955361570064276,-0.07555740105658018
PIXY,2020-10-12,2.84,2.85,2.73,2.74,179354,2.74,3.388958558873989,3.5311233325994795,-0.14216477372549052,-0.045562712069118334
PIXY,2020-10-09,2.69,2.79,2.68,2.745,844941,2.7449999999999988,3.506951024123805,3.5944131992074384,-0.08746217508363285,-0.021412196655025285
PIXY,2020-10-08,3.58,3.6,3.55,3.56,94707,3.56,3.645487573964497,3.6623662551440335,-0.01687868117953606,-0.0048997020478732806
PIXY,2020-10-07,3.63,3.64,3.55,3.56,18494,3.5599999999999987,3.6610307692307686,3.670555555555556,-0.009524786324786485,-0.0019049572649574742
PIXY,2020-10-06,3.66,3.74,3.64,3.6794,10009,3.679399999999999,3.6794,3.6794,0.0,0.0
