Symbol,Date,Open,High,Low,Close,Volume,AIV SMA,AIV spanTwelveEMA,AIV spanTwntySixEMA,AIV_x,AIV_y
AIV,2021-02-25,5.01,5.04,4.97,4.99,305260,4.99,4.898956117337828,4.8566832473492925,0.042272869988535966,0.032465153580486135
AIV,2021-02-24,5.0,5.035,4.97,5.01,320457,5.01,4.882402684126523,4.8460179071372345,0.03638477698928888,0.03001322447847368
AIV,2021-02-23,4.84,4.88,4.825,4.88,514541,4.880000000000001,4.859203172149528,4.832899339708213,0.026303832441314512,0.028420336350769876
AIV,2021-02-22,4.84,4.88,4.83,4.84,289720,4.840000000000002,4.855421930722168,4.82913128688487,0.0262906438372994,0.028949462328133495
AIV,2021-02-19,4.82,4.84,4.76,4.8,371796,4.800000000000002,4.858225918126201,4.82826178983566,0.02996412829054052,0.029614166950842243
AIV,2021-02-18,4.9,4.94,4.88,4.905,257938,4.905000000000002,4.8688124486946,4.830522733022511,0.03828971567208761,0.029526676615917673
AIV,2021-02-17,4.89,4.9,4.8317,4.859,203566,4.859000000000003,4.8622328939117985,4.824564551664314,0.03766834224748639,0.027335916851874965
AIV,2021-02-16,4.92,4.945,4.88,4.9009,564556,4.900900000000002,4.862820692804855,4.821809715797459,0.04101097700739675,0.024752810502972553
AIV,2021-02-16,4.92,4.945,4.88,4.9009,564556,4.900900000000002,4.855897182405737,4.815482493061254,0.040414689344483,0.020688268876866506
AIV,2021-02-12,4.85,4.91,4.84,4.8799,429826,4.879900000000003,4.847714851934054,4.808649092506156,0.03906575942789914,0.015756663759962382
AIV,2021-02-11,4.92,4.945,4.87,4.9417,357295,4.941700000000004,4.8418630068311534,4.802949019906647,0.038913986924507434,0.009929389842978413
AIV,2021-02-10,4.91,4.96,4.9,4.955,634992,4.955000000000003,4.823710826255001,4.791848941499179,0.031861884755821634,0.00268324057259638
AIV,2021-02-09,4.9,4.94,4.86,4.93,293294,4.9300000000000015,4.799840067392274,4.778796856819113,0.021043210573160387,-0.004611420473209934
AIV,2021-02-08,4.88,4.9,4.86,4.885,350049,4.885000000000002,4.77617462509996,4.766700605364643,0.009474019735317364,-0.011025078234802513
AIV,2021-02-05,4.87,4.88,4.7658,4.81,1225700,4.8100000000000005,4.756388193299953,4.7572366537938136,-0.000848460493861225,-0.01614985272733248
AIV,2021-02-04,4.82,4.92,4.8,4.855,553430,4.855000000000001,4.7466405920817625,4.75301558609732,-0.006374994015557078,-0.019975200785700517
AIV,2021-02-03,4.86,4.89,4.82,4.85,346403,4.850000000000001,4.726938881551174,4.744856832985105,-0.017917951433931382,-0.023375252478236155
AIV,2021-02-02,4.75,4.825,4.68,4.78,484457,4.780000000000003,4.704564132742297,4.736445379623913,-0.031881246881616754,-0.024739577739312346
AIV,2021-02-01,4.64,4.66,4.5599,4.595,608269,4.595000000000003,4.690848520513622,4.7329610099938275,-0.042112489480203415,-0.022954160453736244
AIV,2021-01-29,4.73,4.73,4.5,4.59,868438,4.5900000000000025,4.708275524243374,4.743997890793333,-0.035722366549959084,-0.01816457819711901
AIV,2021-01-28,4.6,4.69,4.6,4.655,479122,4.655000000000003,4.729780165014897,4.756317722056799,-0.02653755704190353,-0.013775131108908992
AIV,2021-01-27,4.69,4.69,4.61,4.63,568867,4.6300000000000034,4.743376558653968,4.764423139821343,-0.02104658116737479,-0.01058452462566058
AIV,2021-01-26,4.81,4.86,4.7721,4.82,427725,4.820000000000003,4.763990478409236,4.775176991007051,-0.011186512597815224,-0.007969010490232025
AIV,2021-01-25,4.81,4.825,4.68,4.71,430520,4.710000000000003,4.753806929029097,4.771591150287613,-0.017784221258517974,-0.007164634963336448
AIV,2021-01-22,4.75,4.76,4.66,4.675,816415,4.675000000000002,4.761771825216204,4.776518442310623,-0.014746617094418825,-0.004509738389541511
AIV,2021-01-21,4.8,4.8,4.71,4.735,484001,4.735000000000002,4.7775485207100585,4.784639917695473,-0.0070913969854133905,-0.0019505187133221826
AIV,2021-01-20,4.94,4.94,4.74,4.75,1031452,4.750000000000003,4.785284615384615,4.788611111111111,-0.003326495726495793,-0.0006652991452991586
AIV,2021-01-19,4.87,4.895,4.78,4.7917,499862,4.791700000000001,4.7917,4.7917,0.0,0.0
AIV,2021-01-19,4.87,4.895,4.78,4.7917,499862,4.791700000000001,4.7917,4.7917,0.0,0.0
