Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-08-23,5.57,5.64,5.56,5.6,28598,5.6,6.090977945667634,6.396978439679583,-0.3060004940119496,-0.16441500841683132
HBM,2021-08-20,5.3,5.3,5.28,5.285,33295,5.285,6.18024666306175,6.46073671485395,-0.2804900517922002,-0.12901863701805172
HBM,2021-08-19,5.63,5.63,5.555,5.56,39186,5.56,6.343018783618431,6.554795652042267,-0.2117768684238354,-0.0911507833245146
HBM,2021-08-18,5.92,5.94,5.87,5.8795,31235,5.8795,6.4853858351854194,6.634379304205648,-0.1489934690202288,-0.06099426204968437
HBM,2021-08-17,6.23,6.25,6.17,6.17,34668,6.17,6.595546896128223,6.6947696485421,-0.0992227524138771,-0.038994460307048256
HBM,2021-08-16,6.52,6.52,6.45,6.51,28000,6.51,6.672919059060627,6.736751220425468,-0.0638321613648411,-0.02393738728034104
HBM,2021-08-13,6.63,6.63,6.59,6.6,7404,6.6,6.702540706162559,6.754891318059506,-0.052350611896947,-0.013963693759216007
HBM,2021-08-12,6.68,6.68,6.65,6.65,14302,6.65,6.721184470919388,6.767282623504266,-0.0460981525848778,-0.004366964224783256
HBM,2021-08-11,6.62,6.71,6.62,6.62,42762,6.62,6.73412710199564,6.776665233384607,-0.0425381313889667,0.006065832865240385
HBM,2021-08-10,6.35,6.4,6.3,6.4,31858,6.4,6.7548774841766654,6.789198452055376,-0.0343209678787106,0.018216823928792175
HBM,2021-08-09,6.5,6.52,6.42,6.45,14783,6.45,6.819400663117878,6.820334328219806,-0.000933665101928,0.03135127188066788
HBM,2021-08-06,6.78,6.78,6.75,6.75,7115,6.75,6.886564420048401,6.84996107447739,0.0366033455710113,0.03942250612631686
HBM,2021-08-05,6.68,6.77,6.68,6.73,34850,6.73,6.911394314602656,6.857957960435581,0.0534363541670757,0.04012729626514325
HBM,2021-08-04,6.95,6.9527,6.95,6.95,4822,6.95,6.944375099075867,6.868194597270427,0.0761805018054397,0.036800031789660126
HBM,2021-08-03,6.94,6.94,6.92,6.92,15699,6.92,6.943352389816933,6.861650165052061,0.0817022247648724,0.026954914285715205
HBM,2021-08-02,7.29,7.29,7.26,7.26,6721,7.26,6.947598278874557,6.856982178256226,0.0906161006183312,0.0132680866659259
HBM,2021-07-30,7.19,7.21,7.17,7.17,12086,7.17,6.890797965942659,6.824740752516725,0.0660572134259345,-0.006068916822175436
HBM,2021-07-29,7.29,7.385,7.29,7.37,48052,7.37,6.840033959750415,6.797120012718062,0.0429139470323534,-0.024100449384202922
HBM,2021-07-28,7.05,7.08,7.0,7.0,34539,7.0,6.743676497886854,6.751289613735507,-0.0076131158486525,-0.040854048488342
HBM,2021-07-27,6.89,6.92,6.84,6.87,37343,6.87,6.697072224775373,6.731392782834348,-0.0343205580589751,-0.04916428164826436
HBM,2021-07-26,6.79,6.85,6.79,6.85,41586,6.85,6.665630811098168,6.720304205461097,-0.0546733943629291,-0.052875212545586664
HBM,2021-07-23,6.73,6.7399,6.69,6.73,9975,6.73,6.632109140388744,6.709928541897985,-0.0778194015092408,-0.05242566709125125
HBM,2021-07-22,6.56,6.65,6.56,6.62,20103,6.62,6.614310802277606,6.708322825249824,-0.0940120229722181,-0.046077233486753855
HBM,2021-07-21,6.31,6.41,6.31,6.4,35123,6.4,6.613276402691716,6.7153886512698096,-0.102112248578094,-0.03409353611538779
HBM,2021-07-20,6.0,6.02,5.99,6.01,12049,6.01,6.652053930453846,6.740619743371394,-0.0885658129175483,-0.017088857999711434
HBM,2021-07-19,6.27,6.31,6.1604,6.2,65687,6.2,6.768791008718182,6.799069322841106,-0.0302783141229241,0.0007803807297478054
HBM,2021-07-16,7.02,7.05,7.02,7.05,15339,7.05,6.872207555757852,6.846994868668394,0.025212687089458,0.008545054442915792
HBM,2021-07-15,6.79,6.79,6.78,6.78,17067,6.78,6.839881656804734,6.8307544581618655,0.0091271986428687,0.004378146281280238
HBM,2021-07-14,6.95,7.02,6.95,7.02,49767,7.02,6.850769230769231,6.834814814814815,0.0159544159544164,0.0031908831908831203
HBM,2021-07-13,6.73,6.83,6.72,6.82,31362,6.82,6.82,6.82,0.0,0.0
