Symbol,Date,Open,High,Low,Close,Volume,ABMC SMA,ABMC spanTwelveEMA,ABMC spanTwntySixEMA,ABMC_x,ABMC_y
ABMC,2020-11-20,0.1093,0.1125,0.10737999999999999,0.1125,18800,0.1125,0.1665523539031792,0.18335758303684724,-0.016805229133668026,-0.0010409343960864066
ABMC,2020-11-19,0.11075,0.1125,0.109,0.1125,5368,0.1125,0.17638005461284814,0.189026189679795,-0.012646135066946841,0.002900139288308998
ABMC,2020-11-18,0.11,0.115,0.10685,0.11,82300,0.11,0.1879946099970024,0.19514828485417865,-0.0071536748571762185,0.006786707877122964
ABMC,2020-11-17,0.23,0.23,0.11,0.111,1242694,0.111,0.2021754481782756,0.2019601476425129,0.0002153005357626581,0.010271803560697765
ABMC,2020-11-16,0.23,0.23,0.20625,0.21,11000,0.21,0.2187528023925075,0.209236959453914,0.009515842938593531,0.012785929316931535
ABMC,2020-11-13,0.2379,0.2379,0.22495,0.2379,14800,0.2379000000000001,0.22034422100932705,0.20917591621022708,0.01116830479909997,0.013603450911516041
ABMC,2020-11-12,0.2299,0.24,0.2161,0.2161,13700,0.2161,0.21715226119284106,0.20687798950704525,0.010274271685795809,0.014212237439620056
ABMC,2020-11-11,0.203025,0.233,0.20275,0.233,18400,0.2330000000000001,0.21734358140972126,0.20614022866760887,0.0112033527421124,0.015196728878076117
ABMC,2020-11-10,0.20005,0.20005,0.2,0.2,3000,0.20000000000000004,0.2144969598478524,0.2039914469610176,0.010505512886834795,0.016195072912067045
ABMC,2020-11-09,0.2001,0.2001,0.18,0.18,40290,0.18,0.21713277072928008,0.20431076271789897,0.012822008011381086,0.017617462918375106
ABMC,2020-11-06,0.21,0.2197,0.21,0.2197,10718,0.2197,0.2238841835891492,0.2062556237353309,0.01762855985381831,0.018816326645123605
ABMC,2020-11-05,0.22,0.24,0.22,0.24,800,0.24,0.22464494424172185,0.20518007363415736,0.019464870607564442,0.019113268342949935
ABMC,2020-11-04,0.2055,0.22,0.1998,0.22,990,0.22,0.22185311592203488,0.20239447952489,0.0194586363971449,0.019025367776796292
ABMC,2020-11-03,0.22,0.22,0.21,0.21,38156,0.20999999999999994,0.2221900460896776,0.2009860378868812,0.021204008202796387,0.018917050621709144
ABMC,2020-11-02,0.25,0.25,0.24,0.242225,89900,0.24222499999999994,0.22440641810598255,0.20026492091783168,0.024141497188150896,0.018345311226437334
ABMC,2020-10-30,0.2566,0.268,0.2566,0.268,3700,0.2679999999999999,0.22116667594343395,0.1969081145912582,0.024258561352175745,0.01689626473600895
ABMC,2020-10-29,0.265,0.275,0.26,0.275,9250,0.2749999999999999,0.2126515261149674,0.19122076375855887,0.02143076235640853,0.015055690581967252
ABMC,2020-10-28,0.225,0.23,0.225,0.2251,8000,0.22509999999999986,0.2013154399540524,0.1845184248592436,0.016797015094808798,0.013461922638356931
ABMC,2020-10-27,0.23,0.23,0.2198,0.23,17600,0.22999999999999984,0.19699097449115285,0.1812718988479831,0.015719075643169742,0.012628149524243962
ABMC,2020-10-26,0.2295,0.2295,0.21,0.21975,20200,0.21974999999999986,0.19098933348954428,0.17737365075582173,0.013615682733722543,0.01185541799451251
ABMC,2020-10-23,0.2155,0.23,0.2003,0.2013,25973,0.20129999999999987,0.18576012139673412,0.17398354281628747,0.011776578580446673,0.011415351809710003
ABMC,2020-10-22,0.20485,0.20485,0.1927,0.1927,3177,0.1926999999999999,0.18293468892341308,0.17179822624159047,0.011136462681822612,0.011325045117025843
ABMC,2020-10-21,0.1899,0.1899,0.182775,0.182775,2027,0.18277499999999988,0.1811591778185791,0.1701260843409177,0.011033093477661404,0.01137219072582665
ABMC,2020-10-20,0.1751,0.19,0.1751,0.19,2100,0.18999999999999986,0.18086539196741167,0.16911417108819113,0.011751220879220536,0.01145696503786796
ABMC,2020-10-19,0.1787,0.1787,0.1787,0.1787,500,0.17869999999999986,0.17920455414330472,0.1674433047752464,0.011761249368058307,0.011383401077529814
ABMC,2020-10-16,0.18,0.18,0.18,0.18,1050,0.17999999999999985,0.1792962912602692,0.1665427691572661,0.012753522103003095,0.01128893900489769
ABMC,2020-10-15,0.174225,0.174225,0.174225,0.174225,240,0.17422499999999985,0.1791683442166818,0.1654661906898474,0.013702153526834404,0.010922793230371337
ABMC,2020-10-14,0.185,0.187225,0.17800000000000002,0.17800000000000002,10749,0.1779999999999999,0.1800671340742603,0.16476548594503518,0.015301648129225132,0.010227953156255569
ABMC,2020-10-13,0.19395,0.1959,0.19395,0.1959,4500,0.19589999999999988,0.1804429766332167,0.163706724820638,0.016736251812578706,0.008959529413013177
ABMC,2020-10-12,0.217,0.2231,0.18100000000000002,0.2164,99950,0.2163999999999999,0.17763260874834702,0.16113126280628906,0.016501345942057988,0.007015348813121794
ABMC,2020-10-09,0.223,0.2295,0.21600000000000005,0.2171,55656,0.21709999999999988,0.17058399215713738,0.15670976383079216,0.013874228326345215,0.004643849530887752
ABMC,2020-10-08,0.2875,0.319,0.2251,0.25505,351450,0.2550499999999999,0.1621265361857078,0.15187854493725553,0.01024799124845227,0.0023362548320233854
ABMC,2020-10-07,0.16,0.16,0.16,0.16,6000,0.15999999999999992,0.14523136094674555,0.14362482853223596,0.0016065324145096151,0.0003583207279161638
ABMC,2020-10-06,0.14805,0.1495,0.145,0.145,4800,0.14499999999999993,0.14254615384615385,0.1423148148148148,0.00023133903133903955,4.626780626780791e-05
ABMC,2020-10-05,0.1421,0.155,0.1421,0.1421,18405,0.14209999999999992,0.1421,0.1421,0.0,0.0
