Symbol,Date,Open,High,Low,Close,Volume,REI SMA,REI spanTwelveEMA,REI spanTwntySixEMA,REI_x,REI_y
REI,2020-11-20,0.63,0.64,0.61,0.62,346215,0.62,0.5486687839837334,0.5766707446080801,-0.02800196062434668,-0.04180997808547658
REI,2020-11-19,0.57,0.57,0.555,0.5551,69755,0.5551,0.5356994719807759,0.5732044041767265,-0.037504932195950524,-0.04526198245075906
REI,2020-11-18,0.53,0.54,0.5203,0.5349,171498,0.5349,0.532172103250008,0.5746527565108646,-0.042480653260856586,-0.04720124501446119
REI,2020-11-17,0.515,0.522,0.505,0.510232,208995,0.5102320000000001,0.5316761220227367,0.5778329770317338,-0.04615685500899702,-0.04838139295286233
REI,2020-11-16,0.532,0.54,0.505,0.5076,506020,0.5076000000000003,0.535575053299598,0.5832410551942725,-0.04766600189467452,-0.048937527438828655
REI,2020-11-13,0.5097,0.5125,0.5005,0.5041,38220,0.5041000000000002,0.5406614266267976,0.5892923396098143,-0.04863091298301669,-0.04925540882486719
REI,2020-11-12,0.5479999999999999,0.55,0.5322,0.5399,80257,0.5399000000000003,0.5473089587407608,0.5961077267785994,-0.048798768037838565,-0.0494115327853298
REI,2020-11-11,0.55,0.5501,0.5312,0.5403,101903,0.5403000000000002,0.5486560421481718,0.6006043449208873,-0.05194830277271556,-0.04956472397220261
REI,2020-11-10,0.5854,0.5854,0.5207,0.5496989999999999,301019,0.5496990000000002,0.5501753225387485,0.6054286925145583,-0.055253369975809874,-0.04896882927207436
REI,2020-11-09,0.54,0.56,0.5218,0.53,222595,0.5300000000000002,0.5502619266367027,0.609887067915723,-0.0596251412790203,-0.047397694096140475
REI,2020-11-06,0.4875,0.5,0.48200000000000004,0.4965,106601,0.4965000000000002,0.5539459132979214,0.6162780333489809,-0.062332120051059474,-0.04434083230042051
REI,2020-11-05,0.4701,0.4964,0.4701,0.4794,113702,0.4794000000000002,0.5643906248066344,0.6258602760168993,-0.061469651210264924,-0.039843010362760764
REI,2020-11-04,0.5175,0.5175,0.4301100000000001,0.4789,193771,0.4789000000000002,0.5798434656805679,0.6375770980982512,-0.057733632417683374,-0.03443635015088472
REI,2020-11-03,0.5,0.515,0.485,0.5144,140518,0.5144000000000001,0.5981968230770348,0.6502712659461113,-0.05207444286907648,-0.02861202958418505
REI,2020-11-02,0.52,0.52,0.48,0.49,200970,0.49,0.6134326090910412,0.6611409672218002,-0.04770835813075891,-0.022746426262962194
REI,2020-10-30,0.54,0.54,0.506,0.51,114113,0.51,0.6358749016530487,0.6748322445995442,-0.03895734294649544,-0.01650594329601301
REI,2020-10-29,0.56,0.569453,0.552,0.561365,110729,0.5613650000000001,0.6587612474081485,0.6880188241675077,-0.02925757675935925,-0.010893093383392404
REI,2020-10-28,0.5811,0.61,0.5811,0.5822,124855,0.5822000000000002,0.6764696560278118,0.6981511301009083,-0.02168147407309651,-0.006301972539400692
REI,2020-10-27,0.6,0.6099,0.5529999999999999,0.59,1031146,0.5900000000000001,0.693609593487414,0.7074272205089809,-0.013817627021566971,-0.0024570971559767377
REI,2020-10-26,0.72,0.72,0.685,0.6851,49321,0.6851000000000002,0.7124477013942165,0.7168213981496995,-0.0043736967554829365,0.0003830353104207931
REI,2020-10-23,0.7333,0.76,0.73,0.735,89789,0.7350000000000001,0.7174200107386195,0.7193591100016755,-0.001939099263056021,0.0015722183268967254
REI,2020-10-22,0.7269,0.73,0.691,0.696451,251418,0.696451,0.7142236490547321,0.7181078388018096,-0.003884189747077493,0.002450047724384912
REI,2020-10-21,0.69,0.6986,0.6821,0.6940000000000001,29468,0.6940000000000001,0.7174550397919561,0.7198403859059543,-0.00238534611399821,0.0040336070922505135
REI,2020-10-20,0.68,0.69,0.68,0.6845100000000001,67561,0.6845100000000001,0.7217195924814026,0.7219076167784306,-0.00018802429702802212,0.005638345393812694
REI,2020-10-19,0.6979,0.6999,0.69,0.6999,8273,0.6998999999999999,0.7284849729325666,0.7248994261207051,0.003585546811861517,0.007094937816522872
REI,2020-10-16,0.7001,0.721,0.6920000000000001,0.72,69900,0.7199999999999998,0.7336822407384878,0.7268993802103615,0.0067828605281262675,0.00797228556768821
REI,2020-10-15,0.71,0.73,0.70501,0.705122,33991,0.7051219999999998,0.7361699208727583,0.7274513306271904,0.008718590245567981,0.008269641827578694
REI,2020-10-14,0.755,0.755,0.72631,0.7440000000000001,79244,0.7440000000000001,0.741814997395078,0.7292376770773655,0.012577320317712415,0.008157404723081373
REI,2020-10-13,0.7525,0.7699,0.7403,0.7442,32884,0.7441999999999999,0.7414177241941831,0.7280566912435548,0.01336103295062818,0.007052425824423612
REI,2020-10-12,0.83,0.83,0.762,0.762,125270,0.7619999999999998,0.7409118558658526,0.7267652265430392,0.014146629322813409,0.005475274042872442
REI,2020-10-09,0.85,0.8799,0.8476,0.86,489857,0.8599999999999999,0.7370776478414622,0.7239464446664824,0.013131203174979844,0.0033074352228871996
REI,2020-10-08,0.73,0.73,0.71001,0.715,28186,0.7149999999999997,0.7147281292671825,0.713062160239801,0.0016659690273815866,0.0008514932348640382
REI,2020-10-07,0.7006,0.73,0.69,0.71545,14335,0.7154499999999998,0.7146786982248521,0.712907133058985,0.0017715651658670726,0.000647874286734651
REI,2020-10-06,0.715,0.7351,0.715,0.7340000000000001,46440,0.7339999999999999,0.7145384615384615,0.7127037037037037,0.0018347578347577282,0.0003669515669515455
REI,2020-10-05,0.72,0.73,0.711,0.711,40466,0.7109999999999997,0.711,0.711,0.0,0.0
