Symbol,Date,Open,High,Low,Close,Volume,SLS SMA,SLS spanTwelveEMA,SLS spanTwntySixEMA,SLS_x,SLS_y
SLS,2020-11-20,3.06,3.1,3.03,3.09,106872,3.09,2.733185385962504,2.6749744827984467,0.058210903164057186,0.006100222792724608
SLS,2020-11-19,2.82,2.93,2.78,2.8464,64782,2.8464,2.66831000159205,2.6417724414223227,0.026537560169727303,-0.0069274473001085385
SLS,2020-11-18,2.8,2.93,2.8,2.8501,69639,2.8501000000000003,2.635930001881514,2.6254022367361083,0.010527765145405876,-0.015293699167567499
SLS,2020-11-17,2.64,2.78,2.56,2.7312,28227,2.7312000000000007,2.596990002223608,2.6074264156749973,-0.010436413451389459,-0.021749065245810842
SLS,2020-11-16,2.52,2.68,2.52,2.5972,12896,2.5972000000000004,2.572588184446082,2.597524528928997,-0.024936344482915374,-0.024577228194416184
SLS,2020-11-13,2.57,2.575,2.47,2.5,10610,2.500000000000001,2.5681133088908243,2.5975504912433167,-0.029437182352493263,-0.024487449122291494
SLS,2020-11-12,2.54,2.5403,2.5,2.5,20902,2.500000000000001,2.5804975468709737,2.6053545305427828,-0.02485698367180911,-0.023250015814741273
SLS,2020-11-11,2.65,2.65,2.5403,2.6073,6143,2.6073000000000004,2.595133464483878,2.613782892986205,-0.018649428502327314,-0.022848273850474315
SLS,2020-11-10,2.65,2.65,2.5712,2.5906,5765,2.5906000000000007,2.5929213671173104,2.6143015244251018,-0.021380157307791414,-0.023897985187511173
SLS,2020-11-09,2.69,2.7,2.5178,2.69,5547,2.6900000000000013,2.593343433865912,2.61619764637911,-0.022854212513197858,-0.02452744215744111
SLS,2020-11-06,2.68,2.68,2.625,2.6579,1345,2.657900000000001,2.575769512750623,2.610293458089439,-0.034523945338815754,-0.02494574956850192
SLS,2020-11-05,2.5,2.5,2.44,2.4968,1791,2.496800000000001,2.5608366968871,2.6064849347365944,-0.04564823784949379,-0.02255120062592346
SLS,2020-11-04,2.47,2.5101,2.4198,2.4198,3915,2.419800000000001,2.5724797326847546,2.6152597295155213,-0.04277999683076672,-0.016776941320030762
SLS,2020-11-03,2.39,2.44,2.39,2.44,960,2.440000000000001,2.600239684081983,2.6308965078767628,-0.030656823794779964,-0.010276177442346775
SLS,2020-11-02,2.58,2.58,2.43,2.5224,5803,2.5224000000000006,2.629374172096889,2.6461682285069035,-0.016794056410014413,-0.005181015854238476
SLS,2020-10-30,2.59,2.5938,2.59,2.5938,267,2.5938000000000008,2.648824021569051,2.656069686787456,-0.007245665218404973,-0.002277755715294491
SLS,2020-10-29,2.63,2.63,2.54,2.6108,8658,2.6108000000000007,2.65882838912706,2.6610512617304516,-0.0022228726033919344,-0.0010357783395168706
SLS,2020-10-28,2.67,2.6815,2.6204,2.6204,2463,2.6204000000000014,2.6675608235137984,2.6650713626688884,0.0024894608449099738,-0.0007390047735482156
SLS,2020-10-27,2.82,2.82,2.75,2.75,723,2.7500000000000018,2.6761355186981257,2.6686450716823997,0.007490447015726431,-0.0015461211781627629
SLS,2020-10-26,2.69,2.75,2.69,2.7047,6824,2.7047000000000017,2.6627056130068762,2.6621366774169912,0.0005689355898845783,-0.00380526322663495
SLS,2020-10-23,2.74,2.83,2.7,2.7264,10778,2.7264000000000017,2.655070269917217,2.6587316116103508,-0.003661341693133924,-0.004898812930764943
SLS,2020-10-22,2.62,2.63,2.53,2.6,4710,2.6000000000000014,2.6421012280839835,2.6533181405391786,-0.011216912455195072,-0.005208180740172698
SLS,2020-10-21,2.6335,2.65,2.62,2.64,1807,2.640000000000002,2.649755996826526,2.6575835917823127,-0.007827594955786665,-0.0037059978114171045
SLS,2020-10-20,2.59,2.68,2.59,2.625,3220,2.625000000000002,2.6515298144313486,2.6589902791248976,-0.007460464693548995,-0.002675598525324714
SLS,2020-10-19,2.7,2.7022,2.617,2.6188,25054,2.618800000000002,2.6563534170552296,2.6617095014548893,-0.005356084399659178,-0.0014793819832686428
SLS,2020-10-16,2.6,2.7092,2.6,2.7092,1193,2.7092000000000023,2.663181311065272,2.6651422615712805,-0.0019609505060085297,-0.000510206379170898
SLS,2020-10-15,2.6,2.73,2.57,2.57,3080,2.570000000000002,2.654814276713504,2.6616176424969837,-0.00680336578347962,-0.00014752034746149008
SLS,2020-10-14,2.7,2.7262,2.5801,2.6754,10392,2.675400000000002,2.6702350542977773,2.6689470538967415,0.001288000401035383,0.0015164410115430424
SLS,2020-10-13,2.61,2.66,2.61,2.6145,1631,2.6145000000000023,2.669295973261009,2.6684308182084813,0.000865155052528266,0.0015735511641698462
SLS,2020-10-12,2.8,2.8,2.65,2.715,8079,2.7150000000000016,2.6792588774902844,2.67274528366516,0.006513593825124175,0.0017506501920803521
SLS,2020-10-09,2.68,2.68,2.6,2.6647,11742,2.6647000000000016,2.6727604915794263,2.6693649063583726,0.0033955852210536537,0.0005599142838193963
SLS,2020-10-08,2.74,2.8,2.74,2.76,1658,2.7600000000000016,2.6742260355029583,2.6697380988670427,0.0044879366359156245,-0.0001490034504891683
SLS,2020-10-07,2.61,2.65,2.61,2.65,2268,2.650000000000002,2.658630769230769,2.662517146776406,-0.003886377545637032,-0.0013082384720903663
SLS,2020-10-06,2.65,2.66,2.5633,2.625,10689,2.625000000000002,2.6602,2.6635185185185186,-0.0033185185185189425,-0.0006637037037036998
SLS,2020-10-05,2.6,2.69,2.55,2.6666,10685,2.6666000000000025,2.6666,2.6666,0.0,0.0
