Symbol,Date,Open,High,Low,Close,Volume,AEG SMA,AEG spanTwelveEMA,AEG spanTwntySixEMA,AEG_x,AEG_y
AEG,2021-07-08,4.02,4.04,4.02,4.03,68055,4.03,4.146272437302121,4.283839453502643,-0.1375670162005215,-0.13024660135849847
AEG,2021-07-07,4.02,4.04,4.02,4.03,114999,4.03,4.167412880447961,4.304146609782855,-0.1367337293348933,-0.12841649764799268
AEG,2021-07-06,4.11,4.11,4.1,4.1,44813,4.1,4.192397040529409,4.326078338565483,-0.1336812980360742,-0.12633718972626748
AEG,2021-07-06,4.11,4.11,4.1,4.1,44813,4.1,4.209196502443847,4.344164605650722,-0.1349681032068748,-0.12450116264881579
AEG,2021-07-02,4.14,4.15,4.14,4.15,4619,4.15,4.229050411979093,4.363697774102779,-0.1346473621236867,-0.12188442750930104
AEG,2021-07-01,4.155,4.16,4.15,4.16,14478,4.16,4.243423214157109,4.380793596031001,-0.1373703818738922,-0.1186936938557046
AEG,2021-06-30,4.09,4.09,4.09,4.09,14218,4.09,4.258591071276583,4.398457083713481,-0.1398660124368982,-0.11402452185115766
AEG,2021-06-29,4.15,4.155,4.145,4.155,16984,4.155,4.289243993326871,4.42313365041056,-0.1338896570836896,-0.10756414920472253
AEG,2021-06-28,4.21,4.21,4.2,4.2,13566,4.2,4.313651992113575,4.444584342443405,-0.1309323503298305,-0.10098277223498098
AEG,2021-06-25,4.22,4.22,4.21,4.21,14289,4.21,4.334315990679679,4.464151089838878,-0.129835099159199,-0.0934953777112688
AEG,2021-06-24,4.18,4.2,4.18,4.19,19065,4.19,4.3569188980759845,4.484483177025988,-0.1275642789500031,-0.08441044734928624
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909,4.17,4.387267788635255,4.508041831188066,-0.1207740425528118,-0.07362198944910701
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830,4.17,4.426771022932574,4.535085177683111,-0.1083141547505377,-0.06183397617318102
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739,4.221,4.473456663465769,4.56429199189776,-0.0908353284319911,-0.05021393152884183
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444,4.215,4.519357875004999,4.591755351249581,-0.0723974762445811,-0.040058582303054494
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526,4.57,4.574695670460454,4.621895779349547,-0.0472001088890934,-0.03197385881767283
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709,4.48,4.57554942872599,4.62604744169751,-0.05049801297152,-0.02816729629981768
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237,4.5,4.592922052130716,4.637731237033312,-0.0448091849025962,-0.022584617131892096
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431,4.52,4.609816970699937,4.648749735995977,-0.0389327652960398,-0.017028475189216283
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417,4.53,4.626147329009016,4.659049714875655,-0.032902385866639,-0.01155240266251039
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557,4.57,4.64362866155611,4.669373692065707,-0.0257450305095972,-0.0062149068614782196
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132,4.525,4.657015690929948,4.677323587430964,-0.0203078965010155,-0.0013323759494484745
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324,4.56,4.681018543826303,4.68950947442544,-0.0084909305991374,0.003411504188443282
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805,4.61,4.703021915431085,4.699870232379475,0.0031516830516098,0.006387112885338456
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839,4.73,4.71993499096401,4.707059850969833,0.0128751399941764,0.007195970343770609
AEG,2021-06-03,4.74,4.74,4.73,4.7389,13384,4.7389,4.718104989321103,4.70522463904742,0.0128803502736829,0.00577617793116915
AEG,2021-06-02,4.77,4.77,4.77,4.77,12861,4.77,4.714324078288576,4.702530610171213,0.0117934681173625,0.0040001348455407
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.7042011834319535,4.69713305898491,0.0070681244470431,0.0020518015275852266
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.697692307692308,4.693703703703704,0.0039886039886045,0.0007977207977207357
AEG,2021-05-28,4.71,4.71,4.69,4.69,63844,4.69,4.69,4.69,0.0,0.0
