Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-07-08,5.51,5.515,5.4,5.4,19559,5.4,5.883639575058094,6.028088854338402,-0.144449279280308,-0.15667768726343972
EGLX,2021-07-07,5.83,5.93,5.83,5.85,3371,5.85,5.971574043250476,6.078335962685474,-0.106761919434998,-0.15973478925922263
EGLX,2021-07-06,6.21,6.21,6.15,6.17,10238,6.17,5.993678414750562,6.096602839700311,-0.1029244249497489,-0.17297800671527877
EGLX,2021-07-06,6.21,6.21,6.15,6.17,10238,6.17,5.961619944705209,6.090731066876336,-0.1291111221711265,-0.19049140215666122
EGLX,2021-07-02,6.03,6.038,5.91,5.91,5714,5.91,5.923732661924337,6.084389552226442,-0.1606568903021052,-0.20583647215304463
EGLX,2021-07-01,6.01,6.01,6.0,6.0,3854,6.0,5.926229509546944,6.098340716404557,-0.1721112068576129,-0.21713136761577947
EGLX,2021-06-30,6.0,6.07,5.98,6.0223,14766,6.0223,5.912816693100934,6.106207973716922,-0.1933912806159874,-0.2283864078053211
EGLX,2021-06-29,6.22,6.25,6.16,6.25,41409,6.25,5.892910637301105,6.112920611614275,-0.2200099743131698,-0.2371351896026545
EGLX,2021-06-28,5.88,5.94,5.71,5.85,126092,5.85,5.827985298628579,6.101954260543417,-0.2739689619148384,-0.24141649342502566
EGLX,2021-06-25,5.63,5.666,5.61,5.61,3084,5.61,5.823982625651956,6.122110601386891,-0.2981279757349346,-0.23327837630257245
EGLX,2021-06-24,5.78,5.83,5.76,5.76,11675,5.76,5.862888557588676,6.163079449497841,-0.3001908919091658,-0.2170659764444819
EGLX,2021-06-23,5.6056,5.6199,5.5,5.5127,37833,5.5127,5.881595568059344,6.195325805457668,-0.3137302373983237,-0.19628474757831113
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798,5.35,5.94866748952468,6.249935869894282,-0.3012683803696019,-0.16692337512330796
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.057516123983713,6.321930739485825,-0.2644146155021118,-0.13333712381173446
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.166155419253479,6.390885198644691,-0.2247297793912119,-0.10056775088914008
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.27272913184502,6.4557560145362665,-0.1830268826912462,-0.0695272437636221
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.382316246725933,6.518616495699168,-0.1363002489732343,-0.04115233403171606
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.482737382494284,6.573705815355101,-0.0909684328608166,-0.017365355296336486
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.566871452038701,6.618002280583509,-0.0511308285448084,0.0010354140947835648
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.622648079682101,6.646634463030189,-0.0239863833480882,0.014076974754681566
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.699493185078846,6.682365220072604,0.0171279650062423,0.023592814280374012
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.717582855093182,6.688954437678412,0.0286284174147706,0.02520902659890692
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.719216101473761,6.687382792692684,0.0318333087810769,0.024354178894940993
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.684528119923536,6.669573416108099,0.0149547038154373,0.02248439642340701
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.6980786871823605,6.674339289396746,0.0237393977856141,0.024366819575399414
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.73409299394279,6.688286432548486,0.0458065613943041,0.02452367502284572
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.7439280837505695,6.688949347152365,0.0549787365982048,0.019202953429981108
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.701005917159764,6.665665294924554,0.0353406222352097,0.010259007637925173
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.668461538461538,6.648518518518518,0.0199430199430201,0.003988603988604034
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.63,6.63,0.0,0.0
