Symbol,Date,Open,High,Low,Close,Volume,TV SMA,TV spanTwelveEMA,TV spanTwntySixEMA,TV_x,TV_y
TV,2021-03-09,7.74,7.75,7.715,7.74,11022,7.74,7.679100426713582,7.879827323698959,-0.200726896985377,-0.16399413794771633
TV,2021-03-08,7.48,7.48,7.4,7.42,8865,7.42,7.668027777025142,7.891013509594876,-0.2229857325697333,-0.15481094818830113
TV,2021-03-05,7.53,7.53,7.44,7.44,7002,7.44,7.71312373648426,7.928694590362466,-0.2155708538782059,-0.13776725209294308
TV,2021-03-04,7.59,7.59,7.52,7.52,8061,7.52,7.762782597663215,7.9677901575914625,-0.205007559928247,-0.11831635164662734
TV,2021-03-03,7.54,7.55,7.54,7.55,3860,7.55,7.806924888147437,8.00361337019878,-0.1966884820513428,-0.0966435495762224
TV,2021-03-02,7.41,7.45,7.4,7.45,6664,7.45,7.853638504174244,8.039902439814682,-0.1862639356404383,-0.07163231645744228
TV,2021-03-01,7.57,7.57,7.52,7.52,7954,7.52,7.927027323115015,8.087094634999858,-0.1600673118848421,-0.04297441166169328
TV,2021-02-26,7.41,7.43,7.18,7.265,80357,7.265,8.00103229095411,8.132462205799847,-0.1314299148457376,-0.01370118660590584
TV,2021-02-25,7.91,7.91,7.91,7.91,1210,7.91,8.134856343854857,8.201859182263835,-0.0670028384089782,0.015730995454052106
TV,2021-02-24,7.71,7.8,7.71,7.73,14213,7.73,8.175739315464831,8.225207916844942,-0.0494686013801111,0.03641445391980969
TV,2021-02-23,7.79,7.8,7.79,7.79,4516,7.79,8.256782827367527,8.264824550192538,-0.0080417228250109,0.05788521774478989
TV,2021-02-22,8.0,8.0,7.9406,7.9406,7069,7.9406,8.341652432343441,8.302810514207941,0.0388419181354997,0.07436695288724009
TV,2021-02-19,8.22,8.31,8.15,8.18,4452,8.18,8.414571056405885,8.331787355344577,0.0827837010613077,0.08324821157517517
TV,2021-02-18,8.5,8.5,8.5,8.5,3058,8.5,8.457220339388773,8.343930343772143,0.1132899956166291,0.08336433920364203
TV,2021-02-17,8.58,8.63,8.5,8.5,6666,8.5,8.44944221927764,8.331444771273915,0.1179974480037255,0.07588292510039525
TV,2021-02-16,8.53,8.56,8.53,8.56,3737,8.56,8.44024989550994,8.31796035297583,0.1222895425341104,0.06535429437456267
TV,2021-02-16,8.53,8.56,8.53,8.56,3737,8.56,8.418477149239019,8.298597181213895,0.1198799680251241,0.05112048233467573
TV,2021-02-12,8.75,8.75,8.75,8.75,2651,8.75,8.39274572182793,8.277684955711006,0.1150607661169242,0.03393061091206363
TV,2021-02-11,8.79,8.8,8.775,8.775,2493,8.775,8.327790398523918,8.239899752167887,0.0878906463560316,0.013648072110848466
TV,2021-02-10,8.63,8.68,8.63,8.68,3463,8.68,8.246479561891903,8.197091732341317,0.0493878295505858,-0.004912571450447319
TV,2021-02-09,8.43,8.45,8.405,8.43,6734,8.43,8.167657664054067,8.158459070928622,0.0091985931254452,-0.018487671700705612
TV,2021-02-08,8.22,8.32,8.1838,8.32,20520,8.32,8.119959057518443,8.136735796602911,-0.0167767390844684,-0.025409237907243323
TV,2021-02-05,8.13,8.19,8.13,8.15,2780,8.15,8.083587977067252,8.122074660331144,-0.0384866832638923,-0.02756736261293705
TV,2021-02-04,8.05,8.05,8.05,8.05,2218,8.05,8.071513063806751,8.119840633157635,-0.0483275693508833,-0.024837532450198214
TV,2021-02-03,7.96,7.97,7.95,7.97,3092,7.97,8.075424529953432,8.125427883810245,-0.0500033538568125,-0.018965023225026932
TV,2021-02-02,7.95,7.95,7.87,7.88,16679,7.88,8.094592626308602,8.137862114515064,-0.0432694882064623,-0.01120544056708053
TV,2021-02-01,7.73,7.77,7.73,7.76,15812,7.76,8.13360946745562,8.15849108367627,-0.0248816162206484,-0.0031894286572350695
TV,2021-01-29,8.15,8.32,8.15,8.32,10658,8.32,8.201538461538462,8.19037037037037,0.0111680911680913,0.0022336182336182733
TV,2021-01-28,8.18,8.18,8.18,8.18,2617,8.18,8.18,8.18,0.0,0.0
