Symbol,Date,Open,High,Low,Close,Volume,AUY SMA,AUY spanTwelveEMA,AUY spanTwntySixEMA,AUY_x,AUY_y
AUY,2021-03-09,4.42,4.45,4.405,4.45,244510,4.45,4.341240078351332,4.47707520295122,-0.1358351245998879,-0.13617969845673117
AUY,2021-03-08,4.27,4.28,4.2502,4.26,104395,4.26,4.321465547142483,4.479241219187316,-0.1577756720448331,-0.13626584192094177
AUY,2021-03-05,4.29,4.33,4.29,4.3026,244413,4.3026,4.332641101168389,4.496780516722302,-0.1641394155539126,-0.13088838438996894
AUY,2021-03-04,4.19,4.2,4.16,4.192,132764,4.192,4.338103119562642,4.512314958060086,-0.1742118384974444,-0.12257562659898302
AUY,2021-03-03,4.12,4.13,4.09,4.096,185233,4.096,4.364667323119486,4.537940154704893,-0.1732728315854075,-0.10966657362436766
AUY,2021-03-02,4.07,4.09,4.07,4.0852,142821,4.0852,4.413515927323028,4.573295367081284,-0.1597794397582559,-0.0937650091341077
AUY,2021-03-01,4.1,4.15,4.07,4.145,300573,4.145,4.473209732290852,4.612342996447787,-0.1391332641569356,-0.07726140147807063
AUY,2021-02-26,4.2,4.21,4.18,4.2,246738,4.2,4.532884229071007,4.649730436163611,-0.1168462070926041,-0.06179343580835438
AUY,2021-02-25,4.45,4.475,4.4473,4.448,201741,4.448,4.593408634356644,4.6857088710567,-0.0923002367000558,-0.048030242987291916
AUY,2021-02-24,4.42,4.42,4.4,4.4,189393,4.4,4.619846567876034,4.704725580741235,-0.0848790128652012,-0.03696274455910094
AUY,2021-02-23,4.55,4.57,4.52,4.5299,169199,4.5299,4.659818671126222,4.729103627200535,-0.0692849560743127,-0.024983677482575857
AUY,2021-02-22,4.48,4.5,4.43,4.46,347136,4.46,4.683440247694626,4.745039917376578,-0.0615996696819518,-0.013908357834641413
AUY,2021-02-19,4.53,4.54,4.49,4.54,354416,4.54,4.724065747275467,4.767843110766704,-0.0437773634912375,-0.001985529872813801
AUY,2021-02-18,4.59,4.59,4.55,4.5665,105827,4.5665,4.757532246780097,4.786070559628041,-0.0285383128479441,0.008462428531792125
AUY,2021-02-17,4.59,4.61,4.53,4.54,534413,4.54,4.792265382558297,4.803636204398284,-0.0113708218399875,0.017712613876726197
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344,4.74,4.838131815750715,4.824727100750147,0.0134047150005676,0.02498347280590462
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344,4.74,4.855973964069027,4.831505268810159,0.0244686952588679,0.02787816225723887
AUY,2021-02-12,4.87,4.88,4.82,4.8355,229222,4.8355,4.877060139354304,4.838825690314972,0.038234449039332,0.028730529006831595
AUY,2021-02-11,4.94,4.96,4.93,4.96,370568,4.96,4.884616528327815,4.83909174554017,0.0455247827876448,0.02635454899870648
AUY,2021-02-10,4.98,5.0,4.97,4.98,121645,4.98,4.870910442569236,4.829419085183384,0.0414913573858521,0.021561990551471892
AUY,2021-02-09,5.03,5.05,4.99,5.0,211974,5.0,4.851075977581823,4.817372611998055,0.0337033655837686,0.016579648842876816
AUY,2021-02-08,4.97,4.99,4.97,4.98,253605,4.98,4.8239988825967,4.802762420957899,0.0212364616388009,0.012298719657653862
AUY,2021-02-05,4.79,4.8,4.77,4.785,125399,4.785,4.795635043068827,4.788583414634531,0.0070516284342954,0.010064284162367078
AUY,2021-02-04,4.75,4.75,4.7,4.7,323542,4.7,4.797568687263158,4.788870087805293,0.0086985994578654,0.010817448094384993
AUY,2021-02-03,4.86,4.86,4.8173,4.82,127592,4.82,4.815308448583733,4.795979694829716,0.0193287537540163,0.01134716025351488
AUY,2021-02-02,4.84,4.85,4.82,4.82,309018,4.82,4.81445543923532,4.794058070416094,0.0203973688192258,0.009351761878389517
AUY,2021-02-01,4.95,4.96,4.9001,4.9001,584959,4.9001,4.813447337278105,4.791982716049382,0.0214646212287226,0.0065903601431804406
AUY,2021-01-29,4.93,4.95,4.9,4.95,305209,4.95,4.797692307692307,4.783333333333332,0.0143589743589744,0.002871794871794897
AUY,2021-01-28,4.75,4.77,4.7,4.77,323456,4.77,4.77,4.77,0.0,0.0
