Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-08-26,5.87,5.87,5.83,5.83,7045,5.83,6.034668248627388,6.326488952631825,-0.2918207040044374,-0.24692893632819435
HBM,2021-08-25,6.04,6.07,6.04,6.05,14863,6.05,6.071880657468731,6.366208068842371,-0.29432741137364,-0.2357059944091336
HBM,2021-08-24,5.95,6.02,5.95,5.98,45938,5.98,6.075858958826682,6.391504714349761,-0.3156457555230787,-0.22105064016800696
HBM,2021-08-23,5.57,5.64,5.56,5.6,28598,5.6,6.093287860431534,6.424425091497741,-0.331137231066207,-0.19740186132923904
HBM,2021-08-20,5.3,5.3,5.28,5.285,33295,5.285,6.182976562328177,6.490379098817561,-0.3074025364893842,-0.16396801889499701
HBM,2021-08-19,5.63,5.63,5.555,5.56,39186,5.56,6.346245028206027,6.586809426722967,-0.2405643985169394,-0.12810938949640022
HBM,2021-08-18,5.92,5.94,5.87,5.8795,31235,5.8795,6.489198669698033,6.668954180860804,-0.1797555111627709,-0.0999956372412654
HBM,2021-08-17,6.23,6.25,6.17,6.17,34668,6.17,6.600052973279494,6.732110515329668,-0.1320575420501741,-0.08005566876088901
HBM,2021-08-16,6.52,6.52,6.45,6.51,28000,6.51,6.678244422966675,6.777079356556042,-0.0988349335893667,-0.06705520043856772
HBM,2021-08-13,6.63,6.63,6.59,6.6,7404,6.6,6.708834318051525,6.798445705080526,-0.0896113870290005,-0.05911026715086795
HBM,2021-08-12,6.68,6.68,6.65,6.65,14302,6.65,6.728622375879075,6.814321361486968,-0.0856989856078929,-0.051484987181334804
HBM,2021-08-11,6.62,6.71,6.62,6.62,42762,6.62,6.742917353311634,6.827467070405925,-0.0845497170942906,-0.042931487574695275
HBM,2021-08-10,6.35,6.4,6.3,6.4,31858,6.4,6.7652659630046585,6.844064436038399,-0.0787984730337401,-0.03252693019479644
HBM,2021-08-09,6.5,6.52,6.42,6.45,14783,6.45,6.831677956278233,6.879589590921471,-0.0479116346432384,-0.020959044485060516
HBM,2021-08-06,6.78,6.78,6.75,6.75,7115,6.75,6.90107394832882,6.913956758195189,-0.0128828098663689,-0.014220896945516034
HBM,2021-08-05,6.68,6.77,6.68,6.73,34850,6.73,6.92854193893406,6.927073298850804,0.0014686400832566,-0.014555418715302814
HBM,2021-08-04,6.95,6.9527,6.95,6.95,4822,6.95,6.964640473285707,6.942839162758868,0.0218013105268388,-0.01856143341494268
HBM,2021-08-03,6.94,6.94,6.92,6.92,15699,6.92,6.967302377519472,6.942266295779577,0.0250360817398949,-0.028652119400388067
HBM,2021-08-02,7.29,7.29,7.26,7.26,6721,7.26,6.975902809795739,6.944047599441944,0.0318552103537959,-0.04207416968545881
HBM,2021-07-30,7.19,7.21,7.17,7.17,12086,7.17,6.924248775213147,6.9187714073973,0.0054773678158479,-0.06055651469527226
HBM,2021-07-29,7.29,7.385,7.29,7.37,48052,7.37,6.879566734342811,6.898673119989084,-0.0191063856462729,-0.07706498532305209
HBM,2021-07-28,7.05,7.08,7.0,7.0,34539,7.0,6.790397049677868,6.860966969588211,-0.0705699199103433,-0.09155463524224687
HBM,2021-07-27,6.89,6.92,6.84,6.87,37343,6.87,6.752287422346571,6.849844327155268,-0.0975569048086972,-0.09680081407522274
HBM,2021-07-26,6.79,6.85,6.79,6.85,41586,6.85,6.730885135500493,6.84823187332769,-0.117346737827197,-0.0966117913918541
HBM,2021-07-23,6.73,6.7399,6.69,6.73,9975,6.73,6.709227887409674,6.848090423193906,-0.1388625357842317,-0.09142805478301834
HBM,2021-07-22,6.56,6.65,6.56,6.62,20103,6.62,6.705451139665978,6.857537657049418,-0.1520865173834398,-0.07956943453271499
HBM,2021-07-21,6.31,6.41,6.31,6.4,35123,6.4,6.720987710514338,6.876540669613371,-0.1555529590990332,-0.06144016382003378
HBM,2021-07-20,6.0,6.02,5.99,6.01,12049,6.01,6.779349112426036,6.914663923182442,-0.1353148107564052,-0.03791196500028392
HBM,2021-07-19,6.27,6.31,6.1604,6.2,65687,6.2,6.9192307692307695,6.987037037037037,-0.0678062678062678,-0.013561253561253574
HBM,2021-07-16,7.02,7.05,7.02,7.05,15339,7.05,7.05,7.05,0.0,0.0
