Symbol,Date,Open,High,Low,Close,Volume,JFU SMA,JFU spanTwelveEMA,JFU spanTwntySixEMA,JFU_x,JFU_y
JFU,2020-10-16,0.9079999999999999,0.9079999999999999,0.8611,0.8771,117889,0.8771,0.8979234629349707,0.972266041976648,-0.0743425790416774,-0.09243032436235851
JFU,2020-10-15,0.855,0.87,0.8301,0.8507,88874,0.8507,0.9017095471049654,0.9798793253347801,-0.07816977822981452,-0.09695226069252882
JFU,2020-10-14,0.89,0.9042,0.85,0.8673,164638,0.8673,0.9109840102149592,0.9902136713615622,-0.07922966114660313,-0.10164788130820737
JFU,2020-10-13,0.9079,0.915899,0.89,0.8909999999999999,28137,0.8909999999999998,0.91892655752677,1.0000467650704872,-0.0811202075437173,-0.10725243634860845
JFU,2020-10-12,0.92,0.93,0.88,0.9101,113441,0.9101,0.9240041134407281,1.0087705062761259,-0.08476639283539811,-0.11378549354983127
JFU,2020-10-09,0.9390000000000001,0.958,0.92,0.9302,39984,0.9302,0.9265321340663148,1.0166641467782165,-0.0901320127119014,-0.12104026872843963
JFU,2020-10-08,0.96,0.96,0.932,0.9412,35172,0.9412,0.9258652493510994,1.0235812785204734,-0.09771602916937404,-0.12876733273257412
JFU,2020-10-07,0.9603,0.9603,0.932,0.9494809999999999,47654,0.9494809999999998,0.923077112869481,1.0301717808021114,-0.10709466793263034,-0.13653015862337414
JFU,2020-10-06,0.9098,0.924,0.9,0.9081,84534,0.9080999999999998,0.9182764061184776,1.0366270432662803,-0.11835063714780257,-0.14388903129606007
JFU,2020-10-05,0.865,0.89,0.865,0.8807,56090,0.8806999999999997,0.9201266617763828,1.0469092067275827,-0.1267825449511999,-0.1502736298331244
JFU,2020-10-02,0.96,0.96,0.92,0.9299,351943,0.9298999999999996,0.9272951457357252,1.060205943265789,-0.13291079753006418,-0.15614640105360553
JFU,2020-10-01,0.872,0.93,0.872,0.92,158810,0.9199999999999996,0.9268215358694932,1.0706304187270526,-0.14380888285755922,-0.16195530193449093
JFU,2020-09-30,0.99,1.01,0.9289,0.9857,734917,0.9856999999999996,0.928061815118492,1.0826808522252171,-0.15461903710672487,-0.1664919067037238
JFU,2020-09-29,0.8591,0.8798,0.823,0.8601,58970,0.8600999999999994,0.917582145140036,1.090439320403234,-0.172857175263198,-0.16946012410297343
JFU,2020-09-28,0.8453,0.858,0.812,0.8497,57774,0.8496999999999996,0.9280334442564062,1.1088664660354928,-0.1808330217790868,-0.16861086131291725
JFU,2020-09-25,0.79,0.85,0.775,0.8,60600,0.7999999999999997,0.942275888666662,1.1295997833183324,-0.18732389465167051,-0.16555532119637492
JFU,2020-09-24,0.78,0.78,0.72,0.7431,376783,0.7430999999999996,0.9681442320606004,1.155967765983799,-0.18782353392319864,-0.16011317783255102
JFU,2020-09-23,0.872,0.88,0.86,0.875051,59314,0.8750509999999997,1.0090613651625278,1.188997187262503,-0.17993582209997516,-0.1531855888098891
JFU,2020-09-22,0.8715,0.8779,0.862,0.8696,25684,0.8695999999999997,1.0334268861011693,1.2141128822435032,-0.18068599614233394,-0.1464980304873676
JFU,2020-09-21,0.89,0.91,0.8561,0.8739,145961,0.8738999999999996,1.063213592665018,1.2416739128229834,-0.1784603201579653,-0.137951039073626
JFU,2020-09-18,0.91,0.9372,0.905,0.9062,138041,0.9061999999999996,1.0976342458768398,1.271095825848822,-0.1734615799719823,-0.1278237188025411
JFU,2020-09-17,0.9197,0.9197,0.89,0.9079999999999999,79131,0.9079999999999996,1.1324404723999015,1.300287491916728,-0.16784701951682646,-0.11641425351018078
JFU,2020-09-16,0.91,0.929,0.8904,0.9055,131558,0.9054999999999996,1.1732478310180654,1.3316704912700659,-0.1584226602520007,-0.10355606200851936
JFU,2020-09-15,0.9,0.9162,0.885101,0.9074,127122,0.9073999999999997,1.2219292548395315,1.3657641305716717,-0.1438348757321397,-0.08983941244764906
JFU,2020-09-14,0.9435,0.99,0.94,0.9852,279615,0.9851999999999994,1.279116392083083,1.402433261017405,-0.12331686893432205,-0.07634054662652628
JFU,2020-09-11,1.26,1.28,1.0,1.11,2553127,1.1099999999999994,1.3325557360981892,1.4358119218987977,-0.10325618580060823,-0.06459646604957733
JFU,2020-09-10,1.33,1.33,1.2726,1.3,77019,1.2999999999999992,1.3730204153887688,1.4618768756507012,-0.08885646026193217,-0.054931536111819536
JFU,2020-09-09,1.26,1.26,1.22,1.2236,26387,1.2235999999999991,1.3862968545503636,1.4748270257027574,-0.08853017115239381,-0.04645030507429132
JFU,2020-09-08,1.22,1.23,1.2,1.215,33995,1.2149999999999992,1.4158781008322476,1.494925187758978,-0.07904708692673035,-0.0359303385547657
JFU,2020-09-08,1.22,1.23,1.2,1.215,33995,1.2149999999999992,1.4524013918926562,1.5173192027796962,-0.06491781088704007,-0.02515115146177454
JFU,2020-09-04,1.29,1.3,1.27,1.27,69619,1.2699999999999994,1.4955652813276843,1.5415047390020715,-0.04593945767438723,-0.01520948660545815
JFU,2020-09-03,1.39,1.39,1.35,1.37,45891,1.3699999999999997,1.5365771506599908,1.5632251181222376,-0.026647967462246847,-0.0075269938382258785
JFU,2020-09-02,1.47,1.49,1.46,1.465,75227,1.465,1.5668639053254436,1.5786831275720166,-0.011819222246572949,-0.0027467504322206348
JFU,2020-09-01,1.56,1.564,1.545,1.56,10890,1.5599999999999998,1.5853846153846154,1.5877777777777782,-0.0023931623931625623,-0.00047863247863255687
JFU,2020-08-31,1.62,1.65,1.56,1.59,65100,1.59,1.59,1.59,0.0,0.0
