Symbol,Date,Open,High,Low,Close,Volume
RIOT,2020-10-16,3.37,3.37,3.25,3.3167,660746
RIOT,2020-10-15,3.1758,3.2352,3.0757,3.195,517524
RIOT,2020-10-14,3.33,3.49,3.32,3.48,761475
RIOT,2020-10-13,3.46,3.47,3.22,3.31,1469632
RIOT,2020-10-12,3.18,3.37,3.16,3.37,2352563
RIOT,2020-10-09,3.15,3.15,3.03,3.066,1390311
RIOT,2020-10-08,2.77,2.83,2.725,2.75,973266
RIOT,2020-10-07,2.57,2.63,2.5473,2.59,322261
RIOT,2020-10-06,2.66,2.67,2.6,2.6454,221653
RIOT,2020-10-05,2.63,2.65,2.57,2.6172,281007
RIOT,2020-10-02,2.53,2.61,2.5,2.585,646365
RIOT,2020-10-01,2.71,2.74,2.6819,2.72,253742
RIOT,2020-09-30,2.73,2.7567,2.675,2.74,166000
RIOT,2020-09-29,2.7,2.7319,2.66,2.72,249781
RIOT,2020-09-28,2.79,2.79,2.71,2.75,519037
RIOT,2020-09-25,2.66,2.6943,2.6,2.6602,374956
