Symbol,Date,Open,High,Low,Close,Volume,LIVX SMA,LIVX spanTwelveEMA,LIVX spanTwntySixEMA,LIVX_x,LIVX_y
LIVX,2020-10-16,2.32,2.34,2.26,2.2953,53958,2.2953,2.3442748767555903,2.4516890246765395,-0.10741414792094917,-0.0910076918115499
LIVX,2020-10-15,2.26,2.28,2.21,2.25,47144,2.25,2.353179399802061,2.4642001466506627,-0.11102074684860153,-0.08690607778420008
LIVX,2020-10-14,2.34,2.34,2.27,2.27,71694,2.27,2.371939290675163,2.481336158382716,-0.1093968677075532,-0.08087741051809971
LIVX,2020-10-13,2.24,2.265,2.205,2.225,48927,2.224999999999999,2.390473707161556,2.4982430510533336,-0.1077693438917775,-0.07374754622073634
LIVX,2020-10-12,2.36,2.36,2.3,2.3119,45413,2.311899999999999,2.4205598357363844,2.5201024951376,-0.09954265940121544,-0.06524209680297605
LIVX,2020-10-09,2.2,2.29,2.2,2.2769999999999997,135547,2.2769999999999992,2.4403161695066355,2.536758694748608,-0.09644252524197183,-0.0566669561534162
LIVX,2020-10-08,2.28,2.28,2.19,2.2256,125378,2.2256,2.4700100185078417,2.5575393903284964,-0.08752937182065422,-0.046723063881277185
LIVX,2020-10-07,2.35,2.3775,2.28,2.345,46508,2.345,2.514448203691086,2.584094541554776,-0.06964633786369001,-0.03652148689643281
LIVX,2020-10-06,2.35,2.365,2.32,2.3421,46479,2.342099999999999,2.545256967998556,2.603222104879158,-0.057965136880601786,-0.028240274154618508
LIVX,2020-10-05,2.42,2.42,2.36,2.4059,55589,2.4058999999999995,2.5821945985437478,2.6241118732694906,-0.04191727472574236,-0.020809058473122685
LIVX,2020-10-02,2.47,2.49,2.4201,2.46,44124,2.46,2.614248161915339,2.64156882313105,-0.027320661215711084,-0.015532004409967652
LIVX,2020-10-01,2.61,2.61,2.52,2.555,50858,2.5550000000000006,2.6422932822635823,2.6560943289815344,-0.013801046717951682,-0.012584840208531794
LIVX,2020-09-30,2.63,2.69,2.6,2.66,26155,2.6600000000000006,2.658164788129688,2.664181875300057,-0.00601708717036864,-0.012280788581176712
LIVX,2020-09-29,2.73,2.7348,2.65,2.665,19394,2.665000000000001,2.6578311132441765,2.6645164253240607,-0.006685312079884653,-0.013846713933878619
LIVX,2020-09-28,2.7,2.7226,2.62,2.6578,55515,2.657800000000001,2.6565276792885717,2.664477739349986,-0.007950060061413744,-0.01563706439737722
LIVX,2020-09-25,2.66,2.6653,2.56,2.605,44125,2.6050000000000004,2.6562963482501303,2.6650119584979852,-0.0087156102478545,-0.01755881548136798
LIVX,2020-09-24,2.59,2.61,2.45,2.5499,59218,2.5499000000000005,2.6656229570228813,2.669812915177824,-0.004189958154942275,-0.019769616789746237
LIVX,2020-09-23,2.85,2.85,2.7219,2.7219,63694,2.7219000000000007,2.6866634946634047,2.6794059483920494,0.007257546271355775,-0.02366453144844712
LIVX,2020-09-22,2.7738,2.8149,2.6789,2.7389,62271,2.738900000000001,2.6802568573294785,2.676006424263413,0.00425043306606554,-0.03139505087839773
LIVX,2020-09-21,2.92,3.015,2.81,2.835,185546,2.835,2.66959446775302,2.670974938204486,-0.0013804704514659427,-0.04030642186451354
LIVX,2020-09-18,2.87,2.89,2.75,2.85,137770,2.8500000000000005,2.6395207346172054,2.6578529332608447,-0.01833219864363933,-0.050037909717775435
LIVX,2020-09-17,2.72,2.73,2.62,2.68,52652,2.680000000000001,2.601251777274879,2.6424811679217117,-0.04122939064683306,-0.05796433748630946
LIVX,2020-09-16,2.7,2.7002,2.5253,2.59,144443,2.5900000000000007,2.5869339185975844,2.639479661355449,-0.05254574275786483,-0.06214807419617867
LIVX,2020-09-15,2.68,2.7203,2.6297,2.64,58735,2.640000000000001,2.5863764492516905,2.643438034263885,-0.05706158501219472,-0.06454865705575713
LIVX,2020-09-14,2.6,2.63,2.47,2.63,101144,2.630000000000001,2.576626712751998,2.643713077004996,-0.06708636425299819,-0.06642042506664785
LIVX,2020-09-11,2.56,2.61,2.54,2.56,28090,2.5600000000000014,2.5669224787069065,2.644810123165396,-0.07788764445848928,-0.06625394027006026
LIVX,2020-09-10,2.59,2.635,2.5647,2.5989999999999998,44032,2.5990000000000006,2.5681811111990718,2.651594933018627,-0.0834138218195557,-0.0633455142229529
LIVX,2020-09-09,2.5,2.5698,2.46,2.515,65127,2.515000000000001,2.56257767687163,2.6558025276601165,-0.09322485078848697,-0.0583284373238023
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409500000000001,2.5712281635755625,2.6670667298729263,-0.09583856629736376,-0.04960433395763124
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409500000000001,2.600633284225665,2.6876720682627604,-0.08703878403709543,-0.03804577587269811
LIVX,2020-09-04,2.4,2.4,2.261,2.27,76108,2.270000000000001,2.635384790448513,2.7099258337237813,-0.07454104327526777,-0.025797523831598786
LIVX,2020-09-03,2.55,2.56,2.41,2.4775,111926,2.4775000000000005,2.70181838871188,2.745119900421684,-0.0433015117098039,-0.013611643970681426
LIVX,2020-09-02,2.72,2.72,2.56,2.575,78107,2.575,2.7426035502958577,2.7665294924554185,-0.023925942159560787,-0.006189177035900695
LIVX,2020-09-01,2.73,2.77,2.6691,2.68,102263,2.6800000000000006,2.7730769230769234,2.781851851851852,-0.008774928774928803,-0.0017549857549856718
LIVX,2020-08-31,2.78,2.83,2.76,2.79,30128,2.7900000000000005,2.79,2.79,0.0,0.0
