Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-04-08,4.31,4.31,4.29,4.29,22945,4.29,4.41627202244417,4.468967184953461,-0.0526951625092904,-0.030824240107535546
OPK,2021-04-07,4.38,4.38,4.315,4.315,79779,4.315,4.439230571979474,4.4832845597497375,-0.0440539877702637,-0.02535650950709683
OPK,2021-04-06,4.5,4.51,4.5,4.5,16151,4.5,4.461817948703015,4.496747324529717,-0.0349293758267021,-0.020682139941305112
OPK,2021-04-05,4.46,4.46,4.42,4.435,73858,4.435,4.454875757558108,4.496487110492095,-0.0416113529339865,-0.01712033096995584
OPK,2021-04-05,4.46,4.46,4.42,4.435,73858,4.435,4.458489531659582,4.501406079331463,-0.0429165476718802,-0.010997575478948161
OPK,2021-04-01,4.36,4.3792,4.33,4.34,27990,4.34,4.462760355597688,4.506718565677979,-0.0439582100802917,-0.0030178324307149175
OPK,2021-03-31,4.22,4.24,4.22,4.23,45541,4.23,4.485080420251813,4.520056050932217,-0.0349756306804041,0.007217261981679296
OPK,2021-03-30,4.26,4.26,4.21,4.2315,49929,4.2315,4.531458678479415,4.5432605350067945,-0.0118018565273798,0.017765485147200145
OPK,2021-03-29,4.46,4.46,4.44,4.45,28647,4.45,4.585996620021127,4.5682013778073385,0.0177952422137881,0.025157320565845145
OPK,2021-03-26,4.657,4.68,4.62,4.625,77600,4.625,4.610723278206786,4.577657488031925,0.0330657901748603,0.026997840153859396
OPK,2021-03-25,4.28,4.29,4.25,4.29,92758,4.29,4.60812751060802,4.57387008707448,0.03425742353354,0.025480852648609158
OPK,2021-03-24,4.74,4.74,4.7201,4.73,17089,4.73,4.665968876173114,4.596579694040438,0.0693891821326762,0.02328670992737645
OPK,2021-03-23,4.92,4.92,4.87,4.885,37974,4.885,4.654326853659135,4.585906069563673,0.068420784095462,0.011761091876051507
OPK,2021-03-22,4.9,4.95,4.9,4.9499,63700,4.9499,4.612386281597159,4.561978555128766,0.0504077264683928,-0.002403831178801127
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.55102015097846,4.530944839539067,0.0200753114393936,-0.015606720590599626
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.533023814792726,4.521420426702192,0.0116033880905339,-0.024527228598097948
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.489937235664131,4.501534060838367,-0.0115968251742355,-0.03355988277025592
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.475362187603064,4.496048785705436,-0.0206865981023716,-0.039050647169261016
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.432700767167258,4.47893268856187,-0.0462319213946118,-0.04364165943598336
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.416828179379487,4.47564730364682,-0.058819124267333,-0.04299409394632624
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.43443330290303,4.488099087938565,-0.0536657850355348,-0.03903783636607453
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.450075721612672,4.499275014973651,-0.0491992933609788,-0.035380849198709444
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.433725852814976,4.496017016171543,-0.0622911633565674,-0.0319262381581421
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.430766916963154,4.499698377465267,-0.0689314605021129,-0.02433500685853575
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.4711972655019085,4.523002247662488,-0.0518049821605792,-0.013185893447641445
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.529596768320437,4.552842427475486,-0.0232456591550489,-0.003531121269406988
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.580432544378699,4.577069821673525,0.003362722705174,0.001397513202003502
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.5820384615384615,4.577507407407407,0.0045310541310543,0.0009062108262108738
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.5733,4.5733,0.0,0.0
