Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-04-08,5.16,5.16,5.16,5.16,3880,5.16,5.225098809552591,5.141974107493356,0.0831247020592353,0.06815293389503521
TCDA,2021-04-07,5.26,5.28,5.2,5.226,13736,5.226,5.236934956743972,5.140532036092824,0.0964029206511476,0.06440999185398516
TCDA,2021-04-06,5.37,5.4,5.37,5.4,4396,5.4,5.238923130697421,5.13369459898025,0.105228531717171,0.05641175965469454
TCDA,2021-04-05,5.3735,5.48,5.3735,5.44,9214,5.44,5.209636427187861,5.1123901668986695,0.0972462602891912,0.044207566639075414
TCDA,2021-04-05,5.3735,5.48,5.3735,5.44,9214,5.44,5.167752141222017,5.086181380250562,0.0815707609714548,0.030947893226546452
TCDA,2021-04-01,5.33,5.33,5.33,5.33,3109,5.33,5.118252530535111,5.057875890670608,0.0603766398645033,0.018292176290319342
TCDA,2021-03-31,5.14,5.15,5.1,5.15,4304,5.15,5.079752990632404,5.036105961924256,0.0436470287081478,0.007771060396773334
TCDA,2021-03-30,5.25,5.25,5.15,5.175,8764,5.175,5.066980807111023,5.026994438878196,0.0399863682328263,-0.0011979316810702967
TCDA,2021-03-29,5.28,5.32,5.28,5.32,26863,5.32,5.047340953858481,5.015153993988452,0.032186959870029,-0.01149400665954467
TCDA,2021-03-26,5.17,5.31,5.16,5.26,24486,5.26,4.99776658183275,4.990766313507529,0.0070002683252212,-0.022414248291938103
TCDA,2021-03-25,4.81,4.87,4.73,4.73,13371,4.73,4.950087778529614,4.969227618588132,-0.0191398400585178,-0.029767877446227945
TCDA,2021-03-24,5.05,5.05,5.05,5.05,3253,5.05,4.990103738262271,4.988365828075182,0.0017379101870895,-0.03242488679315546
TCDA,2021-03-23,5.05,5.05,4.9,4.91,8544,4.91,4.979213508855412,4.983435094321196,-0.0042215854657845,-0.04096558603821671
TCDA,2021-03-22,5.37,5.375,5.37,5.375,3787,5.375,4.99179778319276,4.989309901866892,0.0024878813258677,-0.05015158618132475
TCDA,2021-03-19,5.09,5.09,5.035,5.05,94513,5.05,4.922124652864171,4.958454694016243,-0.0363300411520723,-0.06331145305812287
TCDA,2021-03-18,5.01,5.01,4.96,5.0,3211,5.0,4.898874589748566,4.951131069537542,-0.0522564797889764,-0.07005680603463549
TCDA,2021-03-17,4.81,4.82,4.8,4.82,5275,4.82,4.880488151521033,4.947221555100546,-0.066733403579513,-0.07450688759605026
TCDA,2021-03-16,5.09,5.09,5.021,5.021,4325,5.021,4.891485997252129,4.957399279508589,-0.06591328225646,-0.07645025860018455
TCDA,2021-03-15,4.875,4.89,4.86,4.89,6557,4.89,4.8679379967525165,4.952311221869276,-0.0843732251167592,-0.07908450268611565
TCDA,2021-03-12,4.9,4.9,4.85,4.85,3142,4.85,4.863926723434792,4.957296119618818,-0.093369396184026,-0.07776232207845475
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,4.866458854968391,4.965879809188324,-0.0994209542199326,-0.07386055355206192
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,4.871269555871735,4.975950193923389,-0.1046806380516542,-0.06747045338509422
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,4.902409475121141,4.998026209437261,-0.0956167343161196,-0.0581679072184542
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,4.888302106961349,4.999468306192242,-0.1111661992308929,-0.04880570044403784
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,4.922538853681594,5.023425770687621,-0.1008869170060267,-0.03321557574732405
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,5.010273190714611,5.07009983234263,-0.0598266416280193,-0.016297740432648384
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,5.1012319526627214,5.114907818930041,-0.0136758662673193,-0.005415515133805649
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,5.097692307692308,5.114444444444445,-0.016752136752137,-0.003350427350427232
TCDA,2021-03-01,5.23,5.23,5.12,5.13,24258,5.13,5.13,5.13,0.0,0.0
