Symbol,Date,Open,High,Low,Close,Volume,RUBY SMA,RUBY spanTwelveEMA,RUBY spanTwntySixEMA,RUBY_x,RUBY_y
RUBY,2020-12-08,7.55,7.7932,7.55,7.69,25327,7.69,6.615928091212792,6.011596065928909,0.6043320252838821,0.4669450393034756
RUBY,2020-12-07,7.13,7.19,7.13,7.155,5452,7.155,6.420642289615118,5.877323751203224,0.5433185384118939,0.4325982928083737
RUBY,2020-12-04,6.82,7.0,6.65,6.925,3721,6.925,6.287122705908775,5.7751096512994815,0.5120130546092936,0.40491823140749367
RUBY,2020-12-03,6.59,6.79,6.59,6.79,8893,6.79,6.171145016074008,5.6831184234034415,0.4880265926705665,0.3781445256070437
RUBY,2020-12-02,6.54,6.54,6.3005,6.345,7703,6.345,6.058625928087463,5.5945678972757165,0.4640580308117484,0.35067400884116295
RUBY,2020-12-01,6.25,6.39,6.24,6.35,8854,6.3500000000000005,6.006557915012458,5.534533329057774,0.4720245859546841,0.32232800334851697
RUBY,2020-11-30,6.91,6.91,6.6608,6.6608,16229,6.6608,5.944113899560176,5.469295995382393,0.4748179041777823,0.2849038576969752
RUBY,2020-11-27,6.61,6.78,6.57,6.73,13490,6.73,5.813807335843844,5.373975675012987,0.4398316608308592,0.23742534607677315
RUBY,2020-11-27,6.61,6.78,6.57,6.73,13490,6.73,5.6472268514518165,5.2654937290140245,0.38173312243779206,0.18682376738825207
RUBY,2020-11-25,6.44,6.47,6.4,6.46,4028,6.460000000000001,5.4503590062612375,5.148333227335146,0.3020257789260912,0.13809642862586707
RUBY,2020-11-24,5.99,6.16,5.9301,6.1,9574,6.1000000000000005,5.266787916490554,5.043399885521958,0.2233880309685956,0.09711409105081104
RUBY,2020-11-23,5.6,5.76,5.56,5.76,25895,5.76,5.115294810397927,4.958871876363713,0.1564229340342127,0.06554560607136489
RUBY,2020-11-20,5.37,5.37,5.2648,5.31,12225,5.3100000000000005,4.998075685015731,4.894781626472812,0.10329405854292073,0.042826274080652704
RUBY,2020-11-19,5.23,5.263999999999999,5.01,5.21,5971,5.21,4.941362173200411,4.861564156590637,0.07979801660977515,0.027709327965086142
RUBY,2020-11-18,5.28,5.33,5.18,5.28,25399,5.28,4.892518931964124,4.833689289117888,0.05882964284623515,0.014687155803914113
RUBY,2020-11-17,4.98,5.0,4.9238,4.94,7664,4.94,4.822067828684872,4.797984432247318,0.024083396437553084,0.00365153404333385
RUBY,2020-11-16,5.04,5.1013,4.935,4.935,44613,4.935,4.8006256157184835,4.786623186827104,0.014002428891380704,-0.0014564315552211809
RUBY,2020-11-13,4.94,5.0469,4.86,4.97,87574,4.97,4.776193909485482,4.774753041773272,0.001440867712210192,-0.005321146666871429
RUBY,2020-11-12,4.7,4.815,4.5985,4.5985,3093,4.5985000000000005,4.740956438482842,4.759133285115133,-0.01817684663229091,-0.0070116502616416115
RUBY,2020-11-11,4.8,4.82,4.755,4.82,2676,4.820000000000002,4.7668576091160855,4.771983947924344,-0.005126338808258525,-0.004220351168979286
RUBY,2020-11-10,4.76,4.81,4.64,4.64,17730,4.6400000000000015,4.7571953562281015,4.768142663758292,-0.01094730753019135,-0.003993854259159477
RUBY,2020-11-09,5.07,5.2373,4.7401,4.9401,42346,4.940100000000002,4.778503602815029,4.778394076858955,0.00010952595607260918,-0.0022554909414017293
RUBY,2020-11-06,4.57,4.619,4.51,4.619,1337,4.6190000000000015,4.749122439690487,4.765457603007672,-0.01633516331718443,-0.0028467451657705357
RUBY,2020-11-05,4.82,4.89,4.64,4.64,3813,4.6400000000000015,4.772781065088758,4.777174211248286,-0.004393146159528349,0.0005253593720829387
RUBY,2020-11-04,4.91,5.17,4.77,4.89,62702,4.8900000000000015,4.796923076923077,4.7881481481481485,0.008774928774928803,0.0017549857549857607
RUBY,2020-11-03,4.73,4.83,4.61,4.78,16497,4.780000000000002,4.78,4.78,0.0,0.0
