Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA,ABUS spanTwelveEMA,ABUS spanTwntySixEMA,ABUS_x,ABUS_y
ABUS,2020-12-08,3.95,3.9524,3.83,3.84,366754,3.84,3.927240499356537,3.6699690692253744,0.2572714301311625,0.28328620538437377
ABUS,2020-12-07,4.03,4.03,3.92,4.0,238492,4.0,3.9431024083304527,3.6563665947634036,0.2867358135670486,0.2897898991976766
ABUS,2020-12-04,3.98,4.02,3.8,3.855,453909,3.855,3.9327573916632623,3.628875922344476,0.3038814693187861,0.2905534206053335
ABUS,2020-12-03,4.03,4.09,3.965,4.0,242305,4.0,3.9468950992384015,3.6107859961320345,0.3361091031063665,0.28722140842697036
ABUS,2020-12-02,4.09,4.1,3.88,4.005,737563,4.004999999999999,3.937239662736293,3.5796488758225973,0.3575907869136952,0.27499948475712116
ABUS,2020-12-01,4.85,4.9,4.71,4.7330000000000005,1011360,4.7330000000000005,3.924919601415618,3.545620785888405,0.3792988155272128,0.25435165921797753
ABUS,2020-11-30,4.89,4.9,4.57,4.6599,1307547,4.6599,3.7779958925820942,3.450630448759478,0.32736544382261634,0.22311487014066872
ABUS,2020-11-27,4.0,4.15,3.95,4.095,955629,4.094999999999999,3.617649691233384,3.353888884660236,0.2637608065731478,0.1970522267201818
ABUS,2020-11-27,4.0,4.15,3.95,4.095,955629,4.094999999999998,3.5308587260030904,3.294599995433056,0.23625873057003502,0.18037508175694028
ABUS,2020-11-25,3.61,3.75,3.61,3.71,312458,3.709999999999998,3.4282875852763794,3.2305679950677,0.1977195902086799,0.1664041695536667
ABUS,2020-11-24,3.6981,3.8664,3.63,3.66,549266,3.6599999999999984,3.3770671462357216,3.1922134346731164,0.1848537115626061,0.15857531438991346
ABUS,2020-11-23,3.44,3.5,3.405,3.4411,337852,3.4410999999999987,3.3256248091876714,3.154790509446965,0.17083429974070666,0.15200571509674052
ABUS,2020-11-20,3.36,3.395,3.32,3.3314,142444,3.331399999999999,3.3046293199490666,3.1318857502027218,0.17274356974634486,0.14729856893574897
ABUS,2020-11-19,3.43,3.46,3.23,3.23,337981,3.229999999999998,3.299761923576169,3.1159246102189395,0.18383731335723,0.1409373187331
ABUS,2020-11-18,3.58,3.675,3.58,3.59,225385,3.5899999999999985,3.312445909680928,3.1067985790364547,0.2056473306444726,0.13021232007706762
ABUS,2020-11-17,3.63,3.7,3.41,3.49,566306,3.4899999999999984,3.2619815296229135,3.0681424653593714,0.19383906426354305,0.11135356743521624
ABUS,2020-11-16,3.98,4.14,3.81,3.82,1763236,3.82,3.220523625917989,3.0343938625881206,0.1861297633298684,0.09073219322813475
ABUS,2020-11-13,3.56,3.5698,3.43,3.46,375598,3.459999999999998,3.111527921539442,2.97154537159517,0.13998254994427173,0.06688280070270133
ABUS,2020-11-12,3.62,3.75,3.46,3.52,692777,3.5199999999999987,3.0481693618193404,2.932469001322784,0.11570036049655652,0.04860786339230873
ABUS,2020-11-11,3.27,3.2899,3.23,3.275,123294,3.274999999999998,2.9623819730592205,2.885466521428607,0.07691545163061297,0.03183473911624678
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,3.159999999999999,2.90554233179726,2.854303843142896,0.0512384886543642,0.020564560987655113
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,2.9909999999999988,2.8592773012149437,2.829848150594328,0.029429150620615907,0.012896079070977954
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,2.8149999999999986,2.8353277196176605,2.8169560026418727,0.01837171697578732,0.008762811183568463
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,2.949999999999999,2.839023668639053,2.817112482853223,0.021911185785830508,0.006360584735513637
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,2.9499999999999984,2.818846153846154,2.806481481481481,0.012364672364672645,0.0024729344729345296
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,2.794999999999998,2.795,2.795,0.0,0.0
