Symbol,Date,Open,High,Low,Close,Volume,LXRX SMA,LXRX spanTwelveEMA,LXRX spanTwntySixEMA,LXRX_x,LXRX_y
LXRX,2020-12-08,2.35,2.72,2.21,2.6616,20775470,2.6616,1.715720848358702,1.5318101364997376,0.18391071185896424,0.12185973505024228
LXRX,2020-12-07,1.6,1.65,1.585,1.64,210301,1.6399999999999997,1.5437428207875568,1.4414269474197166,0.1023158733678402,0.10634699084806173
LXRX,2020-12-04,1.53,1.59,1.52,1.5701,268307,1.5700999999999998,1.5262415154762037,1.425541103213294,0.1007004122629096,0.10735477021811712
LXRX,2020-12-03,1.56,1.57,1.53,1.57,98423,1.5699999999999998,1.518267245562786,1.4139763914703571,0.10429085409242878,0.109018359706919
LXRX,2020-12-02,1.48,1.53,1.44,1.5,302389,1.4999999999999998,1.5088612902105651,1.4014945027879857,0.10736678742257943,0.11020023611054156
LXRX,2020-12-01,1.54,1.56,1.52,1.5316,253625,1.5316,1.5104724338852134,1.3936140630110243,0.11685837087418882,0.11090859828253208
LXRX,2020-11-30,1.59,1.62,1.57,1.5786,320383,1.5785999999999998,1.5066310582279794,1.3825751880519064,0.12405587017607302,0.10942115513461784
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.6217999999999997,1.493545796087612,1.3668932030960588,0.12665259299155318,0.10576247637425404
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.6218,1.4702268499217237,1.3465006593437434,0.12372619057798008,0.10053994721992925
LXRX,2020-11-25,1.62,1.64,1.55,1.6,408000,1.6,1.4426680953620368,1.3244767120912428,0.11819138327079393,0.09474338638041647
LXRX,2020-11-24,1.48,1.49,1.45,1.46,207275,1.46,1.4140622945187706,1.3024348490585422,0.1116274454602284,0.08888138715782211
LXRX,2020-11-23,1.49,1.5,1.44,1.4534,384289,1.4534000000000002,1.4057099844312744,1.2898296369832256,0.11588034744804875,0.08319487258222052
LXRX,2020-11-20,1.53,1.56,1.48,1.5019999999999998,384058,1.5019999999999998,1.397039072509688,1.2767440079418837,0.12029506456780448,0.07502350386576347
LXRX,2020-11-19,1.57,1.58,1.49,1.51,764881,1.5100000000000002,1.3779552675114493,1.2587235285772342,0.119231738934215,0.06370561369025327
LXRX,2020-11-18,1.8,1.815,1.65,1.65,2690293,1.65,1.3539471343317129,1.238621410863413,0.1153257234682996,0.04982408237926282
LXRX,2020-11-17,2.25,2.38,1.88,1.95,36859392,1.95,1.3001193405738425,1.2057111237324858,0.09440821684135624,0.03344867210700356
LXRX,2020-11-16,1.28,1.31,1.27,1.285,77966,1.2850000000000004,1.1819592206781773,1.146168013631085,0.03579120704709226,0.018208785923415266
LXRX,2020-11-13,1.23,1.23,1.19,1.2101,72206,1.2101000000000004,1.1632245335287548,1.1350614547215718,0.02816307880718316,0.013813180642496014
LXRX,2020-11-12,1.25,1.26,1.23,1.23,51671,1.2300000000000002,1.154701721443074,1.1290583710992976,0.02564335034377652,0.010225706101324283
LXRX,2020-11-11,1.29,1.29,1.225,1.235,151521,1.2350000000000003,1.141011125341815,1.1209830407872414,0.0200280845545735,0.00637129504071128
LXRX,2020-11-10,1.17,1.23,1.1666,1.2234,162467,1.2234,1.1239222390403267,1.111861684050221,0.012060554990106056,0.0029570976622457236
LXRX,2020-11-09,1.03,1.14,1.03,1.14,241796,1.14,1.1058353734112951,1.1029386187742385,0.002896754637056853,0.0006812333302806963
LXRX,2020-11-06,1.11,1.1245,1.069,1.09,107673,1.09,1.09962362312244,1.0999737082761776,-0.0003500851537376892,0.00012735300358671255
LXRX,2020-11-05,1.11,1.13,1.08,1.1,50088,1.1000000000000003,1.1013733727810653,1.1007716049382716,0.0006017678427936435,0.00024671254291775747
LXRX,2020-11-04,1.1,1.13,1.1,1.11,37729,1.1100000000000003,1.101623076923077,1.100833333333333,0.0007897435897437077,0.00015794871794878597
LXRX,2020-11-03,1.06,1.11,1.06,1.1001,165520,1.1001000000000003,1.1001,1.1001,0.0,0.0
