Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-04-06,2.03,2.04,2.03,2.03,16055,2.03,2.107783247977329,2.255426555296168,-0.1476433073188388,-0.1891017372800948
AGRX,2021-04-05,2.21,2.21,2.19,2.1977,27353,2.1977,2.12192565670048,2.273460679719861,-0.151535023019381,-0.1994663447704087
AGRX,2021-04-05,2.21,2.21,2.19,2.1977,27353,2.1977,2.1081485033732945,2.2795215340974497,-0.1713730307241552,-0.2114491752081656
AGRX,2021-04-01,2.08,2.12,2.08,2.1001,19763,2.1001,2.09186641307753,2.286067256825246,-0.194200843747716,-0.2214682113291682
AGRX,2021-03-31,2.05,2.05,2.01,2.01,36205,2.01,2.0903693972734443,2.300944637371266,-0.2105752400978215,-0.22828505322453121
AGRX,2021-03-30,1.98,2.0,1.98,1.98,20470,1.98,2.1049820149595253,2.324220208360967,-0.2192381934014418,-0.23271250650620862
AGRX,2021-03-29,2.01,2.01,2.0,2.0,13589,2.0,2.127706017679439,2.3517578250298445,-0.2240518073504054,-0.23608108478240034
AGRX,2021-03-26,2.05,2.075,2.05,2.06,17987,2.06,2.150925293621156,2.3798984510322323,-0.2289731574110769,-0.23908840414039906
AGRX,2021-03-25,2.09,2.1,2.04,2.045,66108,2.045,2.167457165188638,2.4054903271148107,-0.2380331619261726,-0.2416172158227297
AGRX,2021-03-24,2.09,2.12,2.0804,2.0999,323635,2.0999,2.189722104313845,2.434329553283996,-0.244607448970151,-0.24251322929686894
AGRX,2021-03-23,2.05,2.0538,2.03,2.03,59771,2.03,2.2060533960072712,2.461083917546716,-0.2550305215394446,-0.2419896743785484
AGRX,2021-03-22,2.1,2.1,2.09,2.1,23408,2.1,2.238063104372229,2.495570630950453,-0.2575075265782236,-0.23872946258832434
AGRX,2021-03-19,2.06,2.065,2.04,2.04,241454,2.04,2.263165486985362,2.5272162814264894,-0.2640507944411272,-0.2340349465908494
AGRX,2021-03-18,2.07,2.0799,2.065,2.07,28153,2.07,2.30374103007361,2.5661935839406085,-0.2624525538669986,-0.22653098462827995
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.3462393991779025,2.605889070655857,-0.2596496714779546,-0.21755059231860027
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.3982829263011576,2.6495601963083257,-0.2512772700071681,-0.20702582252876167
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.437970731083186,2.687125012012992,-0.2491542809298059,-0.19596296065916002
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.47760177309831,2.7244950129740317,-0.2468932398757206,-0.18266513059149853
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.524438459116185,2.764854614011954,-0.2404161548957684,-0.16660810327044273
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.5488818153191284,2.7948429831329102,-0.2459611678137818,-0.1481560903641112
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.608678509013515,2.840830421783543,-0.232151912770028,-0.12370482100169355
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.695710965197791,2.897696855526227,-0.2019858903284359,-0.09659304805960992
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.7934584134155718,2.956864603968325,-0.1634061905527537,-0.07024483749240341
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.8871235794911296,3.0111497722857914,-0.1240261927946617,-0.04695449922731594
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,2.993727866671335,3.0679777540686546,-0.0742498873973196,-0.02768657583547949
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,3.052751115157032,3.099887974394147,-0.0471368592371148,-0.016045747945019454
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.0914331360946745,3.1206790123456787,-0.0292458762510041,-0.008272970121995602
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.1207846153846157,3.135933333333333,-0.0151487179487177,-0.003029743589743461
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.15,3.15,0.0,0.0
