Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-04-06,2.18,2.18,2.18,2.18,20088,2.18,2.1948889786579007,2.1815038393458472,0.0133851393120534,0.004585506314293944
CIG,2021-04-05,2.22,2.24,2.22,2.225,81432,2.225,2.19759606568661,2.181624146493515,0.0159719191930949,0.0023855980648540723
CIG,2021-04-05,2.22,2.24,2.22,2.225,81432,2.225,2.192613532175084,2.178154078212996,0.0144594539620883,-0.0010109822172061425
CIG,2021-04-01,2.29,2.29,2.285,2.2853,32577,2.2853,2.186725083479645,2.174406404470035,0.0123186790096099,-0.004878591262029769
CIG,2021-03-31,2.22,2.23,2.215,2.22,60142,2.22,2.168802371385035,2.165534916827638,0.0032674545573971,-0.009177908829939692
CIG,2021-03-30,2.19,2.19,2.1701,2.175,37341,2.175,2.1594937116368595,2.161177710173849,-0.0016839985369894,-0.01228924967677391
CIG,2021-03-29,2.19,2.21,2.19,2.21,126245,2.21,2.156674386479925,2.160071926987757,-0.0033975405078319,-0.014940562461720031
CIG,2021-03-26,2.14,2.15,2.13,2.145,98311,2.145,2.146978820385366,2.156077681146777,-0.0090988607614113,-0.017826317950192058
CIG,2021-03-25,2.08,2.1,2.08,2.1,34257,2.1,2.147338605909978,2.1569638956385195,-0.0096252897285413,-0.020008182247387356
CIG,2021-03-24,2.18,2.18,2.17,2.17,21187,2.17,2.155945625166338,2.1615210072896014,-0.0055753821232635,-0.02260390537709885
CIG,2021-03-23,2.2,2.2,2.19,2.19,25894,2.19,2.1533902842874904,2.1608426878727696,-0.0074524035852792,-0.026861036190557665
CIG,2021-03-22,2.22,2.235,2.22,2.235,26711,2.235,2.1467339723397614,2.158510102902591,-0.0117761305628296,-0.03171319434187728
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.130685603674264,2.1523909111347983,-0.0217053074605346,-0.03669746028663918
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.114628440705948,2.147062184025582,-0.032433743319634,-0.040445498493165415
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.110015429925211,2.1476271587476283,-0.0376117288224171,-0.04244843728654826
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.117290962638886,2.1538373314474386,-0.0365463688085525,-0.04365761440258104
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.1095256831186835,2.1533443179632337,-0.0438186348445501,-0.04543542580108816
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.1048939891402623,2.1548118634002926,-0.0499178742600303,-0.04583962354022266
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.100329259893037,2.156796812472316,-0.0564675525792788,-0.04482006086027074
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.096552761691771,2.159652557470101,-0.0630997957783301,-0.04190818793051871
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.112289627453911,2.171624762067709,-0.0593351346137978,-0.03661028596856585
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.1381604688091675,2.1877547430331257,-0.0495942742239581,-0.030929073807257866
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.153280554047198,2.198375122475776,-0.0450945684285777,-0.026262773703082797
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.163877018419416,2.2066451322738376,-0.042768113854422,-0.021554825021708954
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.1700364763138547,2.2127767428557448,-0.0427402665418901,-0.016251502813530792
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.1936794720072825,2.2265988822842044,-0.0329194102769219,-0.00962931188144096
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.22887573964497,2.2447187928669408,-0.0158430532219706,-0.003806787282570721
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.252307692307692,2.256296296296296,-0.0039886039886041,-0.0007977207977207357
CIG,2021-02-25,2.28,2.28,2.26,2.26,38807,2.26,2.26,2.26,0.0,0.0
