Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-04-06,4.5,4.51,4.5,4.5,16151,4.5,4.46129965222697,4.490445791018339,-0.0291461387913694,-0.013075065737189119
OPK,2021-04-05,4.46,4.46,4.42,4.435,73858,4.435,4.4542632253591465,4.489681454299807,-0.0354182289406601,-0.009057297473644048
OPK,2021-04-05,4.46,4.46,4.42,4.435,73858,4.435,4.4577656299699004,4.494055970643791,-0.0362903406738901,-0.0024670646068900215
OPK,2021-04-01,4.36,4.3792,4.33,4.34,27990,4.34,4.461904835418974,4.498780448295293,-0.0368756128763196,0.0059887544098600086
OPK,2021-03-31,4.22,4.24,4.22,4.23,45541,4.23,4.484069350949696,4.511482884158917,-0.0274135332092209,0.016704846231404932
OPK,2021-03-30,4.26,4.26,4.21,4.2315,49929,4.2315,4.530263778395095,4.53400151489163,-0.0037377364965349,0.027734441091561392
OPK,2021-03-29,4.46,4.46,4.44,4.45,28647,4.45,4.584584465376021,4.55820163608296,0.0263828292930607,0.03560248548858548
OPK,2021-03-26,4.657,4.68,4.62,4.625,77600,4.625,4.609054368171661,4.566857766969596,0.0421966012020647,0.03790739953746665
OPK,2021-03-25,4.28,4.29,4.25,4.29,92758,4.29,4.60615516238469,4.562206388327164,0.0439487740575259,0.03683509912131713
OPK,2021-03-24,4.74,4.74,4.7201,4.73,17089,4.73,4.663637919181906,4.583982899393337,0.0796550197885688,0.03505668038726492
OPK,2021-03-23,4.92,4.92,4.87,4.885,37974,4.885,4.651572086305889,4.572301531344804,0.0792705549610852,0.023907095536938937
OPK,2021-03-22,4.9,4.95,4.9,4.9499,63700,4.9499,4.609130647452415,4.547285653852389,0.061844993600026,0.010066230680902356
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.547172583352854,4.515076506160579,0.0320960771922749,-0.0028784600488785663
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.528476689417008,4.504282626653426,0.0241940627635823,-0.011622094359166937
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.4845633602201005,4.4830252367857,0.0015381234344005,-0.020576133639854267
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.469011243896483,4.476059255728556,-0.0070480118320732,-0.026104697908417962
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.425195106423116,4.45734399618684,-0.0321488897637234,-0.030868869427504136
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.407957853045501,4.452331515881787,-0.0443736628362865,-0.03054886434344909
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.423950189962865,4.462918037152329,-0.0389678471894647,-0.02709266472023973
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.437686588137931,4.472079480124516,-0.0343928919865854,-0.02412386910293347
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.419084149617555,4.466645838534478,-0.0475616889169234,-0.021556613382020473
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.413463085911656,4.467977505617236,-0.0545144197055798,-0.01505534449829472
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.450747283350139,4.488743706066614,-0.0379964227164757,-0.005190575696473225
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.5054286075956185,4.515843202551944,-0.010414594956325,0.003010886058527405
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.551870172613004,4.537110658756099,0.0147595138569052,0.006367256312240733
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.548282931269913,4.534351511456586,0.0139314198133266,0.004269191926074612
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.533407100591715,4.5266916323731134,0.0067154682186014,0.001853634954261594
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,4.5261538461538455,4.522962962962962,0.0031908831908831,0.0006381766381766241
OPK,2021-02-25,4.52,4.53,4.49,4.52,93386,4.52,4.52,4.52,0.0,0.0
