Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-04-06,3.77,3.77,3.74,3.765,3899,3.765,3.875558126289501,4.037577673610777,-0.1620195473212757,-0.1742506523430823
QTNT,2021-04-05,3.88,3.9291,3.88,3.9291,3573,3.9291,3.895659603796683,4.059383887499639,-0.1637242837029555,-0.1773084285985339
QTNT,2021-04-05,3.88,3.9291,3.88,3.9291,3573,3.9291,3.8895795317597166,4.06980659849961,-0.180227066739893,-0.1807044648224285
QTNT,2021-04-01,3.69,3.86,3.69,3.815,4114,3.815,3.882393992079665,4.081063126379578,-0.1986691342999131,-0.18082381434306233
QTNT,2021-03-31,3.61,3.61,3.61,3.61,5383,3.61,3.8946474451850586,4.1023481764899445,-0.2077007313048859,-0.1763624843538496
QTNT,2021-03-30,3.62,3.62,3.62,3.62,7471,3.62,3.9464015261277967,4.14173603060914,-0.1953345044813432,-0.1685279226160905
QTNT,2021-03-29,3.92,3.97,3.92,3.97,5374,3.97,4.0057472581510325,4.183474913057872,-0.1777276549068389,-0.16182627714977732
QTNT,2021-03-26,3.86,3.86,3.78,3.78,3405,3.78,4.012246759633039,4.2005529061025015,-0.1883061464694631,-0.15785093271051168
QTNT,2021-03-25,3.67,3.68,3.67,3.672,13224,3.672,4.054473443202681,4.234197138590702,-0.1797236953880201,-0.15023712927077404
QTNT,2021-03-24,3.93,3.93,3.93,3.93,2604,3.93,4.124014069239533,4.279172909677958,-0.1551588404384247,-0.14286548774146252
QTNT,2021-03-23,4.07,4.07,4.07,4.07,5715,4.07,4.159289354555812,4.307106742452194,-0.1478173878963824,-0.13979214956722194
QTNT,2021-03-22,4.0784,4.08,4.04,4.06,35436,4.06,4.175523782656868,4.32607528184837,-0.1505514991915015,-0.1377858399849318
QTNT,2021-03-19,4.04,4.04,4.04,4.04,217515,4.04,4.196528106776299,4.347361304396239,-0.1508331976199404,-0.13459442518328935
QTNT,2021-03-18,4.14,4.14,4.14,4.14,3756,4.14,4.224987762553807,4.371950208747938,-0.1469624461941308,-0.13053473207412658
QTNT,2021-03-17,4.08,4.1,4.08,4.1,5471,4.1,4.240440083018136,4.390506225447773,-0.1500661424296367,-0.12642780354412553
QTNT,2021-03-16,4.12,4.16,4.12,4.155,9866,4.155,4.265974643566888,4.4137467234835945,-0.1477720799167068,-0.12051821882274773
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.28615185148814,4.434446461362282,-0.1482946098741422,-0.11370475354925794
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.301815824485983,4.4532021782712645,-0.1513863537852815,-0.10505728946803686
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.320327792574344,4.473458352532965,-0.1531305599586216,-0.09347502338872567
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.384023754860587,4.513735020735602,-0.1297112658750148,-0.07856113924625166
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.391555346653421,4.52742582239445,-0.1358704757410294,-0.06577360758906088
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.444565409681315,4.561619888186006,-0.1170544785046905,-0.04824939055106875
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.532668211441554,4.609749479240887,-0.0770812677993326,-0.0310481185626633
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.609516977158201,4.649729437580159,-0.0402124604219578,-0.01953983125349596
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.6276109730051465,4.660907792586571,-0.0332968195814249,-0.014371673961380275
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.650776604460628,4.673764415993498,-0.0229878115328698,-0.009640387556369107
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,4.658190532544379,4.678865569272977,-0.0206750367285986,-0.006303531562243912
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,4.673861538461539,4.687414814814815,-0.0135532763532761,-0.002710655270655238
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,4.7,4.7,0.0,0.0
