Symbol,Date,Open,High,Low,Close,Volume,GSV SMA,GSV spanTwelveEMA,GSV spanTwntySixEMA,GSV_x,GSV_y
GSV,2020-11-04,0.6936,0.6936,0.68,0.68,24880,0.68,0.6987849153142957,0.7244061725816983,-0.02562125726740261,-0.024733037355858828
GSV,2020-11-03,0.675,0.68,0.675,0.678851,18301,0.678851,0.7022003544623494,0.727958666388234,-0.025758311925884625,-0.024510982377972883
GSV,2020-11-02,0.685,0.685,0.682,0.682,46926,0.682,0.706445691637322,0.7318872796992927,-0.025441588061970718,-0.024199149990994942
GSV,2020-10-30,0.7166,0.7166,0.7,0.7099,19599,0.7099000000000001,0.7108903628441078,0.7358782620752361,-0.02498789923112832,-0.023888540473250997
GSV,2020-10-29,0.68,0.7044,0.68,0.7001,69080,0.7001000000000002,0.7110704288157638,0.737956523041255,-0.026886094225491264,-0.023613700783781666
GSV,2020-10-28,0.74,0.74,0.6846,0.6869,268084,0.6869000000000001,0.7130650522368118,0.7409850448845554,-0.027919992647743586,-0.022795602423354263
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,0.6690000000000002,0.7178223344616866,0.7453118484753198,-0.0274895140136332,-0.021514504867256933
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,0.6908000000000001,0.7266991225456297,0.7514167963533454,-0.02471767380771561,-0.020020752580662864
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,0.7097000000000001,0.7332262357357443,0.7562661400616131,-0.023039904325868776,-0.018846522273899675
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,0.7100000000000002,0.7375037331422432,0.7599914312665421,-0.02248769812429896,-0.0177981767609074
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,0.7060000000000002,0.7425044118953783,0.7639907457678654,-0.02148633387248711,-0.01662579642005951
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,0.7116000000000002,0.7491415776945379,0.7686300054292946,-0.019488427734756564,-0.01541066205695261
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,0.7239000000000002,0.7559673190935449,0.7731924058636381,-0.017225086770093267,-0.014391220637501593
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,0.7311010000000002,0.7617977407469166,0.7771357983327292,-0.015338057585812526,-0.013682754104353672
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,0.7459500000000003,0.7673789663372651,0.7808185821993475,-0.01343961586208242,-0.013268928233988958
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,0.7685570000000003,0.7712751420349496,0.7836080687752954,-0.012332926740345806,-0.013226256326965592
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,0.7502000000000004,0.7717693496776677,0.7848121542773191,-0.01304280459965135,-0.013449588723620537
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,0.7700000000000005,0.7756910496190619,0.7875811266195046,-0.011890077000442756,-0.013551284754612833
GSV,2020-10-09,0.775,0.7765,0.7659,0.7756,64497,0.7756000000000003,0.7767257859134367,0.7889876167490649,-0.012261830835628372,-0.01396658669315535
GSV,2020-10-08,0.77,0.773,0.7611,0.77,65468,0.7700000000000004,0.7769304742613342,0.7900586260889902,-0.013128151827656032,-0.01439277565753712
GSV,2020-10-07,0.7793,0.7799,0.7654,0.7749,32307,0.7749000000000004,0.7781905604906677,0.7916633161761095,-0.013472755685441816,-0.014708931615007392
GSV,2020-10-06,0.79,0.79,0.7793,0.786799,26271,0.7867990000000004,0.7787888442162436,0.7930043814701982,-0.014215537253954637,-0.015017975597398786
GSV,2020-10-05,0.77,0.7866,0.7659,0.7659,139133,0.7659000000000005,0.7773324522555607,0.7935008119878141,-0.01616835973225339,-0.015218585183259822
GSV,2020-10-02,0.7931,0.8,0.77,0.7759,46030,0.7759000000000005,0.77941107993839,0.7957088769468392,-0.016297797008449244,-0.014981141546011429
GSV,2020-10-01,0.8,0.8,0.7796,0.7798,57175,0.7798000000000005,0.7800494581090064,0.7972935871025864,-0.017244128993579966,-0.014651977680401974
GSV,2020-09-30,0.7969,0.7969,0.7834,0.7849,22842,0.7849000000000006,0.7800948141288256,0.7986930740707932,-0.01859825994196751,-0.014003939852107475
GSV,2020-09-29,0.78,0.7872680000000001,0.7708,0.7765,78889,0.7765000000000005,0.7792211439704303,0.7997965199964566,-0.02057537602602633,-0.012855359829642466
GSV,2020-09-28,0.745,0.745,0.722,0.730328,60204,0.7303280000000005,0.7797158974195995,0.8016602415961731,-0.02194434417657365,-0.0109253557805465
GSV,2020-09-25,0.75,0.75,0.72,0.7423,52422,0.7423000000000005,0.7886955151322539,0.807366820923867,-0.018671305791613132,-0.008170608681539711
GSV,2020-09-24,0.71,0.7299,0.71,0.7299,100876,0.7299000000000004,0.7971310633381183,0.8125721665977764,-0.015441103259658084,-0.005545434404021355
GSV,2020-09-23,0.77,0.77,0.7612,0.7636,16944,0.7636000000000005,0.8093548930359581,0.8191859399255985,-0.009831046889640429,-0.003071517190112172
GSV,2020-09-22,0.7849,0.7849,0.7755,0.7759,39026,0.7759000000000006,0.8176739644970414,0.8236328151196465,-0.0059588506226050395,-0.0013816347652301079
GSV,2020-09-21,0.81,0.81,0.7846,0.7899,372681,0.7899000000000007,0.8252692307692308,0.8274514403292181,-0.0021822095599873803,-0.00023733080088637505
GSV,2020-09-18,0.84,0.8501,0.8392,0.8449,11616,0.8449000000000007,0.8317,0.8304555555555556,0.0012444444444443814,0.0002488888888888763
GSV,2020-09-17,0.8407,0.8407,0.815,0.8293,49603,0.8293000000000008,0.8293,0.8293,0.0,0.0
