Symbol,Date,Open,High,Low,Close,Volume,KERN SMA,KERN spanTwelveEMA,KERN spanTwntySixEMA,KERN_x,KERN_y
KERN,2020-11-04,2.4,2.4,2.28,2.3,29746,2.3,2.919489704824718,3.407641694184953,-0.4881519893602344,-0.32890191959702664
KERN,2020-11-03,2.52,2.53,2.42,2.4383,89917,2.4383,3.0321241966110306,3.4962530297197487,-0.4641288331087181,-0.28908940215622453
KERN,2020-11-02,2.38,2.4192,2.335,2.39,30468,2.390000000000001,3.1400922323584908,3.580889272097328,-0.44079703973883744,-0.24532954441810112
KERN,2020-10-30,2.35,2.44,2.35,2.42,31141,2.4200000000000004,3.2764726382418528,3.6761604138651145,-0.39968777562326174,-0.19646267058791703
KERN,2020-10-29,2.3,2.38,2.28,2.3569,75712,2.3569000000000004,3.4321949361040085,3.7766532469743233,-0.3444583108703152,-0.14565639432908084
KERN,2020-10-28,2.35,2.39,2.17,2.245,765612,2.245000000000001,3.627703106304737,3.8902335067322684,-0.26253040042753195,-0.09595591519377233
KERN,2020-10-27,3.43,3.4504,3.22,3.29,110937,3.29,3.879103671087417,4.02185218727085,-0.14274851618343387,-0.05431229388533254
KERN,2020-10-26,3.77,3.8,3.7,3.77,8074,3.7700000000000014,3.9862134294669462,4.080400362252519,-0.094186932785572,-0.03220323831080732
KERN,2020-10-23,3.72,3.7458,3.67,3.69,13495,3.690000000000001,4.0255249620972995,4.10523239123272,-0.07970742913541963,-0.016707314692116036
KERN,2020-10-22,3.69,3.71,3.6,3.71,7173,3.71,4.086529500660446,4.138450982531338,-0.05192148187089174,-0.0009572860812899191
KERN,2020-10-21,3.72,3.78,3.52,3.5573,24887,3.557300000000001,4.154989409871436,4.172727061133846,-0.017737651262408782,0.011783762866110537
KERN,2020-10-20,4.06,4.1,3.8111,3.8301,108026,3.8301,4.2636602116662425,4.221961226024552,0.04169898564169028,0.019164116398240588
KERN,2020-10-19,4.42,4.45,4.3701,4.44,10365,4.440000000000001,4.342489341060104,4.253310124106516,0.0891792169535881,0.013530399087378166
KERN,2020-10-16,4.47,4.58,4.47,4.5145,10401,4.514500000000001,4.324760130343759,4.238374934035037,0.0863851963087221,-0.00538180537917432
KERN,2020-10-15,4.51,4.53,4.42,4.49,12231,4.49,4.290261972224443,4.2162849287578394,0.07397704346660294,-0.028323555801148426
KERN,2020-10-14,4.83,4.89,4.8,4.8,11490,4.799999999999999,4.253945967174341,4.194387723058467,0.05955824411587508,-0.05389870561808648
KERN,2020-10-13,4.7,4.74,4.5005,4.565,28856,4.564999999999999,4.154663415751496,4.145938740903145,0.008724674848350489,-0.08226294305157665
KERN,2020-10-12,4.53,4.6,4.26,4.3573,37681,4.3573,4.0800567640699485,4.112413840175397,-0.03235707610544747,-0.10500984752655843
KERN,2020-10-09,4.16,4.59,4.1,4.4928,273737,4.492799999999999,4.029648902991759,4.092822947389428,-0.06317404439767049,-0.12317304038183594
KERN,2020-10-08,4.07,4.09,4.0,4.0,20037,3.999999999999999,3.945439612626624,4.060824783180584,-0.11538517055396015,-0.13817278937787753
KERN,2020-10-07,3.93,3.965,3.93,3.93,5671,3.93,3.9355195421951006,4.065690765835031,-0.1301712236399304,-0.14386969408385697
KERN,2020-10-06,4.06,4.1279,4.0,4.0,5331,4.0,3.9365230953214825,4.076546027101833,-0.14002293178035075,-0.14729431169483861
KERN,2020-10-05,4.06,4.06,3.9461,4.06,16707,4.059999999999999,3.9249818399253886,4.082669709269981,-0.15768786934459111,-0.14911215667346056
KERN,2020-10-02,3.95,3.9530000000000003,3.85,3.885,29824,3.884999999999999,3.900433083548186,4.084483286011578,-0.18405020246339102,-0.1469682285056777
KERN,2020-10-01,3.8,3.83,3.68,3.71,25802,3.709999999999999,3.9032390987387657,4.100441948892504,-0.1972028501537384,-0.13769773501624927
KERN,2020-09-30,3.74,3.8,3.74,3.7901,8497,3.790099999999999,3.938373480327632,4.131677304803905,-0.1933038244762724,-0.12282145623187697
KERN,2020-09-29,3.57,3.61,3.53,3.59,15338,3.589999999999999,3.965332294932656,4.159003489188217,-0.19367119425556112,-0.105200864170778
KERN,2020-09-28,3.6,3.6,3.54,3.565,14001,3.5649999999999995,4.033574530374957,4.204523768323275,-0.17094923794831818,-0.0830832816495822
KERN,2020-09-25,3.64,3.75,3.64,3.73,4662,3.73,4.1187698995340405,4.2556856697891385,-0.13691577025509716,-0.0611167925748982
KERN,2020-09-24,3.87,3.9168,3.69,3.69,16319,3.69,4.189455335812958,4.297740523372268,-0.1082851875593116,-0.04216704815484824
KERN,2020-09-23,4.21,4.2623,4.08,4.08,15391,4.08,4.280265396869858,4.34635976524205,-0.06609436837219196,-0.025637513303732616
KERN,2020-09-22,4.03,4.04,3.98,4.04,12772,4.040000000000001,4.3166772872098305,4.367668546461413,-0.050991259251582655,-0.015523299536617779
KERN,2020-09-21,4.22,4.2212,4.15,4.16,3994,4.160000000000001,4.36698224852071,4.393882030178326,-0.026899781657617083,-0.006656309607876559
KERN,2020-09-18,4.34,4.39,4.31,4.32,29406,4.32,4.404615384615385,4.412592592592593,-0.007977207977208245,-0.001595441595441649
KERN,2020-09-17,4.46,4.49,4.38,4.42,6848,4.42,4.42,4.42,0.0,0.0
