Symbol,Date,Open,High,Low,Close,Volume,JFU SMA,JFU spanTwelveEMA,JFU spanTwntySixEMA,JFU_x,JFU_y
JFU,2020-11-04,1.39,1.4,1.34,1.38,102547,1.38,1.3411143852377367,1.209568441637797,0.13154594359993976,0.13069123200192545
JFU,2020-11-03,1.27,1.29,1.2,1.24,141032,1.2400000000000002,1.3340442734627798,1.1959339169688208,0.13811035649395895,0.13047755410242184
JFU,2020-11-02,1.32,1.32,1.2597,1.29,185819,1.2900000000000005,1.3511432322741943,1.1924086303263264,0.15873460194786793,0.12856935350453755
JFU,2020-10-30,1.59,1.63,1.52,1.5547,426024,1.5547000000000004,1.3622601835967751,1.1846013207524324,0.17765886284434276,0.12102804139370496
JFU,2020-10-29,1.51,1.82,1.5,1.7369,604098,1.7369000000000008,1.327271126068916,1.1549934264126271,0.17227769965628892,0.10687033603104552
JFU,2020-10-28,1.544,1.56,1.41,1.4801,465947,1.4801000000000004,1.2527931489905373,1.1084409005256373,0.14435224846490002,0.09051849512473467
JFU,2020-10-27,1.45,1.4622,1.36,1.42,428355,1.4200000000000002,1.2114646306251804,1.0787081725676884,0.13275645805749206,0.07706005678969334
JFU,2020-10-26,1.37,1.38,1.3,1.3336,431411,1.3336,1.1735491089206678,1.0514048263731033,0.12214428254756447,0.06313595647274366
JFU,2020-10-23,1.4,1.48,1.38,1.425,440410,1.4250000000000005,1.1444489469062438,1.0288292124829517,0.1156197344232921,0.048383874954038446
JFU,2020-10-22,1.58,1.605,1.41,1.4501,2070843,1.4501000000000006,1.0934396645255609,0.9971355494815878,0.09630411504397307,0.03157491008672503
JFU,2020-10-21,1.48,1.9,1.47,1.655,9167208,1.6550000000000007,1.0285923308029357,0.9608983934401149,0.06769393736282092,0.015392608847413013
JFU,2020-10-20,1.06,1.08,1.01,1.02,482573,1.0200000000000011,0.9147000273125604,0.905370264915324,0.009329762397236374,0.002317276718561063
JFU,2020-10-19,0.9194,0.9195,0.9008,0.9195,100841,0.9195000000000008,0.8955545777330258,0.8961998861085497,-0.0006453083755239009,0.0005641552988922352
JFU,2020-10-16,0.9079999999999999,0.9079999999999999,0.8611,0.8771,117889,0.8771000000000007,0.891200864593576,0.8943358769972337,-0.0031350124036577665,0.0008665212174962691
JFU,2020-10-15,0.855,0.87,0.8301,0.8507,88874,0.8507000000000007,0.8937646581560443,0.8957147471570124,-0.0019500890009680472,0.001866904622784778
JFU,2020-10-14,0.89,0.9042,0.85,0.8673,164638,0.8673000000000006,0.9015945960025978,0.8993159269295733,0.0022786690730245422,0.002821153028722984
JFU,2020-10-13,0.9079,0.915899,0.89,0.8909999999999999,28137,0.8910000000000007,0.9078299770939792,0.9018772010839392,0.005952776010040073,0.002956774017647594
JFU,2020-10-12,0.92,0.93,0.88,0.9101,113441,0.9101000000000008,0.9108899729292482,0.9027473771706545,0.008142595758593774,0.002207773519549502
JFU,2020-10-09,0.9390000000000001,0.958,0.92,0.9302,39984,0.9302000000000008,0.9110336043709296,0.9021591673443068,0.008874437026622939,0.000724067959788434
JFU,2020-10-08,0.96,0.96,0.932,0.9412,35172,0.9412000000000008,0.9075488051656444,0.8999159007318513,0.007632904433792942,-0.0013135243069201646
JFU,2020-10-07,0.9603,0.9603,0.932,0.9494809999999999,47654,0.9494810000000008,0.9014304061048524,0.8966131727903994,0.00481723331445294,-0.003550131492098469
JFU,2020-10-06,0.9098,0.924,0.9,0.9081,84534,0.9081000000000008,0.8926939344875529,0.8923837466136315,0.0003101878739213415,-0.005641972693736321
JFU,2020-10-05,0.865,0.89,0.865,0.8807,56090,0.8807000000000006,0.8898928316671079,0.891126446342722,-0.0012336146756141142,-0.007130012835650736
JFU,2020-10-02,0.96,0.96,0.92,0.9299,351943,0.9299000000000004,0.891564255606582,0.8919605620501397,-0.0003963064435577035,-0.008604112375659891
JFU,2020-10-01,0.872,0.93,0.872,0.92,158810,0.9200000000000004,0.8845941202623242,0.8889254070141509,-0.004331286751826814,-0.010656063858685436
JFU,2020-09-30,0.99,1.01,0.9289,0.9857,734917,0.9857000000000004,0.8781566875827467,0.8864394395752829,-0.008282751992536364,-0.012237258135400119
JFU,2020-09-29,0.8591,0.8798,0.823,0.8601,58970,0.8601000000000003,0.8586033580523369,0.8784985947413058,-0.01989523668896886,-0.013225884671116085
JFU,2020-09-28,0.8453,0.858,0.812,0.8497,57774,0.8497000000000005,0.8583312413345798,0.8799704823206103,-0.02163924098603021,-0.011558546666652889
JFU,2020-09-25,0.79,0.85,0.775,0.8,60600,0.8000000000000006,0.8599005579408673,0.8823921209062591,-0.022491562965391787,-0.009038373086808504
JFU,2020-09-24,0.78,0.78,0.72,0.7431,376783,0.7431000000000005,0.8707915684755705,0.8889834905787598,-0.018191922103189317,-0.005675075617162682
JFU,2020-09-23,0.872,0.88,0.86,0.875051,59314,0.8750510000000006,0.8940082172893106,0.9006541698250605,-0.006645952535749955,-0.0025458639956560235
JFU,2020-09-22,0.8715,0.8779,0.862,0.8696,25684,0.8696000000000006,0.8974549840691852,0.9027024234110652,-0.0052474393418801,-0.0015208418606325403
JFU,2020-09-21,0.89,0.91,0.8561,0.8739,145961,0.8739000000000005,0.9025195266272188,0.9053506172839504,-0.002831090656731594,-0.000589192490320678
JFU,2020-09-18,0.91,0.9372,0.905,0.9062,138041,0.9062000000000004,0.9077230769230769,0.9078666666666666,-0.00014358974358974486,-2.871794871794897e-05
JFU,2020-09-17,0.9197,0.9197,0.89,0.9079999999999999,79131,0.9080000000000004,0.908,0.908,0.0,0.0
