KO,2020-05-27,46.72,46.73,46.7,46.7,2190
KO,2020-05-26,46.1,46.15,45.98,45.98,8147
KO,2020-05-26,45.72,45.87,45.72,45.73,315
KO,2020-05-26,45.72,45.87,45.72,45.73,315
KO,2020-05-26,45.72,45.87,45.72,45.73,315
KO,2020-05-22,44.96,45.05,44.96,45.05,890
KO,2020-05-21,45.78,45.78,45.78,45.78,134
KO,2020-05-20,45.11,45.2,45.1,45.2,831
KO,2020-05-19,44.94,44.97,44.94,44.97,1200
KO,2020-05-18,43.85,43.85,43.82,43.82,434
KO,2020-05-18,43.46,43.83,43.46,43.83,200
KO,2020-05-18,43.46,43.83,43.46,43.83,200
KO,2020-05-15,43.62,43.62,43.6,43.6,1573
KO,2020-05-14,43.94,43.94,43.94,43.94,392
KO,2020-05-13,44.95,44.98,44.95,44.98,811
KO,2020-05-12,45.65,45.65,45.64,45.64,296
KO,2020-05-11,46.0,46.02,45.98,46.02,1150
KO,2020-05-11,46.34,46.34,46.34,46.34,307
KO,2020-05-11,46.34,46.34,46.34,46.34,307
