Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-07-23,6.73,6.7399,6.69,6.73,9975,6.73,6.596994748700439,6.654066093401776,-0.0570713447013364,-0.05506827548450417
HBM,2021-07-22,6.56,6.65,6.56,6.62,20103,6.62,6.572811975736882,6.6479913808739175,-0.0751794051370353,-0.054567508180295876
HBM,2021-07-21,6.31,6.41,6.31,6.4,35123,6.4,6.564232334961769,6.650230691343831,-0.0859983563820616,-0.049414533941111005
HBM,2021-07-20,6.0,6.02,5.99,6.01,12049,6.01,6.594092759500272,6.670249146651337,-0.0761563871510651,-0.04026857833087334
HBM,2021-07-19,6.27,6.31,6.1604,6.2,65687,6.2,6.700291443045777,6.723069078383444,-0.0227776353376674,-0.03129662612582541
HBM,2021-07-16,7.02,7.05,7.02,7.05,15339,7.05,6.791253523599554,6.76491460465412,0.0263389189454343,-0.033426373822864903
HBM,2021-07-15,6.79,6.79,6.78,6.78,17067,6.78,6.744208709708564,6.74210777302645,0.0021009366821136,-0.048367697014939724
HBM,2021-07-14,6.95,7.02,6.95,7.02,49767,7.02,6.737701202382847,6.739076394868565,-0.0013751924857183,-0.06098485543920328
HBM,2021-07-13,6.73,6.83,6.72,6.82,31362,6.82,6.686374148270637,6.716602506458051,-0.0302283581874132,-0.0758872711775745
HBM,2021-07-12,6.76,6.83,6.76,6.82,32939,6.82,6.662078538865298,6.708330706974694,-0.0462521681093957,-0.08730199942511482
HBM,2021-07-09,6.74,6.7585,6.72,6.72,20796,6.72,6.633365545931716,6.6993971635326695,-0.0660316176009532,-0.09756445725404461
HBM,2021-07-08,6.54,6.595,6.5,6.55,28327,6.55,6.61761382701021,6.697748936615284,-0.0801351096050737,-0.10544766716731745
HBM,2021-07-07,6.4,6.55,6.4,6.52,55290,6.52,6.629907250102976,6.709568851544507,-0.079661601441531,-0.11177580655787836
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.649890386485335,6.724734359668067,-0.0748439731827321,-0.11980435783696519
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.631688638573578,6.722713108441512,-0.0910244698679338,-0.13104445400052367
HBM,2021-07-02,6.7,6.76,6.67,6.68,32250,6.68,6.610177481950592,6.7205301571168325,-0.1103526751662409,-0.1410494500336709
HBM,2021-07-01,6.69,6.73,6.69,6.72,8983,6.72,6.597482478668881,6.723772569686179,-0.1262900910172986,-0.14872364375052838
HBM,2021-06-30,6.43,6.48,6.43,6.48,16005,6.48,6.575206565699586,6.724074375261074,-0.1488678095614872,-0.15433203193383582
HBM,2021-06-29,6.53,6.55,6.5,6.51,22726,6.51,6.592516850372238,6.74360032528196,-0.151083474909722,-0.15569808752692293
HBM,2021-06-28,6.72,6.72,6.6792,6.68,16797,6.68,6.607519914076281,6.762288351304517,-0.1547684372282356,-0.15685174068122312
HBM,2021-06-25,6.65,6.71,6.63,6.7099,42672,6.7099,6.594341716635604,6.768871419408878,-0.1745297027732739,-0.15737256654446996
HBM,2021-06-24,6.62,6.67,6.6,6.6183,26166,6.6183,6.573331119660259,6.773589132961588,-0.2002580133013287,-0.15308328248726893
HBM,2021-06-23,6.44,6.49,6.3999,6.46,91551,6.46,6.565154959598488,6.786012263598515,-0.2208573040000274,-0.14128959978375397
HBM,2021-06-22,6.24,6.25,6.21,6.23,21492,6.23,6.584274043161849,6.812093244686396,-0.2278192015245475,-0.1213976737296858
HBM,2021-06-21,6.13,6.13,6.12,6.12,12854,6.12,6.648687505554912,6.858660704261308,-0.2099731987063959,-0.09479229178097034
HBM,2021-06-18,6.11,6.11,6.04,6.07,22269,6.07,6.744812506564896,6.917753560602213,-0.1729410540373166,-0.06599706504961392
HBM,2021-06-17,6.43,6.43,6.3,6.35,142160,6.35,6.867505689576696,6.985573845450389,-0.1180681558736935,-0.039261067802688246
HBM,2021-06-16,6.51,6.51,6.37,6.45,64952,6.45,6.961597633136095,7.03641975308642,-0.0748221199503254,-0.019559295784936915
HBM,2021-06-15,6.82,6.83,6.74,6.75,46442,6.75,7.054615384615385,7.083333333333334,-0.0287179487179489,-0.005743589743589794
HBM,2021-06-14,7.13,7.2,7.06,7.11,26880,7.11,7.11,7.11,0.0,0.0
