Symbol,Date,Open,High,Low,Close,Volume,CERS SMA,CERS spanTwelveEMA,CERS spanTwntySixEMA,CERS_x,CERS_y
CERS,2021-07-23,5.05,5.11,5.0,5.07,11260,5.07,5.114842274844543,5.330642068574551,-0.2157997937300075,-0.21615651691144397
CERS,2021-07-22,5.07,5.15,5.07,5.12,11236,5.12,5.122995415725369,5.351493434060514,-0.228498018335145,-0.21624569770680308
CERS,2021-07-21,5.04,5.0792,5.04,5.0792,10495,5.0792,5.123540036766345,5.3700129087853545,-0.2464728720190097,-0.21318261754971754
CERS,2021-07-20,4.95,4.98,4.95,4.97,7655,4.97,5.131601861632952,5.393277941488183,-0.2616760798552304,-0.20486005393239448
CERS,2021-07-19,4.79,4.8,4.78,4.79,22328,4.79,5.160984018293489,5.427140176807237,-0.2661561585137475,-0.19065604745168546
CERS,2021-07-16,4.81,4.84,4.715,4.795,23598,4.795,5.228435657983215,5.478111390951816,-0.2496757329686012,-0.17178101968616993
CERS,2021-07-15,4.89,4.92,4.88,4.88,11800,4.88,5.30724214125289,5.5327603022279614,-0.2255181609750716,-0.1523073413655621
CERS,2021-07-14,5.07,5.08,5.06,5.065,13467,5.065,5.384922530571598,5.584981126406198,-0.2000585958346006,-0.1340046364631847
CERS,2021-07-13,5.11,5.13,5.11,5.12,8684,5.12,5.443090263402798,5.626579616518693,-0.1834893531158954,-0.1174911466203307
CERS,2021-07-12,5.26,5.27,5.23,5.24,28065,5.24,5.501833947657852,5.667105985840188,-0.1652720381823362,-0.1009915949964395
CERS,2021-07-09,5.25,5.25,5.18,5.18,26941,5.18,5.54944011995928,5.701274464707404,-0.1518343447481243,-0.08492148419996531
CERS,2021-07-08,5.11,5.12,5.05,5.06,85363,5.06,5.616611050860967,5.742976421883996,-0.126365371023029,-0.06819326906292578
CERS,2021-07-07,5.46,5.46,5.43,5.44,16342,5.44,5.717813060108416,5.797614535634716,-0.0798014755262999,-0.05365024357289995
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.768324525582672,5.826223698485492,-0.0578991729028199,-0.047112435584549736
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.804383530234068,5.846721594364332,-0.0423380641302637,-0.04441575125498217
CERS,2021-07-02,6.1244,6.1244,5.92,6.03,25923,6.03,5.8469987175493525,5.868859321913478,-0.0218606043641251,-0.04493517303616177
CERS,2021-07-01,5.91,5.95,5.895,5.94,96511,5.94,5.81372575710378,5.855968067666557,-0.0422423105627762,-0.050703815204170916
CERS,2021-06-30,5.67,5.73,5.67,5.71,26691,5.71,5.790766803849922,5.849245513079881,-0.0584787092299583,-0.052819191364519576
CERS,2021-06-29,5.77,5.78,5.76,5.77,9105,5.77,5.805451677277182,5.860385154126272,-0.0549334768490901,-0.05140431189815988
CERS,2021-06-28,5.86,5.89,5.85,5.865,23292,5.865,5.8118974367821234,5.867615966456373,-0.0557185296742499,-0.05052202066042732
CERS,2021-06-25,5.78,5.82,5.76,5.8,21412,5.8,5.802242425287964,5.867825243772883,-0.0655828184849189,-0.049222893406971654
CERS,2021-06-24,5.71,5.765,5.71,5.75,17477,5.75,5.802650138976684,5.873251263274713,-0.0706011242980286,-0.045132912137484826
CERS,2021-06-23,5.62,5.66,5.62,5.64,28316,5.64,5.812222891517899,5.88311136433669,-0.0708884728187912,-0.03876585909734886
CERS,2021-06-22,5.69,5.69,5.67,5.67,11317,5.67,5.843536144521153,5.902560273483626,-0.0590241289624735,-0.030735205666988244
CERS,2021-06-21,5.75,5.83,5.7,5.755,20837,5.755,5.875088170797726,5.9211650953623165,-0.0460769245645904,-0.023662974843116916
CERS,2021-06-18,5.83,5.895,5.83,5.88,188327,5.88,5.89692238367004,5.934458302991302,-0.0375359193212618,-0.018059487412748532
CERS,2021-06-17,5.75,5.75,5.73,5.74,13879,5.74,5.899999180700957,5.938814967230606,-0.038815786529649,-0.013190379435620195
CERS,2021-06-16,5.8,5.8,5.759,5.759,8469,5.759,5.929089940828403,5.9547201646090535,-0.0256302237806504,-0.00678402766211299
CERS,2021-06-15,5.9,5.9,5.8501,5.8501,15737,5.8501,5.960015384615385,5.970377777777778,-0.010362393162393,-0.0020724786324786137
CERS,2021-06-14,5.98,6.0,5.97,5.98,27704,5.98,5.98,5.98,0.0,0.0
