Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-07-23,2.08,2.09,2.08,2.09,14298,2.09,2.20267678388739,2.362487903611175,-0.159811119723785,-0.1514689113017222
AXU,2021-07-22,2.18,2.18,2.18,2.18,4821,2.18,2.2231634718669158,2.384286935900069,-0.1611234640331535,-0.14938335919620646
AXU,2021-07-21,2.03,2.07,2.03,2.07,17615,2.07,2.231011375842718,2.4006298907720742,-0.1696185149293563,-0.14644833298696977
AXU,2021-07-20,2.0,2.03,2.0,2.03,18529,2.03,2.2602861714504847,2.42708028203384,-0.1667941105833552,-0.14065578750137311
AXU,2021-07-19,2.05,2.06,2.0,2.06,58591,2.06,2.302156384441482,2.458846704596547,-0.1566903201550653,-0.13412120673087757
AXU,2021-07-16,2.21,2.22,2.21,2.22,2969,2.22,2.3461848179762965,2.490754440964271,-0.1445696229879742,-0.1284789283748306
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.369127512153805,2.5124147962414125,-0.1432872840876076,-0.12445625472154469
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.387150696181769,2.5318079799407256,-0.1446572837589563,-0.11974849738002895
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.4066326409420906,2.5519526183359837,-0.1453199773938926,-0.11352130078529697
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.4460203938406524,2.580908827802862,-0.1348884339622094,-0.10557163163314792
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.488933192720771,2.610581534027091,-0.1216483413063196,-0.09824243105088255
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.5305574095790933,2.6386280567492584,-0.1080706471701651,-0.09239095348702328
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.561567847684383,2.660918301289199,-0.0993504536048162,-0.08847103006623781
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.580943819990634,2.677391765392335,-0.0964479454017008,-0.08575117418159321
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.590206332716204,2.6891831066237217,-0.098976773907518,-0.08307698137656629
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.6011529386646046,2.7019177551536195,-0.1007648164890149,-0.07910203324382846
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.619544382058169,2.718071175565909,-0.09852679350774,-0.07368633743253183
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.632188815159654,2.7315168696111822,-0.099328054451528,-0.06747622341372976
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.659859508825046,2.751638219180077,-0.0917787103550304,-0.05951326565428018
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.6980157831568725,2.7757692767144824,-0.0777534935576098,-0.05144690447909249
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.724927743730849,2.7938308188516414,-0.0689030751207919,-0.044870257209463145
AXU,2021-06-24,2.66,2.68,2.66,2.66,9027,2.66,2.742187333500095,2.8069372843597726,-0.0647499508596776,-0.038862052731630826
AXU,2021-06-23,2.61,2.6201,2.61,2.6201,5647,2.6201,2.757130485045567,2.8186922671085544,-0.0615617820629874,-0.03239007819961913
AXU,2021-06-22,2.68,2.68,2.64,2.64,17630,2.64,2.7820451186902155,2.8345796484772388,-0.0525345297870232,-0.025097152233777044
AXU,2021-06-21,2.65,2.66,2.65,2.66,37034,2.66,2.807871503906618,2.850146020355418,-0.0422745164487996,-0.018237807845465498
AXU,2021-06-18,2.77,2.77,2.74,2.75,38177,2.75,2.83475723188964,2.8653577019838514,-0.0306004700942117,-0.012228630694631957
AXU,2021-06-17,2.71,2.73,2.7,2.71,41696,2.71,2.850167637687756,2.87458631814256,-0.0244186804548038,-0.007635670844737121
AXU,2021-06-16,2.8,2.82,2.8,2.8099,6274,2.8099,2.875652662721893,2.887753223593964,-0.0121005608720707,-0.003439918442220318
AXU,2021-06-15,2.8,2.82,2.8,2.82,3469,2.82,2.8876076923076925,2.893981481481481,-0.0063737891737889,-0.0012747578347577005
AXU,2021-06-14,2.88,2.9,2.88,2.8999,20524,2.8999,2.8999,2.8999,0.0,0.0
