Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-07-02,4.37,4.37,4.301,4.301,4398,4.301,4.2968131715648585,4.445225830020775,-0.148412658455916,-0.18945626327544185
ADAP,2021-07-01,4.27,4.27,4.27,4.27,2386,4.27,4.296051930031196,4.456763896422436,-0.1607119663912399,-0.1997171644803231
ADAP,2021-06-30,4.4,4.4,4.39,4.39,6200,4.39,4.300788644582323,4.471705008136231,-0.1709163635539079,-0.20946846400259383
ADAP,2021-06-29,4.38,4.38,4.3,4.33,12007,4.33,4.284568398142746,4.47824140878713,-0.1936730106443844,-0.2191064891147653
ADAP,2021-06-28,4.35,4.354,4.33,4.354,4866,4.354,4.276308106895972,4.4901007214901005,-0.2137926145941282,-0.2254648587323605
ADAP,2021-06-25,4.32,4.35,4.32,4.35,2865,4.35,4.262182308149785,4.500988779209309,-0.2388064710595241,-0.22838291976691855
ADAP,2021-06-24,4.15,4.2,4.15,4.195,8560,4.195,4.2462154550861095,4.513067881546054,-0.2668524264599448,-0.22577703194376714
ADAP,2021-06-23,3.9,3.9,3.898,3.898,22432,3.898,4.255527356010857,4.538513312069739,-0.2829859560588819,-0.2155081833147227
ADAP,2021-06-22,3.91,3.95,3.91,3.95,6448,3.95,4.320532329831012,4.589754377035319,-0.2692220472043063,-0.1986387401286829
ADAP,2021-06-21,3.99,4.01,3.99,4.01,15823,4.01,4.387901844345742,4.640934727198144,-0.253032882852402,-0.18099291335977702
ADAP,2021-06-18,4.16,4.19,4.11,4.11,12974,4.11,4.456611270590423,4.691409505373995,-0.2347982347835726,-0.16298292098662076
ADAP,2021-06-17,4.0,4.0,3.96,4.0,25227,4.0,4.519631501606863,4.737922265803915,-0.2182907641970519,-0.14502909253738278
ADAP,2021-06-16,4.07,4.16,4.07,4.15,14256,4.15,4.614109956444475,4.796956047068229,-0.1828460906237543,-0.12671367462246547
ADAP,2021-06-15,4.48,4.5289,4.48,4.5289,2211,4.5289,4.698493584888925,4.848712530833687,-0.1502189459447622,-0.11268057062214323
ADAP,2021-06-14,4.46,4.48,4.45,4.45,10033,4.45,4.729328782141457,4.874297533300382,-0.1449687511589248,-0.10329597679148847
ADAP,2021-06-11,4.65,4.66,4.6,4.61,6443,4.61,4.780115833439903,4.908241335964412,-0.1281255025245089,-0.09287778319962937
ADAP,2021-06-10,4.6,4.62,4.57,4.58,10116,4.58,4.811045984974431,4.932100642841565,-0.1210546578671341,-0.08406585336840948
ADAP,2021-06-09,4.71,4.71,4.7,4.7,6090,4.7,4.853054345878873,4.96026869426889,-0.1072143483900163,-0.07481865224372831
ADAP,2021-06-08,4.7,4.7,4.7,4.7,11495,4.7,4.880882408765941,4.981090189810401,-0.1002077810444603,-0.06671972820715631
ADAP,2021-06-07,4.75,4.75,4.75,4.75,8270,4.75,4.913770119450658,5.003577404995234,-0.0898072855445759,-0.058347714997830286
ADAP,2021-06-04,4.74,4.765,4.74,4.765,9414,4.765,4.943546504805323,5.023863597394852,-0.0803170925895289,-0.05048282236114386
ADAP,2021-06-03,4.79,4.85,4.79,4.82,10736,4.82,4.976009505679019,5.04457268518644,-0.0685631795074206,-0.043024254804047604
ADAP,2021-06-02,4.85,4.88,4.85,4.85,10539,4.85,5.004374870347931,5.062538500001355,-0.058163629653424,-0.03663952362820434
ADAP,2021-06-01,5.04,5.04,5.005,5.005,9752,5.005,5.0324430285930095,5.079541580001464,-0.047098551408454,-0.031258497121899424
ADAP,2021-06-01,5.04,5.04,5.005,5.005,9752,5.005,5.037432670155376,5.085504906401581,-0.0480722362462051,-0.027298483550260755
ADAP,2021-05-28,4.94,4.97,4.9026,4.9026,20625,4.9026,5.043329519274535,5.091945298913708,-0.0486157796391726,-0.022105045376274876
ADAP,2021-05-27,5.02,5.02,5.02,5.02,2474,5.02,5.068916704597179,5.107092922826805,-0.0381762182296263,-0.015477361810550434
ADAP,2021-05-26,4.84,4.92,4.84,4.85,5735,4.85,5.077810650887574,5.114060356652949,-0.0362497057653747,-0.009802647705781454
ADAP,2021-05-25,4.95,4.95,4.94,4.95,8380,4.95,5.11923076923077,5.135185185185185,-0.0159544159544156,-0.0031908831908831203
ADAP,2021-05-24,5.17,5.17,5.15,5.15,5179,5.15,5.15,5.15,0.0,0.0
