Symbol,Date,Open,High,Low,Close,Volume,GALT SMA,GALT spanTwelveEMA,GALT spanTwntySixEMA,GALT_x,GALT_y
GALT,2021-07-02,3.27,3.36,3.27,3.3,1343,3.3,3.3930182604235237,3.5801938952233634,-0.1871756347998401,-0.19544838103935508
GALT,2021-07-01,3.21,3.2117,3.21,3.2117,5835,3.2117,3.4099306714096187,3.6026094068412324,-0.1926787354316137,-0.19751656759923392
GALT,2021-06-30,3.51,3.51,3.4,3.4,8358,3.4,3.4459726116659133,3.633882159388531,-0.1879095477226178,-0.19872602564113892
GALT,2021-06-29,3.53,3.53,3.46,3.461,11808,3.461,3.454331268332443,3.652592732139613,-0.19826146380717,-0.20143014512076918
GALT,2021-06-28,3.45,3.46,3.45,3.46,3892,3.46,3.4531187716656144,3.667920150710782,-0.2148013790451677,-0.20222231544916894
GALT,2021-06-25,3.37,3.37,3.37,3.37,3502,3.37,3.451867639241181,3.684553762767645,-0.2326861235264639,-0.1990775495501692
GALT,2021-06-24,3.27,3.285,3.27,3.285,3238,3.285,3.4667526645577595,3.7097180637890568,-0.2429653992312972,-0.1906754060560955
GALT,2021-06-23,3.28,3.28,3.271,3.278,2313,3.278,3.499798603568261,3.7436955088921815,-0.2438969053239206,-0.17760290776229506
GALT,2021-06-22,3.13,3.145,3.13,3.145,3657,3.145,3.540125622398854,3.780951149603556,-0.2408255272047021,-0.16102940837188867
GALT,2021-06-21,3.14,3.14,3.0616,3.102,12803,3.102,3.611966644653191,3.831827241571841,-0.2198605969186498,-0.1410803786636853
GALT,2021-06-18,3.3,3.3,3.3,3.3,39000,3.3,3.704687852771953,3.890213420897588,-0.1855255681256351,-0.12138532409994417
GALT,2021-06-17,3.47,3.47,3.47,3.47,2390,3.47,3.7782674623668537,3.937430494569395,-0.1591630322025414,-0.10535026309352141
GALT,2021-06-16,3.46,3.48,3.45,3.45,9411,3.45,3.8343160918881,3.974824934134947,-0.1405088422468474,-0.09189707081626639
GALT,2021-06-15,3.63,3.67,3.63,3.67,10470,3.67,3.904191744958663,4.016810928865743,-0.1126191839070798,-0.07974412795862122
GALT,2021-06-14,3.7,3.745,3.7,3.745,4276,3.745,3.9467720622238742,4.044555803175003,-0.0977837409511281,-0.07152536397150656
GALT,2021-06-11,3.79,3.82,3.79,3.8,2738,3.8,3.983457891719124,4.068520267429003,-0.0850623757098785,-0.06496076972660104
GALT,2021-06-10,3.88,3.88,3.88,3.88,1730,3.88,4.016813872031692,4.090001888823323,-0.0731880167916312,-0.05993536823078156
GALT,2021-06-09,4.05,4.05,4.0058,4.0388,6608,4.0388,4.041689121491999,4.106802039929189,-0.0651129184371894,-0.056622206090569144
GALT,2021-06-08,3.97,3.98,3.9597,3.98,4526,3.98,4.042214416308727,4.112242203123524,-0.0700277868147978,-0.054499528003914055
GALT,2021-06-07,3.88,3.89,3.88,3.89,1266,3.89,4.053526128364859,4.122821579373406,-0.0692954510085472,-0.05061746330119311
GALT,2021-06-04,4.02,4.02,4.02,4.02,2275,4.02,4.083258151703924,4.141447305723278,-0.0581891540193542,-0.04594796637435456
GALT,2021-06-03,4.0,4.045,4.0,4.045,4146,4.045,4.09475963383191,4.15116309018114,-0.0564034563492299,-0.04288766946310465
GALT,2021-06-02,4.02,4.02,4.02,4.02,3209,4.02,4.103806839983166,4.159656137395632,-0.0558492974124655,-0.03950872274157333
GALT,2021-06-01,3.99,4.08,3.99,4.08,5647,4.08,4.119044447252833,4.170828628387282,-0.0517841811344492,-0.03542357907385026
GALT,2021-06-01,3.99,4.08,3.99,4.08,5647,4.08,4.126143437662439,4.178094918658265,-0.0519514809958261,-0.031333428558700506
GALT,2021-05-28,4.07,4.0931,4.07,4.0931,2308,4.0931,4.1345331536010645,4.185942512150926,-0.0514093585498613,-0.026178915449419093
GALT,2021-05-27,4.1,4.1,4.075,4.075,4334,4.075,4.142066454255803,4.193369913123,-0.0513034588671965,-0.019871304674308515
GALT,2021-05-26,3.82,3.82,3.78,3.78,11266,3.78,4.154260355029586,4.20283950617284,-0.0485791511432536,-0.0120132661260865
GALT,2021-05-25,4.03,4.07,4.03,4.07,6381,4.07,4.222307692307693,4.236666666666666,-0.0143589743589735,-0.0028717948717947197
GALT,2021-05-24,4.26,4.26,4.25,4.25,7877,4.25,4.25,4.25,0.0,0.0
