Symbol,Date,Open,High,Low,Close,Volume,EGTYF SMA,EGTYF spanTwelveEMA,EGTYF spanTwntySixEMA,EGTYF_x,EGTYF_y
EGTYF,2020-11-16,0.122,0.122,0.122,0.122,10000,0.122,0.1207471800565486,0.1194455176386446,0.0013016624179040118,0.00055923489156544
EGTYF,2020-11-16,0.122,0.122,0.122,0.122,10000,0.122,0.12051939461228472,0.11924115904973615,0.001278235562548552,0.0003736280099808004
EGTYF,2020-11-11,0.1275,0.1275,0.1275,0.1275,5000,0.1275,0.1202501936327001,0.11902045177371505,0.0012297418589850562,0.00014747612183885556
EGTYF,2020-11-16,0.122,0.122,0.122,0.122,10000,0.122,0.11893204702046375,0.11834208791561225,0.0005899591048515035,-0.00012309031244769463
EGTYF,2020-11-09,0.12,0.1365,0.12,0.1312,16390,0.13119999999999998,0.1183742373878208,0.11804945494886122,0.0003247824389595727,-0.00030135266677249416
EGTYF,2020-11-06,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,4500,0.11199999999999996,0.11604228054924275,0.11699741134477012,-0.0009551307955273648,-0.0004578864432055109
EGTYF,2020-11-16,0.122,0.122,0.122,0.122,10000,0.12199999999999996,0.11677724064910508,0.11739720425235176,-0.0006199636032466621,-0.00033357535512504397
EGTYF,2020-11-04,0.1091,0.1091,0.1091,0.1091,1000,0.10909999999999996,0.11582764803985145,0.11702898059253987,-0.0012013325526884222,-0.0002619782930946359
EGTYF,2020-11-16,0.122,0.122,0.122,0.122,10000,0.12199999999999996,0.11705085677436992,0.11766329903994308,-0.0006124422655731653,-2.7139728196189314e-05
EGTYF,2020-11-02,0.11,0.11,0.11,0.11,3000,0.11,0.11615101255152807,0.11731636296313852,-0.0011653504116104494,0.00011918590614805124
EGTYF,2020-10-30,0.12216700000000001,0.12216700000000001,0.12216700000000001,0.12216700000000001,620,0.12216700000000001,0.11726937846998772,0.1179016720001896,-0.0006322935302018884,0.00044031998558767646
EGTYF,2020-10-29,0.105,0.105,0.105,0.105,100,0.105,0.11637890182816728,0.11756044576020475,-0.0011815439320374682,0.0007084733645350642
EGTYF,2020-10-28,0.114,0.1179,0.114,0.1179,3400,0.1179,0.11844779306965225,0.11856528142102114,-0.00011748835136889124,0.0011809776886781973
EGTYF,2020-10-27,0.1095,0.1095,0.1095,0.1095,100,0.1095,0.11854739180958902,0.11861850393470286,-7.111212511382026e-05,0.0015055941986899693
EGTYF,2020-10-26,0.11641300000000004,0.11641300000000004,0.11641300000000004,0.11641300000000004,424,0.11641300000000003,0.12019237213860523,0.11934798424947908,0.0008443878891261497,0.0018997707796409202
EGTYF,2020-10-23,0.115,0.115,0.115,0.115,8000,0.115,0.12087953070926072,0.1195827829894374,0.0012967477198233268,0.0021636165022696128
EGTYF,2020-10-22,0.11895,0.11895,0.11895,0.11895,10000,0.11895,0.12194853629276264,0.11994940562859238,0.001999130664170276,0.002380333697881188
EGTYF,2020-10-21,0.11900000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,1000,0.119,0.1224937247096286,0.12002935807887978,0.002464366630748824,0.002475634456308919
EGTYF,2020-10-20,0.1268,0.1269,0.1268,0.1269,1900,0.1269,0.12312894738410655,0.12011170672519016,0.003017240658916384,0.0024784514126989427
