Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-11-13,2.52,2.57,2.45,2.5601,133466,2.5601,2.5028872742591286,2.5786609291414924,-0.07577365488236376,-0.08105618191601395
GLOG,2020-11-12,2.56,2.56,2.48,2.5,118208,2.5000000000000004,2.492484960488061,2.580145803472812,-0.08766084298475052,-0.0823768136744265
GLOG,2020-11-11,2.61,2.61,2.47,2.545,123659,2.545,2.491118589667709,2.5865574677506364,-0.09543887808292784,-0.08105580634684525
GLOG,2020-11-10,2.51,2.53,2.4,2.41,255460,2.41,2.481321969607293,2.589882065170688,-0.1085600955633952,-0.07746003841282473
GLOG,2020-11-09,2.4,2.6183,2.37,2.45,522335,2.45,2.494289600444982,2.6042726303843424,-0.10998302993936047,-0.0696850241251821
GLOG,2020-11-06,2.32,2.35,2.3,2.319,159876,2.319,2.5023422550713423,2.616614440815089,-0.1142721857437472,-0.05961052267163749
GLOG,2020-11-05,2.32,2.32,2.27,2.29,143280,2.29,2.5356772105388594,2.6404235960802964,-0.10474638554143699,-0.045945106903610165
GLOG,2020-11-04,2.39,2.39,2.3,2.35,152027,2.3500000000000005,2.5803457942731978,2.66845748376672,-0.08811168949352233,-0.03124478724415345
GLOG,2020-11-03,2.45,2.465,2.43,2.435,100006,2.435,2.622226847777416,2.6939340824680578,-0.071707234690642,-0.01702806168181123
GLOG,2020-11-02,2.4,2.45,2.37,2.3968,83417,2.3968,2.656268092827855,2.7146488090655025,-0.05838071623764751,-0.0033582684296036454
GLOG,2020-10-30,2.51,2.54,2.42,2.465,79440,2.464999999999999,2.7034441097056465,2.7400767137907427,-0.036632604085096165,0.010397343522407322
GLOG,2020-10-29,2.53,2.5364,2.43,2.48,152602,2.4799999999999978,2.7467975841975827,2.7620828508940023,-0.01528526669641961,0.022154830424283192
GLOG,2020-10-28,2.59,2.66,2.5653,2.585,170888,2.5849999999999977,2.7953062358698704,2.7846494789655223,0.010656756904348086,0.03151485470445889
GLOG,2020-10-27,2.7,2.7433,2.67,2.69,60764,2.6899999999999986,2.8335437333007563,2.800621437282764,0.03292229601799157,0.03672937915448659
GLOG,2020-10-26,2.87,2.87,2.78,2.78,76071,2.779999999999999,2.8596425939008934,2.809471152265385,0.050171441635507914,0.03768114993861012
GLOG,2020-10-23,3.0,3.06,2.9899,3.01,108814,3.01,2.874123065519238,2.8118288444466164,0.062294221072621614,0.034558577014385555
GLOG,2020-10-22,2.96,3.0,2.94,2.975,66116,2.975,2.8494181683409177,2.7959751520023457,0.0534430163385724,0.027624665999826534
GLOG,2020-10-21,2.95,3.03,2.93,3.02,72666,3.0199999999999987,2.8265851080392665,2.7816531641625333,0.04493194387673327,0.021170078415140174
GLOG,2020-10-20,2.8,2.9,2.8,2.8815,91568,2.8814999999999986,2.7914187640464054,2.7625854172955364,0.028833346750869907,0.0152296120497419
GLOG,2020-10-19,2.87,2.87,2.8,2.83,51773,2.8299999999999987,2.775040357509389,2.7530722506791796,0.021968106830209774,0.01182867837446012
GLOG,2020-10-16,2.85,2.86,2.77,2.85,103912,2.85,2.7650476952383687,2.746918030733513,0.018129664504855203,0.009293821260522816
GLOG,2020-10-15,2.72,2.8,2.6882,2.7915,84281,2.7915,2.7496018216453444,2.7386714731921944,0.010930348453149996,0.007084860449439609
GLOG,2020-10-14,2.75,2.8,2.75,2.7602,39743,2.7602,2.7419839710354066,2.7344451910475702,0.007538779987837252,0.006123488448512012
GLOG,2020-10-13,2.75,2.7999,2.72,2.735,50111,2.7350000000000003,2.7386719657691168,2.732384806331375,0.006287159437742051,0.005769665563680923
GLOG,2020-10-12,2.79,2.8309,2.75,2.76,100086,2.76,2.7393395959089566,2.7321755908378846,0.007164005071071511,0.005640292095165751
GLOG,2020-11-16,2.74,2.79,2.68,2.72,235693,2.7200000000000006,2.7355831588014943,2.7299496381049164,0.005633520696578298,0.0052593638511892
GLOG,2020-11-16,2.74,2.79,2.68,2.72,235693,2.720000000000001,2.7384164604017656,2.7307456091533093,0.007670851248456234,0.005165824639842037
GLOG,2020-10-07,2.77,2.8178,2.74,2.76,35190,2.76,2.741764907747541,2.7316052578855743,0.010159649861967155,0.004539567987688488
GLOG,2020-11-16,2.74,2.79,2.68,2.72,235693,2.7200000000000006,2.7384494364289123,2.72933367851642,0.009115757912492306,0.003134547519118931
GLOG,2020-10-05,2.85,2.94,2.85,2.8799,72015,2.879900000000001,2.7418038794159867,2.7300803727977336,0.0117235066182535,0.0016392449207755873
GLOG,2020-11-16,2.74,2.79,2.68,2.72,235693,2.7200000000000006,2.716695493855257,2.7180948026215517,-0.0013993087662949044,-0.0008818205035937795
GLOG,2020-11-16,2.74,2.79,2.68,2.72,235693,2.720000000000001,2.716094674556213,2.7179423868312758,-0.0018477122750630848,-0.0007524484379186092
GLOG,2020-09-30,2.61,2.6943,2.61,2.69,69690,2.6900000000000013,2.7153846153846155,2.7177777777777785,-0.0023931623931625623,-0.0004786324786326013
GLOG,2020-11-16,2.74,2.79,2.68,2.72,235693,2.720000000000001,2.72,2.72,0.0,0.0
GLOG,2020-11-16,2.74,2.79,2.68,2.72,235693,2.720000000000001,2.72,2.72,0.0,0.0
