Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-06-17,5.62,5.67,5.55,5.67,6131,5.67,6.275197020706865,6.59095942177838,-0.315762401071515,-0.2537864074475574
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.385232842653568,6.66463617552065,-0.2794033328670826,-0.238292409041568
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.48618426859058,6.731407069562302,-0.2452228009717219,-0.22801467808518933
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.570945044697958,6.788319635127285,-0.2173745904293271,-0.22371264736355617
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.627462325552132,6.830577205937468,-0.2031148803853355,-0.2252971615971134
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.705182748379793,6.881023382412465,-0.1758406340326725,-0.23084273190005786
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.724306884448846,6.903505253005462,-0.1791983685566158,-0.24459325636690415
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.727162681621364,6.919097673245899,-0.1919349916245352,-0.2609419783194762
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.693919532825248,6.919825487105571,-0.2259059542803232,-0.27819372499321143
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.709177629702566,6.944611526074017,-0.2354338963714513,-0.29126566767143347
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.747209926012124,6.980180448159938,-0.2329705221478146,-0.305223610496429
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.759429912559782,7.004194884012733,-0.2447649714529509,-0.3232868825835825
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.719326260297924,7.0061304747337525,-0.2868042144358282,-0.3429173603662404
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.6901128530793645,7.016220912712453,-0.3261080596330883,-0.3569456468488434
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.6555879172756125,7.027118585729449,-0.3715306684538362,-0.3646550436527821
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.660240265871179,7.058888072587804,-0.3986478067166246,-0.36293613745251857
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.731193041484121,7.121999118394828,-0.3908060769107067,-0.354008220136492
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546,6.57,6.77322813993578,7.171759047866414,-0.3985309079306338,-0.34480875594293836
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107,6.7,6.810178710833194,7.219899771695727,-0.409721060862533,-0.3313782179460145
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506,6.8829,6.830211203711956,7.261491753431385,-0.4312805497194292,-0.3117925072168849
EGLX,2021-05-20,6.3,6.35,6.3,6.35,3588,6.35,6.820631422568675,7.291779093705896,-0.4711476711372215,-0.2819204965912488
EGLX,2021-05-19,5.79,5.79,5.75,5.78,4983,5.78,6.906200772126615,7.367121421202367,-0.460920649075752,-0.2346137029547556
EGLX,2021-05-18,5.86,6.02,5.86,5.99,16342,5.99,7.110964548876908,7.494091134898556,-0.3831265860216479,-0.17803696642450645
EGLX,2021-05-17,6.39,6.39,6.34,6.3619,6832,6.3619,7.314776285036347,7.614418425690441,-0.2996421406540941,-0.1267645615252211
EGLX,2021-05-14,6.35,6.56,6.26,6.5199,15413,6.5199,7.488026518679318,7.714619899745676,-0.2265933810663583,-0.08354516674300283
EGLX,2021-05-13,7.25,7.25,6.95,6.9747,23786,6.9747,7.664049522075558,7.810197491725329,-0.1461479696497711,-0.047783113162163965
EGLX,2021-05-12,7.51,7.51,7.4178,7.45,11503,7.45,7.789385798816569,7.877037291063356,-0.0876514922467874,-0.023191899040262164
EGLX,2021-05-11,7.4,7.4,6.87,6.91,69149,6.91,7.851092307692308,7.911200274348424,-0.0601079666561163,-0.007077000738630837
EGLX,2021-05-10,8.41,8.41,8.3,8.35,17626,8.35,8.0222,7.991296296296297,0.0309037037037027,0.006180740740740554
EGLX,2021-05-07,8.05,8.05,7.9626,7.9626,6435,7.9626,7.9626,7.9626,0.0,0.0
