Symbol,Date,Open,High,Low,Close,Volume,VBIV SMA,VBIV spanTwelveEMA,VBIV spanTwntySixEMA,VBIV_x,VBIV_y
VBIV,2021-06-17,3.9,3.9,3.86,3.86,15588,3.86,3.757591200825874,3.473082324969836,0.2845088758560377,0.2507603594492118
VBIV,2021-06-16,3.94,3.96,3.94,3.95,44056,3.95,3.7389714191578514,3.442128910967423,0.2968425081904282,0.24232323034750533
VBIV,2021-06-15,4.0979,4.13,4.0979,4.125,34657,4.125,3.7006025862774607,3.4014992238448167,0.299103362432644,0.22869341088677458
VBIV,2021-06-14,3.91,3.95,3.91,3.93,118668,3.93,3.62343942014609,3.343619161752402,0.2798202583936882,0.2110909230003072
VBIV,2021-06-11,4.11,4.11,4.06,4.06,37218,4.06,3.5677011328999244,3.296708694692594,0.2709924382073305,0.19390858915196196
VBIV,2021-06-10,3.91,3.92,3.88,3.8962,40237,3.8962,3.478192247972638,3.2356453902680014,0.2425468577046365,0.1746376268881198
VBIV,2021-06-09,3.99,4.05,3.96,4.01,196407,4.01,3.4021908385131177,3.1828010214894418,0.2193898170236758,0.15766031918399057
VBIV,2021-06-08,3.62,3.65,3.57,3.65,196611,3.65,3.2916800818791394,3.116625103208597,0.1750549786705422,0.14222794472406922
VBIV,2021-06-07,3.26,3.32,3.26,3.2811,26103,3.2811,3.226531005857165,3.0739551114652848,0.1525758943918802,0.13402118623745096
VBIV,2021-06-04,3.35,3.36,3.35,3.3599,27365,3.3599,3.216609370558468,3.0573835203825075,0.1592258501759604,0.12938250919884364
VBIV,2021-06-03,3.45,3.4642,3.44,3.45,55629,3.45,3.190556528841826,3.033182202013108,0.1573743268287182,0.12192167395456444
VBIV,2021-06-02,3.35,3.35,3.33,3.34,6552,3.34,3.143384988631249,2.9998367781741564,0.1435482104570926,0.11305851073602607
VBIV,2021-06-01,3.25,3.2518,3.23,3.23,30380,3.23,3.107636804746021,2.972623720428089,0.135013084317932,0.10543608580575942
VBIV,2021-06-01,3.25,3.2518,3.23,3.23,30380,3.23,3.0853889510634795,2.952033618062337,0.133355333001143,0.09804183617771627
VBIV,2021-05-28,3.34,3.34,3.3,3.3,31068,3.3,3.059096033075021,2.929796307507324,0.1292997255676975,0.08921346197185968
VBIV,2021-05-27,3.21,3.21,3.19,3.2009,27253,3.2009,3.0152953118159345,2.900180012107909,0.1151152997080249,0.07919189607290032
VBIV,2021-05-26,3.05,3.05,3.02,3.02,39828,3.02,2.981549004873377,2.8761224130765424,0.1054265917968346,0.07021104516411907
VBIV,2021-05-25,3.11,3.115,3.09,3.1,67906,3.1,2.9745579148503545,2.8646122061226658,0.1099457087276887,0.061407158505940154
VBIV,2021-05-24,3.21,3.25,3.21,3.21,42940,3.21,2.951750263004964,2.8457811826124786,0.1059690803924855,0.04927252095050301
VBIV,2021-05-21,3.22,3.24,3.21,3.24,59823,3.24,2.904795765369503,2.816643677221477,0.0881520881480257,0.035098381090007374
VBIV,2021-05-20,3.08,3.08,3.06,3.07,27249,3.07,2.843849540891231,2.782775171399195,0.0610743694920361,0.021834954325502774
VBIV,2021-05-19,2.99,3.04,2.97,2.98,40987,2.98,2.8027312755987275,2.7597971851111307,0.0429340904875967,0.012025100533869428
VBIV,2021-05-18,2.9708,2.99,2.96,2.98,65151,2.98,2.77050059843486,2.742180959920021,0.0283196385148389,0.00429785304543759
VBIV,2021-05-17,2.8679,2.9,2.82,2.8389,58322,2.8389,2.732409798150289,2.7231554367136224,0.0092543614366666,-0.0017075933219127598
VBIV,2021-05-14,2.6846,2.74,2.68,2.71,40708,2.71,2.713047943268524,2.713895871650712,-0.0008479283821882,-0.004448082011557623
VBIV,2021-05-13,2.86,2.89,2.84,2.87,53681,2.87,2.713602114771892,2.714207541382769,-0.000605426610877,-0.00534812041890007
VBIV,2021-05-12,2.73,2.73,2.69,2.71,40572,2.71,2.685166135639508,2.7017441446933903,-0.016578009053882,-0.006533793870905828
VBIV,2021-05-11,2.54,2.5431,2.45,2.46,176272,2.46,2.6806508875739645,2.701083676268861,-0.0204327886948969,-0.004022740075161657
VBIV,2021-05-10,2.75,2.77,2.7222,2.725,67343,2.725,2.7207692307692306,2.7203703703703703,0.0003988603988602,7.97720797720558e-05
VBIV,2021-05-07,2.6892,2.72,2.66,2.72,77497,2.72,2.72,2.72,0.0,0.0
