Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA,AGEN spanTwelveEMA,AGEN spanTwntySixEMA,AGEN_x,AGEN_y
AGEN,2021-06-17,5.21,5.21,5.14,5.16,139477,5.16,4.803786922828423,4.362113649481791,0.4416732733466322,0.3992344302331944
AGEN,2021-06-16,5.04,5.08,5.0,5.08,22217,5.08,4.739020908797228,4.298282741440334,0.4407381673568933,0.3886247194548349
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.677024710396723,4.235745360755561,0.441279349641162,0.3755963574793203
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.598029203196127,4.165684989616006,0.4323442135801212,0.35917560943885984
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.488579967413605,4.082939788785287,0.4056401786283183,0.3408834584035445
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.379230870579715,4.002374971888109,0.3768558986916055,0.3246942783473512
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.253309210685118,3.916820969639158,0.3364882410459602,0.3116538732612876
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.124819976264231,3.8333666472102905,0.2914533290539403,0.3054452813151194
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.062059971948637,3.782435978987114,0.2796239929615227,0.30894326938041416
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.060616330484752,3.759430857306084,0.3011854731786685,0.316273088485137
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.063255663300162,3.73649732589057,0.3267583374095921,0.3200449923117542
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.06384760208201,3.710617111961816,0.3532304901201941,0.3183666560372947
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.032728984278739,3.668666480918761,0.3640625033599778,0.3096506975165698
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,3.973225163238509,3.613359799392262,0.359865363846247,0.29604774605571765
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,3.902902465645511,3.553628583343643,0.3492738823018677,0.2800933416080853
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,3.8416120048537854,3.4987188700111345,0.3428931348426509,0.2627982064346396
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,3.782232369372656,3.4451603796120254,0.3370719897606302,0.24277447433263674
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,3.733547345622229,3.396773209980988,0.3367741356412415,0.21920009547563823
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,3.6780104993717257,3.345395066779467,0.3326154325922585,0.18980658543423762
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,3.5794669538029487,3.275426672121825,0.3040402816811238,0.15410437364473234
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,3.459188218130757,3.1981808058915706,0.2610074122391865,0.11662039663563448
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,3.31305880324544,3.113003270362896,0.2000555328825441,0.08052364273474645
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,4.1699,3.18816040383552,3.042043531991928,0.1461168718435921,0.050640670197797014
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496,3.25,3.009662295441978,2.9518150145512823,0.0578472808906957,0.026771619786348226
AGEN,2021-05-14,3.05,3.05,3.03,3.03,13973,3.03,2.9659645309768834,2.927960215715385,0.0380043152614986,0.01900270451026133
AGEN,2021-05-13,3.07,3.07,3.0521,3.07,13479,3.07,2.954321718427226,2.919797032972616,0.0345246854546101,0.014252301822452008
AGEN,2021-05-12,3.05,3.0768,3.05,3.0768,11371,3.0768,2.9332893035958123,2.907780795610425,0.0255085079853873,0.009184205914412574
AGEN,2021-05-11,2.89,2.8946,2.87,2.89,27180,2.89,2.907196449704142,2.894259259259259,0.0129371904448829,0.005103130396668867
AGEN,2021-05-10,3.05,3.0771,3.05,3.0771,40352,3.0771,2.910323076923077,2.8946,0.0157230769230771,0.003144615384615346
AGEN,2021-05-07,2.86,2.88,2.85,2.88,72176,2.88,2.88,2.88,0.0,0.0
