Symbol,Date,Open,High,Low,Close,Volume,ATOS SMA,ATOS spanTwelveEMA,ATOS spanTwntySixEMA,ATOS_x,ATOS_y
ATOS,2021-06-17,4.66,4.66,4.62,4.6377,73629,4.6377,4.488147490866886,3.9951722329835193,0.492975257883367,0.5166376475471848
ATOS,2021-06-16,4.64,4.67,4.625,4.6615,59104,4.6615,4.460956125569957,3.9437700116222008,0.5171861139477558,0.5225532449631393
ATOS,2021-06-15,4.63,4.66,4.57,4.6518,423818,4.6518,4.424493602946312,3.886351612551977,0.5381419903943354,0.5238950277169852
ATOS,2021-06-14,4.41,4.43,4.36,4.37,588454,4.37,4.383165167118369,3.825115741556135,0.5580494255622339,0.5203332870476475
ATOS,2021-06-11,4.48,4.49,4.2,4.2601,657517,4.2601,4.385558833867163,3.7815250008806256,0.6040338329865378,0.5109042524190008
ATOS,2021-06-10,4.15,4.3,4.14,4.2901,513394,4.2901,4.40836953093392,3.743239000951076,0.6651305299828447,0.4876218572771165
ATOS,2021-06-09,5.57,5.8,5.57,5.7869,608973,5.7869,4.429873082012815,3.6994901210271616,0.7303829609856534,0.4432446891006845
ATOS,2021-06-08,6.3,6.48,6.22,6.4799,549246,6.4799,4.183140915106054,3.532497330709335,0.6506435843967191,0.37146012112944227
ATOS,2021-06-07,4.9,4.97,4.9,4.97,261346,4.97,3.7655483542162456,3.296705117166081,0.468843237050164,0.3016642553126231
ATOS,2021-06-04,4.5453,4.59,4.5453,4.5797,181734,4.5797,3.546557145891927,3.162841526539368,0.383715619352559,0.25986950987823776
ATOS,2021-06-03,3.94,3.96,3.92,3.9501,139295,3.9501,3.3587129905995496,3.049492848662517,0.3092201419370326,0.2289079825096574
ATOS,2021-06-02,3.99,4.0,3.97,3.991,225175,3.991,3.2511880797994674,2.9774442765555182,0.2737438032439492,0.2088299426528136
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.116676821581189,2.89635981867996,0.2203170029012291,0.1926014775050297
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.0760726073232227,2.8608686041743567,0.215204003148866,0.18567259615597995
ATOS,2021-05-28,3.16,3.2,3.16,3.195,54406,3.195,3.0280858086547173,2.822538092508305,0.2055477161464121,0.17828974440775844
ATOS,2021-05-27,3.14,3.16,3.13,3.16,31109,3.16,2.997737773864666,2.7927411399089697,0.2049966339556963,0.1714752514730949
ATOS,2021-05-26,3.0,3.01,2.96,2.97,236770,2.97,2.968235550930969,2.7633604311016877,0.2048751198292815,0.16309490585244452
ATOS,2021-05-25,3.17,3.19,3.16,3.18,78568,3.18,2.967914742009327,2.746829265589822,0.2210854764195047,0.15264985235823536
ATOS,2021-05-24,3.24,3.26,3.23,3.238,77891,3.238,2.9293537860110224,2.712175606837008,0.2171781791740143,0.13554094634291802
ATOS,2021-05-21,3.26,3.3,3.26,3.29,55069,3.29,2.873236292558481,2.6701096553839685,0.2031266371745124,0.1151316381351439
ATOS,2021-05-20,3.27,3.27,3.24,3.25,29518,3.25,2.797461073023659,2.620518427814686,0.1769426452089728,0.09313288837530176
ATOS,2021-05-19,3.09,3.1,3.0,3.0113,422689,3.0113,2.7151812681188696,2.570159902039861,0.1450213660790087,0.07218044916688399
ATOS,2021-05-18,3.27,3.3,3.1804,3.2021,328889,3.2021,2.661341498685937,2.53486869420305,0.1264728044828871,0.0539702199388528
ATOS,2021-05-17,3.17,3.18,3.06,3.075,532580,3.075,2.5630217711742893,2.481490189739294,0.0815315814349952,0.03584457380284422
ATOS,2021-05-14,2.41,2.48,2.41,2.4344,87656,2.4344,2.4699348204787057,2.434009404918437,0.0359254155602681,0.02442282189480645
ATOS,2021-05-13,2.56,2.56,2.48,2.5099,125984,2.5099,2.476395696929379,2.4339781573119126,0.0424175396174666,0.0215471734784409
ATOS,2021-05-12,2.59,2.61,2.57,2.61,77573,2.61,2.4703040054619936,2.4279044098968656,0.0423995955651279,0.016329581943684467
ATOS,2021-05-11,2.65,2.65,2.535,2.565,258066,2.565,2.4449047337278107,2.413336762688614,0.031567971039196,0.00981207853832359
ATOS,2021-05-10,2.7019,2.71,2.65,2.655,174352,2.655,2.4230692307692308,2.401203703703704,0.0218655270655268,0.00437310541310536
ATOS,2021-05-07,2.35,2.39,2.3166,2.3809,88780,2.3809,2.3809,2.3809,0.0,0.0
