Symbol,Date,Open,High,Low,Close,Volume,ABEV SMA,ABEV spanTwelveEMA,ABEV spanTwntySixEMA,ABEV_x,ABEV_y
ABEV,2021-02-24,2.72,2.74,2.7,2.7,791010,2.7,2.7824770558055056,2.850086076686376,-0.06760902088086995,-0.059291702235141165
ABEV,2021-02-23,2.68,2.7,2.66,2.6919,3133800,2.6918999999999995,2.7974728841337795,2.862092962821285,-0.06462007868750598,-0.05721237257370885
ABEV,2021-02-22,2.68,2.73,2.65,2.71,5664671,2.7099999999999995,2.816667953976285,2.8757083998469883,-0.05904044587070345,-0.05536044604525967
ABEV,2021-02-19,2.75,2.79,2.74,2.79,1248013,2.79,2.8360621274265183,2.8889650718347477,-0.052902944408228965,-0.054440446088898725
ABEV,2021-02-18,2.79,2.81,2.78,2.805,2050888,2.8050000000000006,2.844437059685885,2.8968822775815277,-0.05244521789564205,-0.05482482150906605
ABEV,2021-02-17,2.86,2.88,2.84,2.845,914022,2.845,2.851607434174228,2.9042328597880496,-0.052625425613821435,-0.055419722412421824
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.8400000000000003,2.852808785842269,2.9089714885710936,-0.05616270272882407,-0.05611829661207191
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.84,2.8551376559954096,2.9144892076567808,-0.059351551661371175,-0.056107195082883754
ABEV,2021-02-12,2.77,2.79,2.76,2.78,2805146,2.78,2.857889957085484,2.920448344269323,-0.06255838718383933,-0.05529610593826189
ABEV,2021-02-11,2.82,2.865,2.82,2.835,2325471,2.8349999999999995,2.872051767464663,2.9316842118108686,-0.059632444346206175,-0.05348053562686753
ABEV,2021-02-10,2.82,2.82,2.79,2.8,1377002,2.8,2.878788452458238,2.9394189487557387,-0.06063049629750061,-0.05194255844703297
ABEV,2021-02-09,2.77,2.8,2.76,2.7788,3601691,2.7787999999999995,2.8931136256324628,2.950572464656198,-0.057458839023735386,-0.04977057398441606
ABEV,2021-02-08,2.82,2.85,2.81,2.8115,6155561,2.8114999999999988,2.9138979212020013,2.9643142618286937,-0.05041634062669287,-0.04784850772458622
ABEV,2021-02-05,2.94,2.97,2.94,2.945,1527800,2.944999999999999,2.9325157250569105,2.9765394027749896,-0.044023677718079135,-0.04720654949905967
ABEV,2021-02-04,2.92,2.93,2.8736,2.895,1829895,2.8949999999999987,2.93024585688544,2.9790625549969887,-0.04881669811154898,-0.048002267444304796
ABEV,2021-02-03,2.97,3.01,2.97,2.99,3071134,2.99,2.936654194500974,2.985787559396748,-0.04913336489577391,-0.047798659777493854
ABEV,2021-02-02,2.99,3.01,2.94,2.94,3167062,2.9399999999999995,2.9269549571375144,2.985450564148488,-0.05849560701097323,-0.04746498349792383
ABEV,2021-02-01,2.86,2.865,2.8,2.83,1464964,2.83,2.924583131162517,2.989086609280367,-0.06450347811784995,-0.04470732761966136
ABEV,2021-01-29,2.86,2.87,2.84,2.8589,2838726,2.8589,2.9417800641011564,3.0018135380227964,-0.06003347392163905,-0.039758289995114215
ABEV,2021-01-28,2.89,2.91,2.88,2.88,1472697,2.88,2.9568491666650027,3.0132466210646194,-0.05639745439961619,-0.03468949401348278
ABEV,2021-01-27,2.87,2.89,2.84,2.89,3155612,2.89,2.970821742422277,3.023906350749788,-0.05308460832751205,-0.029262503916949317
ABEV,2021-01-26,2.9,2.93,2.9,2.92,3689753,2.9199999999999995,2.9855166046808725,3.034618858809772,-0.04910225412889968,-0.023306977814308856
ABEV,2021-01-25,2.83,2.8301,2.79,2.795,1531049,2.795,2.9974287146228487,3.0437883675145536,-0.04635965289170496,-0.01685815873566126
ABEV,2021-01-22,2.87,2.9,2.84,2.84,4417648,2.84,3.0342339354633667,3.063691436915718,-0.029457501452351043,-0.009482785196650334
ABEV,2021-01-21,3.05,3.05,2.99,2.995,1514521,2.995,3.0695491964567068,3.0815867518689752,-0.012037555412268476,-0.004489106132725044
ABEV,2021-01-20,3.1,3.1,3.0701,3.09,1501677,3.09,3.083103595812472,3.088513692018493,-0.0054100962060217314,-0.002601993812839187
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0818497041420123,3.0883947873799733,-0.0065450832379609905,-0.0018999682145437726
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0878769230769234,3.0915703703703707,-0.0036934472934473375,-0.0007386894586894678
ABEV,2021-01-15,3.1,3.11,3.0719,3.095,2291837,3.0950000000000006,3.095,3.095,0.0,0.0
