Symbol,Date,Open,High,Low,Close,Volume,RYCEF SMA,RYCEF spanTwelveEMA,RYCEF spanTwntySixEMA,RYCEF_x,RYCEF_y
RYCEF,2020-11-18,1.38,1.38,1.36,1.3605,30390,1.3605,1.365921469598242,1.5595722649525097,-0.19365079535426769,-0.2002183368544496
RYCEF,2020-11-17,1.36,1.36,1.31,1.33,77565,1.33,1.3669071913433768,1.5754980461487105,-0.20859085480533346,-0.20186022222949507
RYCEF,2020-11-16,1.33,1.38,1.33,1.34,239358,1.34,1.3736175897694454,1.5951378898406072,-0.22152030007116186,-0.20017756408553541
RYCEF,2020-11-13,1.24,1.24,1.22,1.24,100064,1.24,1.3797298788184356,1.615548921027856,-0.2358190422094204,-0.19484188008912878
RYCEF,2020-11-12,1.22,1.22,1.18,1.21,130092,1.2100000000000002,1.4051353113308784,1.6455928347100843,-0.2404575233792059,-0.18459758955905586
RYCEF,2020-11-11,1.37,1.37,1.3,1.32,120127,1.3200000000000005,1.4406144588455836,1.680440261486891,-0.23982580264130735,-0.17063260610401834
RYCEF,2020-11-10,1.47,1.53,1.47,1.515,96649,1.515,1.4625443604538717,1.7092754824058425,-0.2467311219519708,-0.15333430696969608
RYCEF,2020-11-09,1.35,1.48,1.35,1.47,193057,1.47,1.4530069714454847,1.7248175209983097,-0.2718105495528249,-0.12998510322412737
RYCEF,2020-11-06,0.925,0.925,0.8935,0.91,59422,0.91,1.4499173298901185,1.7452029226781745,-0.29528559278805605,-0.09452874164195299
RYCEF,2020-11-05,1.06,1.06,0.9501,0.98,125620,0.98,1.5480841171428674,1.8120191564924284,-0.263935039349561,-0.04433952885542724
RYCEF,2020-11-04,1.06,1.07,1.055,1.065,15390,1.065,1.6513721384415705,1.8785806890118224,-0.2272085505702521,0.010559348768106193
RYCEF,2020-11-03,1.05,1.05,1.015,1.04,32575,1.04,1.7579852545218562,1.9436671441327684,-0.18568188961091225,0.07000132360269572
RYCEF,2020-11-02,0.965,0.965,0.92,0.94,52336,0.94,1.8885280280712848,2.01596051566339,-0.12743248759210535,0.1339221269060977
RYCEF,2020-10-30,0.95,0.95,0.9158,0.93,29801,0.9300000000000002,2.060987669538791,2.102037356916461,-0.041049687377670015,0.19926078053064838
RYCEF,2020-10-29,0.9931,1.01,0.96525,1.0,216647,1.0,2.2666217912731166,2.1958003454697783,0.07082144580333871,0.25933839750772797
RYCEF,2020-10-28,1.14,1.14,1.08,1.12,174120,1.12,2.496916662413684,2.29146437310736,0.20545228930632356,0.3064676354338254
RYCEF,2020-10-27,2.83,2.94,2.83,2.83,24515,2.83,2.747265146488899,2.3851815229559494,0.36208362353294987,0.3317214719657007
RYCEF,2020-10-26,3.02,3.16,3.0,3.13,32868,3.13,2.732222445850517,2.3495960447924253,0.38262640105809176,0.3241309340738885
RYCEF,2020-10-23,3.04,3.09,3.04,3.04,8361,3.04,2.6598992541869753,2.2871637283758197,0.3727355258111555,0.3095070673278376
RYCEF,2020-10-22,2.925,2.93,2.9,2.9,10025,2.8999999999999995,2.590790027675516,2.226936826645885,0.3638532010296309,0.2936999527070081
RYCEF,2020-10-21,2.93,2.98,2.93,2.98,3470,2.979999999999998,2.5345700327074274,2.173091772777556,0.3614782599298718,0.2761616406263524
RYCEF,2020-10-20,2.86,3.0,2.86,3.0,15647,2.9999999999999987,2.45358276592696,2.10853911459976,0.34504365132720016,0.25483248580047263
RYCEF,2020-10-19,2.83,2.9,2.8,2.8,13290,2.799999999999999,2.35423417791368,2.0372222437677405,0.31701193414593964,0.23227969441879076
RYCEF,2020-10-16,2.83,2.83,2.74,2.77,13900,2.7699999999999987,2.2731858466252586,1.97620002326916,0.2969858233560989,0.21109663448700353
RYCEF,2020-10-15,2.37,2.37,2.37,2.37,3200,2.3699999999999988,2.182856000557124,1.9126960251306924,0.27015997542643144,0.18962433726972977
RYCEF,2020-10-14,2.35,2.38,2.34,2.34,6385,2.339999999999999,2.148829818840237,1.8761117071411482,0.2727181116990891,0.16949042773055437
RYCEF,2020-10-13,2.45,2.45,2.36,2.39,19153,2.3899999999999992,2.1140716040839167,1.83900064371244,0.2750709603714769,0.14368350673842073
RYCEF,2020-10-12,2.95,3.06,2.95,3.005,20375,3.0049999999999986,2.063902804826447,1.7949206952094348,0.2689821096170122,0.11083664333015672
RYCEF,2020-10-09,2.9,2.9,2.7,2.7,86613,2.6999999999999984,1.892794223885801,1.6981143508261898,0.19467987305961126,0.07130027675844283
RYCEF,2020-10-08,2.38,2.49,2.375,2.45,94970,2.4499999999999984,1.746029537319583,1.6179634988922849,0.12806603842729802,0.0404553776831507
RYCEF,2020-10-07,2.09,2.09,1.99,2.0,19446,1.9999999999999984,1.6180349077413256,1.5514005788036678,0.06663432893765786,0.01855271249711382
RYCEF,2020-10-06,1.81,1.89,1.81,1.87,106552,1.8699999999999983,1.5485867091488394,1.5155126251079611,0.033074084040878304,0.006532308386977811
RYCEF,2020-10-05,1.55,1.59,1.54,1.565,18730,1.5649999999999982,1.4901479289940829,1.487153635116598,0.0029942938774847327,-0.00010313552649731327
RYCEF,2020-10-02,1.36,1.43,1.33,1.43,36402,1.4299999999999984,1.4765384615384616,1.480925925925926,-0.0043874643874644015,-0.0008774928774928803
RYCEF,2020-10-01,1.52,1.52,1.48,1.485,60719,1.4849999999999983,1.485,1.485,0.0,0.0
