Symbol,Date,Open,High,Low,Close,Volume,SFET SMA,SFET spanTwelveEMA,SFET spanTwntySixEMA,SFET_x,SFET_y
SFET,2020-11-18,1.02,1.02,0.9905,1.0087,26614,1.0087,0.9890667842843835,1.0010103119795744,-0.011943527695190692,-0.01775972794136144
SFET,2020-11-17,1.0,1.0094,0.99,0.9949,21128,0.9949,0.9854971086997262,1.0003951369379402,-0.014898028238214069,-0.019213778002904098
SFET,2020-11-16,0.9946,1.02,0.9902,0.9902,35666,0.9902,0.9837874920996764,1.0008347478929756,-0.017047255793299132,-0.020292715444076605
SFET,2020-11-13,0.99,1.0,0.98,0.9867,12478,0.9867,0.9826215815723448,1.0016855277244137,-0.019063946152068745,-0.021104080356770975
SFET,2020-11-12,0.98,1.0,0.9797,0.9837,7910,0.9837,0.9818800509491348,1.0028843699423666,-0.02100431899323174,-0.021614113907946503
SFET,2020-11-11,0.9851,1.0,0.97,0.97,5221,0.97,0.9815491511217048,1.004419119537756,-0.02286996841605093,-0.021766562636625165
SFET,2020-11-10,1.0,1.02,0.9841,0.9851,22882,0.9851,0.9836489967801968,1.0071726491007762,-0.0235236523205794,-0.02149071119176864
SFET,2020-11-09,1.08,1.08,0.9701,0.9937,85943,0.9937,0.98338517801296,1.0089384610288383,-0.025553283015878447,-0.020982475909565944
SFET,2020-11-06,1.03,1.03,0.99,1.0,100565,1.0,0.981509755833498,1.0101575379111454,-0.0286477820776474,-0.019839774132987844
SFET,2020-11-05,0.922,0.955,0.922,0.93,66292,0.9300000000000002,0.9781478932577704,1.010970140944037,-0.03282224768626674,-0.017637772146822956
SFET,2020-11-04,0.94,0.9497,0.92051,0.9209999999999999,10944,0.9209999999999999,0.986902055668274,1.01744775221956,-0.030545696551286024,-0.013841653261962038
SFET,2020-11-03,0.9219,0.9446,0.92,0.941224,15191,0.941224,0.99888424760796,1.0251635723971249,-0.02627932478916473,-0.009665642439631066
SFET,2020-11-02,0.9221,0.96,0.9221,0.9440000000000001,15330,0.9440000000000001,1.0093679289912256,1.0318787381888948,-0.022510809197669124,-0.005512221852247622
SFET,2020-10-30,0.9755,0.9777,0.94,0.96,8633,0.96,1.0212530069896304,1.0389090372440064,-0.01765603025437601,-0.0012625750158922464
SFET,2020-10-29,0.97,0.98,0.9520000000000001,0.9520000000000001,10423,0.952,1.0323899173513813,1.045221760223527,-0.012831842872145671,0.002835788793728694
SFET,2020-10-28,0.9909,1.0,0.97,0.9998,39927,0.9998,1.047006265960723,1.0526795010414092,-0.0056732350806858465,0.006752696710197285
SFET,2020-10-27,1.02,1.02,1.0057,1.0066,12391,1.0065999999999995,1.0555892234081277,1.0569098611247218,-0.0013206377165941865,0.009859179657918124
SFET,2020-10-26,1.0,1.0,0.99,0.999799,15688,0.9997989999999995,1.0644963549368782,1.0609346500146994,0.0035617049221787775,0.0126541340015462
SFET,2020-10-23,1.07,1.0738,1.04,1.05,87879,1.0499999999999998,1.076259510379947,1.0658255020158751,0.010434008364071712,0.014927241271388053
SFET,2020-10-22,1.06,1.0694,1.055,1.06,47787,1.0599999999999998,1.0810339668126647,1.0670915421771454,0.013942424635519313,0.016050549498217083
SFET,2020-10-21,1.06,1.08,1.06,1.08,12760,1.0799999999999996,1.0848583244149674,1.067658865551317,0.017199458863650374,0.016577580713891524
SFET,2020-10-20,1.08,1.0895,1.06,1.06,35552,1.0599999999999996,1.0857416561267796,1.0666715747954223,0.019070081331357347,0.016422111176451808
SFET,2020-10-19,1.1,1.12,1.08,1.11,32417,1.11,1.0904219572407396,1.0672053007790558,0.023216656461683586,0.01576011863772542
SFET,2020-10-16,1.11,1.12,1.09,1.1,29168,1.1,1.0868623131026924,1.0637817248413806,0.023080588261311874,0.013895984181735824
SFET,2020-10-15,1.12,1.16,1.08,1.1212,151826,1.1211999999999995,1.0844736427577275,1.0608842628286907,0.023589379929036536,0.011599833161841811
SFET,2020-10-14,1.23,1.24,1.15,1.21,947598,1.2099999999999995,1.0777961232591324,1.0560590038549862,0.021737119404146243,0.008602446470043074
SFET,2020-10-13,1.1,1.1,1.08,1.08,30927,1.0799999999999996,1.053759054760793,1.0437437241633851,0.010015330597407779,0.005318778236517282
SFET,2020-10-12,1.07,1.07,1.05,1.07,19692,1.0699999999999994,1.0489879738082095,1.040843222096456,0.008144751711753884,0.004144640146294658
SFET,2020-10-09,1.09,1.09,1.06,1.0698,29595,1.0697999999999992,1.0451676054097023,1.0385106798641723,0.00665692554552999,0.003144612254929962
SFET,2020-10-08,1.08,1.08,1.06,1.0604,50774,1.0603999999999991,1.0406889882114665,1.0360075342533062,0.004681453958160331,0.0022665339322799545
SFET,2020-10-07,1.04,1.09,1.04,1.04,65137,1.0399999999999996,1.0371051678862786,1.0340561369935706,0.0030490308927080267,0.00166280392580986
SFET,2020-10-06,1.05,1.06,1.03,1.04,20161,1.0399999999999996,1.036578834774693,1.0335806279530562,0.0029982068216367623,0.0013162471840853182
SFET,2020-10-05,1.05,1.06,1.0401,1.0471,19787,1.0470999999999997,1.035956804733728,1.0330670781893003,0.002889726544427429,0.0008957572746974573
SFET,2020-10-02,1.02,1.06,1.02,1.055,105899,1.0549999999999993,1.033930769230769,1.0319444444444446,0.0019863247863247673,0.000397264957264909
SFET,2020-10-01,1.0,1.04,1.0,1.0301,20905,1.0300999999999991,1.0301,1.0301,0.0,0.0
