Symbol,Date,Open,High,Low,Close,Volume,GSKY SMA,GSKY spanTwelveEMA,GSKY spanTwntySixEMA,GSKY_x,GSKY_y
GSKY,2020-11-18,3.8994,4.2,3.86,4.1911,1263594,4.1911,4.039006586892961,4.3496168115077,-0.3106102246147389,-0.21523075736881453
GSKY,2020-11-17,3.6,3.6069999999999998,3.45,3.47,110094,3.47,4.0113532390553175,4.3622981564283165,-0.35094491737299904,-0.1913858905573334
GSKY,2020-11-16,3.69,3.71,3.58,3.6199,309463,3.6199,4.109781100701738,4.433682008942582,-0.3239009082408435,-0.15149613385341698
GSKY,2020-11-13,3.52,3.52,3.4189999999999996,3.42,214260,3.4199999999999995,4.198850391738419,4.498784569657989,-0.2999341779195701,-0.10839494025656034
GSKY,2020-11-12,3.52,3.65,3.51,3.54,701333,3.5399999999999987,4.340459553872677,4.585087335230629,-0.24462778135795205,-0.06051013084080789
GSKY,2020-11-11,3.81,3.82,3.6,3.6001,114928,3.6000999999999985,4.4859976545768,4.668694322049079,-0.1826966674722792,-0.014480718211521845
GSKY,2020-11-10,4.26,4.34,3.72,3.955,254475,3.9549999999999987,4.647069955408945,4.754181867813005,-0.10711191240406047,0.02757326910366749
GSKY,2020-11-09,4.4,4.5419,4.33,4.335,186259,4.334999999999999,4.77290085639239,4.818116417238046,-0.04521556084565592,0.061244564480599256
GSKY,2020-11-06,4.54,4.63,4.32,4.32,72107,4.319999999999999,4.852519193918278,4.85676573061709,-0.004246536698811809,0.08785959581216306
GSKY,2020-11-05,4.88,5.04,4.81,4.835,85719,4.834999999999999,4.949340865539783,4.8997069890664555,0.049633876473326836,0.11088612893990676
GSKY,2020-11-04,4.8,4.81,4.75,4.79,23306,4.79,4.970130113819744,4.904883548191774,0.06524656562797038,0.1261991920565515
GSKY,2020-11-03,4.96,5.03,4.89,4.94,47615,4.94,5.002881043605153,4.914074232047115,0.08880681155803671,0.14143734866369678
GSKY,2020-11-02,4.8,4.87,4.795,4.84,26068,4.840000000000002,5.0143139606242695,4.9120001706108845,0.10231379001338592,0.1545949829401116
GSKY,2020-10-30,5.02,5.06,4.945,4.98,13042,4.98,5.046007408010501,4.9177601842597545,0.12824722375074682,0.16766528117179325
GSKY,2020-10-29,4.96,4.97,4.83,4.88,24360,4.879999999999999,5.0580087549215005,4.912780999000535,0.14522775592096604,0.17751979552705482
GSKY,2020-10-28,5.08,5.09,4.95,4.96,35686,4.96,5.090373983089047,4.915403478920578,0.17497050416846882,0.18559280542857726
GSKY,2020-10-27,5.1,5.12,5.02,5.03,33342,5.03,5.114078343650691,4.911835757234225,0.20224258641646745,0.18824838074360434
GSKY,2020-10-26,5.27,5.27,5.095,5.19,48979,5.19,5.129365315223545,4.902382617812962,0.2269826974105831,0.18474982932538875
GSKY,2020-10-23,5.47,5.73,5.381,5.725,187305,5.724999999999999,5.1183408270823705,4.879373227237999,0.2389675998443712,0.17419161230409017
GSKY,2020-10-22,5.2,5.25,5.13,5.24,17646,5.24,5.008039159279166,4.8117230854170385,0.19631607386212654,0.1579976154190199
GSKY,2020-10-21,5.15,5.1804,5.09,5.17,17032,5.17,4.965864460966287,4.777460932250404,0.1884035287158845,0.14841800080824302
GSKY,2020-10-20,4.88,5.115,4.88,5.08,41146,5.08,4.928748908414703,4.746057806830435,0.18269110158426827,0.13842161883133286
GSKY,2020-10-19,5.08,5.23,5.07,5.2,27270,5.200000000000001,4.901248709944648,4.71934243137687,0.1819062785677783,0.12735424814309898
GSKY,2020-10-16,5.01,5.06,4.93,5.05,29385,5.05,4.846930293570948,4.68088982588702,0.16604046768392866,0.11371624053692937
GSKY,2020-10-15,5.06,5.06,4.961,4.97,31253,4.97,4.810008528765667,4.651361011957982,0.15864751680768574,0.10063518375017953
GSKY,2020-10-14,5.26,5.28,5.14,5.14,47576,5.14,4.780919170359423,4.6258698929146185,0.1550492774448049,0.08613210048580319
GSKY,2020-10-13,5.04,5.08,5.0,5.06,37207,5.06,4.715631746788411,4.584739484347788,0.13089226244062235,0.06890280624605276
GSKY,2020-10-12,4.92,4.94,4.82,4.94,23191,4.94,4.6530193371135775,4.546718643095613,0.10630069401796494,0.05340544219741035
GSKY,2020-10-09,4.85,4.9,4.73,4.85,26557,4.849999999999999,4.600841034770591,4.515256134543262,0.0855849002273299,0.0401816292422717
GSKY,2020-10-08,4.69,4.8201,4.645,4.8001,83522,4.800099999999999,4.55553940472888,4.488476625306722,0.06706277942215788,0.028830811496007365
GSKY,2020-10-07,4.55,4.72,4.5202,4.5907,67013,4.590699999999999,4.511073841952313,4.4635467553312616,0.047527086621052206,0.019272819514469734
GSKY,2020-10-06,4.7,4.7769,4.7,4.7519,42490,4.751899999999999,4.4965963586709154,4.453374495757761,0.04322186291315422,0.012209252737824337
GSKY,2020-10-05,4.62,4.69,4.56,4.65,11118,4.65,4.450177514792901,4.429492455418382,0.020685059374518037,0.004456100193991865
GSKY,2020-10-02,4.37,4.46,4.37,4.435,15652,4.434999999999999,4.413846153846154,4.4118518518518535,0.001994301994301395,0.00039886039886010143
GSKY,2020-10-01,4.44,4.51,4.39,4.41,41567,4.409999999999998,4.41,4.41,0.0,0.0
