Symbol,Date,Open,High,Low,Close,Volume,KERN SMA,KERN spanTwelveEMA,KERN spanTwntySixEMA,KERN_x,KERN_y
KERN,2020-11-18,2.86,2.95,2.7901,2.8201,144933,2.8201,3.0281737947785894,3.1142740611410007,-0.0861002663624113,-0.06115432226120231
KERN,2020-11-17,2.83,2.95,2.76,2.9013,390946,2.9013,3.066005393829242,3.1378079860322807,-0.07180259220303853,-0.05491783623590005
KERN,2020-11-16,2.88,3.04,2.8,2.845,226465,2.845,3.0959518290709225,3.156728624914863,-0.06077679584394069,-0.05069664724411543
KERN,2020-11-13,2.86,2.87,2.74,2.83,183587,2.83,3.1415794343565446,3.1816669149080523,-0.04008748055150768,-0.048176610094159106
KERN,2020-11-12,3.0,3.12,2.76,3.1,508388,3.1,3.198230240603189,3.2098002681006967,-0.011570027497507684,-0.050198892479821955
KERN,2020-11-11,3.5,3.5,3.17,3.2236,464630,3.223599999999999,3.216090284349223,3.2185842895487524,-0.0024940051995292483,-0.059856108725400516
KERN,2020-11-10,3.72,4.19,3.65,4.0456,690836,4.0456,3.214724881503628,3.2181830327126533,-0.00345815120902504,-0.07419663460686833
KERN,2020-11-09,4.76,4.86,3.8,3.87,1513545,3.87,3.0636566781406507,3.151989675329665,-0.08833299718901433,-0.09188125545632903
KERN,2020-11-06,3.42,3.64,3.25,3.34,1442262,3.34,2.917048801438951,3.0945488493560385,-0.1775000479170874,-0.09276832002315769
KERN,2020-11-05,2.6,2.75,2.52,2.68,192660,2.68,2.8401485835187597,3.0749127573045216,-0.23476417378576156,-0.07158538804967525
KERN,2020-11-04,2.4,2.4,2.28,2.3,29746,2.2999999999999994,2.8692665077948982,3.1065057778888834,-0.2372392700939852,-0.03079069161565357
KERN,2020-11-03,2.52,2.53,2.42,2.4383,89917,2.438299999999999,2.9727695092121524,3.1710262401199936,-0.1982567309078416,0.020821453003929326
KERN,2020-11-02,2.38,2.4192,2.335,2.39,30468,2.3899999999999992,3.069945783614362,3.2296443393295933,-0.15969855571523128,0.07559099898187194
KERN,2020-10-30,2.35,2.44,2.35,2.42,31141,2.4199999999999986,3.193572289726065,3.2968158864759607,-0.10324359674989614,0.13441338765614774
KERN,2020-10-29,2.3,2.38,2.28,2.3569,75712,2.3568999999999987,3.3342217969489854,3.366961157394037,-0.03273936044505188,0.19382763375765857
KERN,2020-10-28,2.35,2.39,2.17,2.245,765612,2.2449999999999988,3.511916669121528,3.44776604998556,0.06415061913596798,0.25046938230833604
KERN,2020-10-27,3.43,3.4504,3.22,3.29,110937,3.2899999999999983,3.742265154416352,3.543987333984405,0.1982778204319464,0.29704907310142803
KERN,2020-10-26,3.77,3.8,3.7,3.77,8074,3.7699999999999987,3.824495182492051,3.5643063207031567,0.26018886178889433,0.3217418862687983
KERN,2020-10-23,3.72,3.7458,3.67,3.69,13495,3.689999999999999,3.834403397490606,3.5478508263594097,0.2865525711311965,0.3371301423887743
KERN,2020-10-22,3.69,3.71,3.6,3.71,7173,3.7099999999999986,3.860658560670717,3.5364788924681623,0.32417966820255417,0.34977453520316876
KERN,2020-10-21,3.72,3.78,3.52,3.5573,24887,3.557299999999999,3.8880510262472106,3.5225972038656157,0.3654538223815953,0.3561732519533223
KERN,2020-10-20,4.06,4.1,3.8111,3.8301,108026,3.8301,3.948187576473976,3.519820980174865,0.4283665962991119,0.35385310934625414
KERN,2020-10-19,4.42,4.45,4.3701,4.44,10365,4.44,3.9696580449237904,3.494998658588853,0.4746593863349369,0.33522473760803995
KERN,2020-10-16,4.47,4.58,4.47,4.5145,10401,4.514499999999999,3.8841413258190247,3.419398551275962,0.4647427745430628,0.30036607542631555
KERN,2020-10-15,4.51,4.53,4.42,4.49,12231,4.49,3.7695306577861203,3.3317904353780388,0.4377402224080811,0.25927190064712874
KERN,2020-10-14,4.83,4.89,4.8,4.8,11490,4.799999999999999,3.6385362319290513,3.2391336702082816,0.3994025617207693,0.2146548202068905
KERN,2020-10-13,4.7,4.74,4.5005,4.565,28856,4.564999999999999,3.4273610013706963,3.114264363824944,0.31309663754575245,0.16846788482842068
KERN,2020-10-12,4.53,4.6,4.26,4.3573,37681,4.3573,3.22051754707446,2.998205512930939,0.22231203414352046,0.13231069664908773
KERN,2020-11-19,2.75,2.7632,2.61,2.67,285616,2.669999999999999,3.0138298283607243,2.8894779539654136,0.12435187439531024,0.10981036227547943
KERN,2020-11-19,2.75,2.7632,2.61,2.67,285616,2.669999999999999,3.0763443426081287,2.907036190282647,0.16930815232548202,0.1061749842455216
KERN,2020-10-07,3.93,3.965,3.93,3.93,5671,3.93,3.1502251321732437,2.925999085505259,0.2242260466679844,0.09039169222553159
KERN,2020-10-06,4.06,4.1279,4.0,4.0,5331,4.0,3.0084478834774693,2.8456790123456788,0.16276887113179006,0.056933103614918254
KERN,2020-11-19,2.75,2.7632,2.61,2.67,285616,2.67,2.828165680473373,2.7533333333333334,0.07483234714003961,0.03047416173570019
KERN,2020-10-02,3.95,3.9530000000000003,3.85,3.885,29824,3.885,2.8569230769230765,2.76,0.09692307692307668,0.019384615384615334
KERN,2020-11-19,2.75,2.7632,2.61,2.67,285616,2.67,2.67,2.67,0.0,0.0
