Symbol,Date,Open,High,Low,Close,Volume,CERS SMA,CERS spanTwelveEMA,CERS spanTwntySixEMA,CERS_x,CERS_y
CERS,2021-07-19,4.78,4.8,4.78,4.79,22128,4.79,5.156755651932596,5.379955049734528,-0.223199397801932,-0.13469392988425483
CERS,2021-07-16,4.81,4.84,4.715,4.795,23598,4.795,5.223438497738523,5.42715145371329,-0.2037129559747672,-0.11256756290483552
CERS,2021-07-15,4.89,4.92,4.88,4.88,11800,4.88,5.301336406418255,5.477723570010354,-0.176387163592099,-0.08978121463735259
CERS,2021-07-14,5.07,5.08,5.06,5.065,13467,5.065,5.377943025767029,5.525541455611182,-0.1475984298441535,-0.06812972739866596
CERS,2021-07-13,5.11,5.13,5.11,5.12,8684,5.12,5.43484175772467,5.562384772060076,-0.1275430143354059,-0.04826255178729408
CERS,2021-07-12,5.26,5.27,5.23,5.24,28065,5.24,5.49208571367461,5.5977755538248815,-0.105689840150271,-0.028442436150266103
CERS,2021-07-09,5.25,5.25,5.18,5.18,26941,5.18,5.537919479797266,5.626397598130872,-0.0884781183336054,-0.009130585150264863
CERS,2021-07-08,5.11,5.12,5.05,5.06,85363,5.06,5.602995748851314,5.662109405981341,-0.0591136571300268,0.010706298145570278
CERS,2021-07-07,5.46,5.46,5.43,5.44,16342,5.44,5.701722248642462,5.7102781584598485,-0.0085559098173861,0.028161286964469547
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.749308112032001,5.731900411136636,0.0174077008953643,0.03734058615993348
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.78190958694691,5.744852444027567,0.0370571429193438,0.04232380747607575
CERS,2021-07-02,6.1244,6.1244,5.92,6.03,25923,6.03,5.82043860275544,5.758840639549772,0.061597963205668,0.04364047361525873
CERS,2021-07-01,5.91,5.95,5.895,5.94,96511,5.94,5.7823365305291565,5.737147890713754,0.0451886398154028,0.03915110121765663
CERS,2021-06-30,5.67,5.73,5.67,5.71,26691,5.71,5.753670445170822,5.720919721970853,0.0327507231999684,0.03764171656822007
CERS,2021-06-29,5.77,5.78,5.76,5.77,9105,5.77,5.761610526110972,5.721793299728522,0.0398172263824498,0.03886446491028298
CERS,2021-06-28,5.86,5.89,5.85,5.865,23292,5.865,5.760085167222058,5.717936763706804,0.0421484035152532,0.038626274542241254
CERS,2021-06-25,5.78,5.82,5.76,5.8,21412,5.8,5.741009743080613,5.706171704803349,0.0348380382772637,0.03774574229898825
CERS,2021-06-24,5.71,5.765,5.71,5.75,17477,5.75,5.730284241822543,5.698665441187617,0.0316188006349253,0.03847266830441937
CERS,2021-06-23,5.62,5.66,5.62,5.64,28316,5.64,5.72669955851755,5.694558676482627,0.0321408820349233,0.04018613522179287
CERS,2021-06-22,5.69,5.69,5.67,5.67,11317,5.67,5.74246311461165,5.698923370601237,0.0435397440104123,0.04219744851851024
CERS,2021-06-21,5.75,5.83,5.7,5.755,20837,5.755,5.755638226359222,5.701237240249337,0.0544009861098855,0.0418618746455347
CERS,2021-06-18,5.83,5.895,5.83,5.88,188327,5.88,5.755754267515445,5.696936219469284,0.0588180480461613,0.038727096779446996
CERS,2021-06-17,5.75,5.75,5.73,5.74,13879,5.74,5.733164134336435,5.682291117026827,0.0508730173096081,0.03370435896276841
CERS,2021-06-16,5.8,5.8,5.759,5.759,8469,5.759,5.731921249670331,5.677674406388973,0.0542468432813585,0.02941219437605848
CERS,2021-06-15,5.9,5.9,5.8501,5.8501,15737,5.8501,5.726997840519482,5.671168358900091,0.0558294816193916,0.02320353214973346
CERS,2021-06-14,5.98,6.0,5.97,5.98,27704,5.98,5.7046156297048425,5.656853827612098,0.0477618020927446,0.015047044782318922
CERS,2021-06-11,5.83,5.84,5.825,5.83,15715,5.83,5.654545744196632,5.631002133821065,0.023543610375567,0.0068683554547125
CERS,2021-06-10,5.64,5.64,5.63,5.63,10912,5.63,5.622644970414202,5.61508230452675,0.0075626658874519,0.0026995417244988574
CERS,2021-06-09,5.67,5.71,5.67,5.7,25470,5.7,5.621307692307693,5.61388888888889,0.0074188034188029,0.0014837606837605933
CERS,2021-06-08,5.57,5.61,5.57,5.607,21232,5.607,5.607,5.607,0.0,0.0
