Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-07-19,3.42,3.5155,3.42,3.44,5166,3.44,3.760057123647782,3.900217040066434,-0.1401599164186522,-0.05379761710424742
GENE,2021-07-16,3.43,3.43,3.41,3.41,310,3.41,3.818249327947379,3.937034403271749,-0.1187850753243702,-0.03220704227564622
GENE,2021-07-15,3.63,3.63,3.63,3.63,362,3.63,3.8924764784832657,3.979197155533489,-0.0867206770502231,-0.01056253401346522
GENE,2021-07-14,3.63,3.63,3.63,3.63,1628,3.63,3.940199474571133,4.007132927976168,-0.0669334534050358,0.008477001745724256
GENE,2021-07-13,3.66,3.66,3.6392,3.6392,1657,3.6392,3.996599379038611,4.0373035622142615,-0.0407041831756505,0.027329615533414175
GENE,2021-07-12,3.84,3.84,3.84,3.84,2183,3.84,4.061581084318358,4.069151847191402,-0.0075707628730441,0.044338065210680344
GENE,2021-07-09,4.0,4.0,3.94,3.9999,3154,3.9999,4.101868554194422,4.087483994966714,0.0143845592277083,0.05731527223161147
GENE,2021-07-08,3.78,3.8316,3.75,3.805,2197,3.805,4.120408291320681,4.094490714564051,0.0259175767566297,0.06804795048258726
GENE,2021-07-07,4.08,4.08,4.08,4.08,269,4.08,4.177755253378987,4.117649971729175,0.0601052816498119,0.07858054391407662
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.19552893581153,4.120661969467508,0.0748669663440217,0.08319935948014277
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.192897833231808,4.113514927024909,0.0793829062068995,0.08528245776417302
GENE,2021-07-02,4.28,4.28,4.28,4.28,461,4.28,4.189788348364864,4.105796121186901,0.0839922271779629,0.08675734565349139
GENE,2021-07-01,4.24,4.24,4.21,4.2104,2289,4.2104,4.1733862298857485,4.091859810881853,0.0815264190038957,0.08744862527237349
GENE,2021-06-30,4.22,4.22,4.2,4.2,741,4.2,4.166656453501339,4.0823765957524,0.0842798577489389,0.0889291768394929
GENE,2021-06-29,4.29,4.29,4.2237,4.2237,4469,4.2237,4.160593990501583,4.072966723412592,0.0876272670889903,0.09009150661213138
GENE,2021-06-28,4.27,4.35,4.27,4.28,4971,4.28,4.149120170592779,4.060908061285599,0.0882121093071797,0.0907075664929164
GENE,2021-06-25,4.19,4.19,4.16,4.1799,2561,4.1799,4.125323837973284,4.043380706188447,0.0819431317848362,0.09133143078935058
GENE,2021-06-24,4.1,4.1033,4.1,4.1033,1245,4.1033,4.115400899422971,4.032459162683523,0.082941736739448,0.09367850554047892
GENE,2021-06-23,4.06,4.08,4.06,4.08,9897,4.08,4.117601062954421,4.026791895698205,0.0908091672562161,0.09636269774073664
GENE,2021-06-22,4.12,4.1201,4.12,4.1201,2462,4.1201,4.124437619855224,4.022535247354061,0.1019023725011631,0.09775108036186675
GENE,2021-06-21,4.18,4.18,4.18,4.18,1526,4.18,4.12522627801072,4.014730067142386,0.1104962108683338,0.09671325732704263
GENE,2021-06-18,4.13,4.13,4.1201,4.1201,7288,4.1201,4.115267419467214,4.001508472513777,0.1137589469534372,0.09326751894171982
GENE,2021-06-17,4.14,4.14,4.14,4.14,1914,4.14,4.114388768461253,3.99202115031488,0.1223676181463733,0.08814466193879046
GENE,2021-06-16,4.05,4.0992,4.05,4.0992,2592,4.0992,4.109732180908753,3.98018284234007,0.1295493385686832,0.07958892288689486
GENE,2021-06-15,4.27,4.282,4.27,4.2768,3606,4.2768,4.111647122892163,3.970661469727276,0.1409856531648872,0.06709881896644776
GENE,2021-06-14,4.45,4.4923,4.4212,4.4923,11473,4.4923,4.081619327054375,3.946170387305458,0.1354489397489167,0.04862711041683801
GENE,2021-06-11,4.76,4.8,4.76,4.7699,60331,4.7699,4.006950113791534,3.902480018289895,0.1044700955016395,0.02692165308381834
GENE,2021-06-10,4.24,4.28,4.21,4.21,20715,4.21,3.868231952662722,3.8330864197530863,0.0351455329096355,0.007534542479363147
GENE,2021-06-09,3.85,3.85,3.8396,3.8396,4145,3.8396,3.806092307692308,3.802933333333333,0.0031589743589748,0.0006317948717950551
GENE,2021-06-08,3.8,3.8,3.8,3.8,1617,3.8,3.8,3.8,0.0,0.0
