Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-07-19,2.05,2.06,2.0,2.06,105700,2.06,2.302724976161034,2.4651131088664235,-0.1623881327053893,-0.14153640840988888
AXU,2021-07-16,2.21,2.22,2.21,2.22,2969,2.22,2.346856790008495,2.4975221575757374,-0.1506653675672424,-0.13632347733601377
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.3699216609191303,2.5197239301817964,-0.1498022692626661,-0.1327380047782066
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.3880892356316994,2.5397018445963404,-0.151612608964641,-0.12847193865709172
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.407741823928372,2.560477992164048,-0.152736168235676,-0.12268677108020438
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.4473312464608035,2.590116231537172,-0.1427849850763682,-0.11517442179133645
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.4904823821809496,2.6205255300601453,-0.1300431478791957,-0.10827178097007839
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.5323882698502134,2.649367572464957,-0.1169793026147436,-0.10282893924279905
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.5637315916411616,2.6725169782621534,-0.1087853866209918,-0.09929134839981289
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.5835009719395545,2.689918336523126,-0.1064173645835713,-0.09691783884451816
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.59322842138311,2.702711803444976,-0.1094833820618661,-0.09454295740975485
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.604724497998221,2.7165287477205746,-0.1118042497223537,-0.09080785124672701
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.623765315816079,2.7338510475382205,-0.1100857317221413,-0.08555875162782033
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.6371771914190028,2.7485591313412785,-0.1113819399222757,-0.07942700660424007
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.6657548625860943,2.7700438618485808,-0.1042889992624864,-0.07143827327473114
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.7049830194199296,2.795647370796467,-0.0906643513765375,-0.0632255917777923
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.733161750223553,2.8152991604601847,-0.0821374102366316,-0.05636590187810599
AXU,2021-06-24,2.66,2.68,2.66,2.66,9027,2.66,2.751918432082381,2.8301230932969994,-0.0782046612146185,-0.04992302478847456
AXU,2021-06-23,2.61,2.6201,2.61,2.6201,5647,2.6201,2.768630874279177,2.84373294076076,-0.0751020664815822,-0.04285261568193856
AXU,2021-06-22,2.68,2.68,2.64,2.64,17630,2.64,2.7956364877844826,2.8616235760216204,-0.0659870882371378,-0.03479025298202741
AXU,2021-06-21,2.65,2.66,2.65,2.66,37034,2.66,2.8239340310180245,2.8793534621033503,-0.0554194310853257,-0.026991044168249802
AXU,2021-06-18,2.77,2.77,2.74,2.75,38177,2.75,2.853740218475848,2.8969017390716183,-0.0431615205957709,-0.01988394743898081
AXU,2021-06-17,2.71,2.73,2.7,2.71,41696,2.71,2.8726020763805464,2.908653878197348,-0.0360518018168014,-0.014064554149783385
AXU,2021-06-16,2.8,2.82,2.8,2.8099,6274,2.8099,2.9021660902679187,2.924546188453136,-0.0223800981852169,-0.008567742233028867
AXU,2021-06-15,2.8,2.82,2.8,2.82,3469,2.82,2.918941743043904,2.9337178835293867,-0.0147761404854827,-0.0051146532449817435
AXU,2021-06-14,2.88,2.9,2.88,2.8999,20524,2.8999,2.936931150870068,2.942815314211738,-0.0058841633416699,-0.0026992814348565037
AXU,2021-06-11,2.99,2.99,2.97,2.97,31633,2.97,2.943664087391898,2.946248539348677,-0.0025844519567788,-0.0019030609581531374
AXU,2021-06-10,2.91,2.92,2.91,2.92,9896,2.92,2.9388757396449705,2.944348422496571,-0.0054726828516002,-0.001732713208496719
AXU,2021-06-09,2.91,2.91,2.9,2.9,5638,2.9,2.9423076923076925,2.9462962962962966,-0.0039886039886041,-0.0007977207977208245
AXU,2021-06-08,2.96,2.96,2.95,2.95,8540,2.95,2.95,2.95,0.0,0.0
