Symbol,Date,Open,High,Low,Close,Volume,AMZN SMA_x,AMZN SMA_y,AMZN SMA_x.1,AMZN SMA_y.1,AMZN SMA_x.1.1,AMZN SMA_y.1.1,AMZN SMA_x.1.1.1,AMZN SMA_y.1.1.1,AMZN SMA_x.1.1.1.1,AMZN SMA_y.1.1.1.1,AMZN SMA_x.1.1.1.1.1,AMZN SMA_y.1.1.1.1.1,AMZN SMA_x.1.1.1.1.1.1,AMZN SMA_y.1.1.1.1.1.1,AMZN SMA_x.1.1.1.1.1.1.1,AMZN SMA_y.1.1.1.1.1.1.1,AMZN SMA_x.1.1.1.1.1.1.1.1,AMZN SMA_y.1.1.1.1.1.1.1.1,AMZN SMA_x.1.1.1.1.1.1.1.1.1,AMZN SMA_y.1.1.1.1.1.1.1.1.1,AMZN SMA_x.1.1.1.1.1.1.1.1.1.1,AMZN SMA_y.1.1.1.1.1.1.1.1.1.1,AMZN SMA_x.1.1.1.1.1.1.1.1.1.1.1,AMZN SMA_y.1.1.1.1.1.1.1.1.1.1.1,AMZN SMA_x.1.1.1.1.1.1.1.1.1.1.1.1,AMZN SMA_y.1.1.1.1.1.1.1.1.1.1.1.1,AMZN SMA_x,AMZN SMA_y
AMZN,2020-06-16,2619.9,2620.0,2596.0,2614.6,391883,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6,2614.6
AMZN,2020-06-15,2526.6,2540.6857,2508.0001,2538.59,297765,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.590000000001,2538.5900000000006
AMZN,2020-06-12,2601.68,2621.4766,2597.0,2601.655,344569,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.655000000001,2601.6550000000007
AMZN,2020-06-11,2603.5,2635.47,2596.1,2635.45,367419,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000007,2635.4500000000003
AMZN,2020-06-10,2645.0,2665.3894,2637.0,2658.2,536912,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2,2658.2
AMZN,2020-06-09,2529.44,2550.0,2525.0,2544.96,336820,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96,2544.96
AMZN,2020-06-08,2500.2,2519.73,2489.6,2495.9599,486187,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599,2495.9599
AMZN,2020-06-05,2444.51,2466.98,2437.13,2463.365,300598,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365,2463.365
AMZN,2020-06-04,2478.59,2507.54,2476.39,2498.815,398292,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005,2498.8150000000005
AMZN,2020-06-03,2468.68,2478.27,2461.17,2477.83,208010,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.830000000001,2477.8300000000004
