Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA,AAPL spanTwelveEMA,AAPL spanTwntySixEMA,AAPL_x,AAPL_y
AAPL,2021-05-25,127.82,127.82,127.65,127.81,777838,127.81,126.99329929669398,128.8020607022654,-1.8087614055714312,-2.000612020218813
AAPL,2021-05-24,126.01,126.22,125.97,126.05,995135,126.05,126.84480825972923,128.88142555844664,-2.0366172987174025,-2.0485746738806583
AAPL,2021-05-21,127.85,128.0,127.6735,127.82,3093097,127.82,126.98931885240728,129.10793960312236,-2.118620750715096,-2.0515640176714722
AAPL,2021-05-20,125.23,125.52,125.1,125.44,1161132,125.44,126.83828591648133,129.21097477137215,-2.372688854890839,-2.03479983441057
AAPL,2021-05-19,123.16,123.47,122.86,123.45,1630302,123.45,127.09251971947792,129.5126527530819,-2.420133033603989,-1.950327579290506
AAPL,2021-05-18,126.56,126.63,126.3,126.41,974191,126.41,127.75479603211028,129.99766497332843,-2.242868941218177,-1.832876215712135
AAPL,2021-05-17,126.82,126.92,126.41,126.69,1544797,126.69,127.99930440158488,130.28467817119474,-2.285373769609862,-1.7303780343356316
AAPL,2021-05-14,126.27,126.62,126.24,126.51,1210385,126.51,128.2373597473276,130.5722524248903,-2.334892677562721,-1.591629100517074
AAPL,2021-05-13,124.58,124.85,124.43,124.85,1999409,124.85,128.5514251559326,130.89723261888153,-2.345807462948926,-1.405813206255662
AAPL,2021-05-12,123.52,124.01,123.31,123.885,1731172,123.885,129.22441154792034,131.38101122839203,-2.1565996804717145,-1.170814642082346
AAPL,2021-05-11,123.5,123.8,122.77,123.67,3595473,123.67,130.19521364754223,131.98069212666343,-1.7854784791211955,-0.9243683824850109
AAPL,2021-05-10,129.4,129.54,129.12,129.2184,1370113,129.2184,131.38161612891355,132.6455474967965,-1.263931367882947,-0.7090908583259647
AAPL,2021-05-07,130.84,130.99,130.06,130.09,1377358,130.09,131.7749281523524,132.91971929654022,-1.1447911441878205,-0.5703807309367193
AAPL,2021-05-06,127.9,128.01,127.63,127.69,998792,127.69,132.0812787255074,133.14609684026345,-1.0648181147560365,-0.42677812762394396
AAPL,2021-05-05,129.21,129.6,129.19,129.48,1581947,129.48,132.879693039236,133.5825845874845,-0.7028915482484877,-0.2672681308409137
AAPL,2021-05-04,131.18,131.41,130.94,131.38,1649469,131.38,133.49781904636984,133.91079135448325,-0.4129723081134102,-0.15836227648902024
AAPL,2021-05-03,132.01,132.12,131.83,132.0601,1128011,132.0601,133.8828770548007,134.1132546628419,-0.2303776080412092,-0.09470976858292272
AAPL,2021-04-30,131.8,132.19,131.36,132.01,1896412,132.01,134.21429106476447,134.27750703586926,-0.0632159711047961,-0.06079280871835109
AAPL,2021-04-29,136.47,137.07,136.42,136.72,3844913,136.72,134.615071258358,134.45890759873882,0.1561636596191817,-0.06018701812173982
AAPL,2021-04-28,134.29,134.67,134.25,134.62,1340836,134.62,134.2323569416958,134.27802020663793,-0.0456632649421351,-0.11427468755697022
AAPL,2021-04-27,135.06,135.41,135.01,135.1895,1303363,135.1895,134.16187638564048,134.25066182316897,-0.088785437528486,-0.13142754321067898
AAPL,2021-04-26,134.83,134.96,134.5,134.925,1617712,134.925,133.97503572848422,134.17555476902248,-0.2005190405382677,-0.14208806963122722
AAPL,2021-04-23,132.19,132.75,132.16,132.72,896678,132.72,133.80231495184498,134.11559915054428,-0.3132841986993071,-0.1274803269044671
AAPL,2021-04-22,132.86,133.26,132.7,132.99,1253185,132.99,133.99909948854406,134.22724708258784,-0.2281475940437758,-0.0810293589557571
AAPL,2021-04-21,132.39,132.75,132.21,132.585,1187563,132.585,134.1825721228248,134.32622684919485,-0.1436547263700447,-0.04424980018375241
AAPL,2021-04-20,135.02,135.43,134.92,135.395,1455455,135.395,134.47303978152024,134.46552499713044,0.007514784389798,-0.019398568637179328
AAPL,2021-04-19,133.47,133.75,133.34,133.73,1226999,133.73,134.30541065088755,134.3911669969009,-0.0857563460133405,-0.026126906893923663
AAPL,2021-04-16,134.3,134.67,134.24,134.32,4465876,134.32,134.41003076923076,134.44406035665295,-0.0340295874221965,-0.011219547114069429
AAPL,2021-04-15,133.82,134.25,133.64,134.1338,1506507,134.1338,134.4264,134.4539851851852,-0.0275851851851882,-0.005517037037037653
AAPL,2021-04-14,134.94,135.0,134.37,134.4796,1548127,134.4796,134.4796,134.4796,0.0,0.0
