Symbol,Date,Open,High,Low,Close,Volume,SB SMA,SB spanTwelveEMA,SB spanTwntySixEMA,SB_x,SB_y
SB,2020-12-22,1.19,1.198,1.1599,1.175,46727,1.175,1.164225072227345,1.1420953202629232,0.02212975196442191,0.025556319860042184
SB,2020-12-21,1.16,1.19,1.16,1.17,59436,1.1699999999999997,1.1622659944504985,1.139462945883957,0.022803048566541584,0.02641296183394725
SB,2020-12-18,1.16,1.16,1.145,1.16,152867,1.1599999999999997,1.1608598116233164,1.1370199815546735,0.023839830068642875,0.027315440150798665
SB,2020-12-17,1.16,1.1699,1.15,1.16,7725,1.1599999999999997,1.161016141009374,1.1351815800790477,0.025834560930326544,0.02818434267133761
SB,2020-12-16,1.18,1.19,1.1791,1.18,25759,1.1799999999999995,1.1612008939201697,1.1331961064853713,0.028004787434798173,0.02877178810659043
SB,2020-12-15,1.16,1.19,1.16,1.17,18296,1.1699999999999997,1.1577828746329275,1.1294517950042011,0.028331079628726382,0.028963538274538438
SB,2020-12-14,1.18,1.19,1.17,1.185,20215,1.1849999999999996,1.1555615791116416,1.1262079386045372,0.029353640507104425,0.02912165293599145
SB,2020-12-11,1.16,1.19,1.16,1.18,25849,1.1799999999999993,1.150209138950122,1.1215045736929,0.028704565257221763,0.0290636560432132
SB,2020-12-10,1.16,1.16,1.16,1.16,1256,1.159999999999999,1.1447926187592352,1.116824939588332,0.02796767917090293,0.029153428739711003
SB,2020-12-09,1.13,1.14,1.13,1.14,4208,1.139999999999999,1.1420276403518232,1.1133709347553986,0.028656705596424636,0.02944986613191296
SB,2020-12-08,1.15,1.17,1.15,1.1505,962,1.150499999999999,1.142396302233973,1.1112406095358307,0.031155692698142223,0.02964815626578504
SB,2020-12-07,1.17,1.1783,1.1411,1.16,36519,1.1599999999999988,1.14092290264015,1.108099858298697,0.032823044341453,0.029271272157695746
SB,2020-12-04,1.11,1.14,1.11,1.14,10772,1.139999999999999,1.1374543394838137,1.1039478469625927,0.03350649252122073,0.02838332911175643
SB,2020-12-03,1.16,1.17,1.15,1.15,1512,1.1499999999999992,1.1369914921172342,1.1010636747196003,0.035927817397633836,0.027102538259390296
SB,2020-12-02,1.15,1.15,1.1267,1.1267,7490,1.1266999999999991,1.1346263088658222,1.0971487686971684,0.03747754016865379,0.02489621847482941
SB,2020-12-01,1.21,1.25,1.21,1.25,35838,1.2499999999999991,1.1360674559323352,1.0947846701929418,0.04128278573939337,0.02175088805137331
SB,2020-11-30,1.2,1.2,1.18,1.185,47816,1.1849999999999992,1.1153524479200323,1.0823674438083772,0.032985004111655065,0.0168679136293683
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1799999999999993,1.1026892566327655,1.0741568393130474,0.028532417319718117,0.012838641008796607
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1799999999999995,1.0886327578387232,1.0656893864580912,0.022943371380631742,0.008915196931066228
SB,2020-11-25,1.17,1.17,1.12,1.13,35831,1.1299999999999997,1.0720205319912182,1.0565445373747384,0.015475994616479747,0.005408153318674795
SB,2020-11-24,1.14,1.15,1.11,1.13,39993,1.13,1.0614788105350759,1.0506681003647176,0.010810710170358506,0.002891192994223556
SB,2020-11-23,1.08,1.1,1.08,1.093,20933,1.093,1.0490204124505444,1.044321548393895,0.004698864056649432,0.0009113137001898733
SB,2020-11-20,1.04,1.06,1.04,1.06,15425,1.06,1.0410241238051892,1.0404272722654069,0.0005968515397822838,-3.5573888925016556e-05
SB,2020-11-19,1.01,1.02,0.9963,1.02,32639,1.02,1.0375739644970414,1.0388614540466392,-0.0012874895495977867,-0.00019368024610184165
SB,2020-11-18,1.05,1.05,1.045,1.045,5431,1.045,1.0407692307692311,1.0403703703703704,0.000398860398860501,7.977207977214463e-05
SB,2020-11-17,1.04,1.05,1.0267,1.04,16507,1.04,1.04,1.04,0.0,0.0
