Symbol,Date,Open,High,Low,Close,Volume,PT SMA,PT spanTwelveEMA,PT spanTwntySixEMA,PT_x,PT_y
PT,2020-12-22,1.07,1.08,1.0495,1.0601,37456,1.0601,0.9711113643330532,0.945036708168079,0.026074656164974064,0.020912075733587557
PT,2020-12-21,0.9895,1.0,0.98,0.9891120000000001,20512,0.9891120000000002,0.9549316123936084,0.9358316448215254,0.019099967572082988,0.019621430625740902
PT,2020-12-18,1.01,1.02,0.9776,0.9901,60570,0.9901,0.9487169964651736,0.9315692164072474,0.017147780057926054,0.01975179638915538
PT,2020-12-17,0.966,0.9681,0.94,0.9420000000000001,13934,0.9420000000000002,0.9411928140042959,0.9268867537198272,0.014306060284468682,0.020402800471962683
PT,2020-12-16,0.96,0.99,0.9502,0.9502,48602,0.9502000000000004,0.941046052914168,0.9256776940174134,0.015368358896754588,0.021926985518836182
PT,2020-12-15,0.9211,0.9301,0.9211,0.9299,8580,0.9299,0.9393816988985624,0.9237159095388064,0.015665789359755822,0.02356664217435658
PT,2020-12-14,0.91,0.9424,0.9016,0.9209999999999999,30149,0.921,0.9411056441528464,0.9232211823019109,0.017884461850935396,0.025541855378006743
PT,2020-12-11,0.9472,0.9478479999999999,0.9301,0.9301,5788,0.9301000000000004,0.9447612158170002,0.923398876886064,0.02136233893093631,0.02745620375977455
PT,2020-12-10,0.93,0.95,0.93,0.95,6087,0.95,0.9474268914200912,0.9228627870369491,0.02456410438314216,0.028979669966984138
PT,2020-12-09,0.94,0.96,0.9329999999999999,0.9359999999999999,27656,0.9360000000000002,0.9469590534964714,0.9206918099999051,0.026267243496566398,0.03008356136294466
PT,2020-12-08,0.9664,0.97,0.941,0.9482,16989,0.9482000000000004,0.948951608677648,0.9194671547998974,0.029484453877750564,0.031037640829539248
PT,2020-12-07,0.9553,0.9553,0.92,0.9374,38765,0.9374000000000005,0.9490882648008566,0.9171685271838892,0.031919737616967425,0.03142593756748639
PT,2020-12-04,0.99,1.03,0.99,0.99,114722,0.9900000000000004,0.9512134038555576,0.9155500093586004,0.035663394496957435,0.03130248755511614
PT,2020-12-03,0.98,0.98,0.95,0.95,36864,0.9500000000000004,0.9441612954656592,0.9095940101072884,0.034567285358370836,0.030212260819655865
PT,2020-12-02,0.93,0.95,0.9,0.9382,38980,0.9382000000000004,0.9430997128230516,0.9063615309158716,0.036738181907180256,0.029123504684977118
PT,2020-12-01,1.0,1.0,0.96,0.97,29299,0.9700000000000004,0.9439905696999702,0.9038144533891412,0.040176116310828965,0.027219835379426384
PT,2020-11-30,1.05,1.07,0.9719,1.0,120481,1.0000000000000002,0.9392615823726921,0.8985196096602726,0.040741972712419416,0.02398076514657574
PT,2020-11-27,1.05,1.06,1.0,1.02,107869,1.0200000000000005,0.9282182337131816,0.8904011784330944,0.03781705528008705,0.019790463255114788
PT,2020-11-27,1.05,1.06,1.0,1.02,107869,1.0200000000000005,0.9115306398428508,0.8800332727077419,0.03149736713510887,0.015283815248871693
PT,2020-11-25,0.96,0.98,0.9109999999999999,0.9303,167432,0.9303000000000003,0.8918089379960963,0.8688359345243611,0.022973003471735143,0.0112304272773124
PT,2020-11-24,0.94,1.0,0.92,0.98,115811,0.9800000000000004,0.8848105630862957,0.86391880928631,0.020891753799985646,0.008294783228706715
PT,2020-11-23,0.9,0.922,0.8898,0.9201,38832,0.9201000000000004,0.8675033927383494,0.8546323140292149,0.01287107870913451,0.005145540585886982
PT,2020-11-20,0.8602,0.9,0.850001,0.8881,37423,0.8881000000000002,0.8579403732362312,0.8493948991515521,0.008545474084679094,0.003214156055075099
PT,2020-11-19,0.87,0.8798,0.8503,0.8779,7069,0.8779000000000002,0.8524568047337278,0.8462984910836763,0.006158313650051484,0.0018813265476741005
PT,2020-11-18,0.8859999999999999,0.9174,0.87,0.8909,17168,0.8909000000000001,0.8478307692307692,0.8437703703703704,0.004060398860398773,0.0008120797720797546
PT,2020-11-17,0.84,0.86,0.84,0.84,11714,0.8400000000000001,0.84,0.84,0.0,0.0
