Symbol,Date,Open,High,Low,Close,Volume,ZKIN SMA,ZKIN spanTwelveEMA,ZKIN spanTwntySixEMA,ZKIN_x,ZKIN_y
ZKIN,2020-12-22,2.23,2.34,2.19,2.33,110634,2.33,2.188916603987665,2.0715431361146246,0.11737346787304093,0.10948556901524528
ZKIN,2020-12-21,2.24,2.2694,2.17,2.21,75640,2.21,2.163265077439968,2.0508665870037945,0.11239849043617367,0.10751359430079646
ZKIN,2020-12-18,2.27,2.29,2.2,2.27,177039,2.2700000000000005,2.1547678187926897,2.038135913964098,0.11663190482859155,0.10629237026695214
ZKIN,2020-12-17,2.23,2.32,2.1999,2.23,36449,2.23,2.1338165131186333,2.0195867870812263,0.114229726037407,0.10370748662654228
ZKIN,2020-12-16,2.23,2.25,2.1601,2.18,30051,2.18,2.1163286064129303,2.0027537300477243,0.11357487636520602,0.1010769267738261
ZKIN,2020-12-15,2.3,2.3,2.2,2.2,24836,2.2000000000000006,2.104751989397099,1.9885740284515423,0.11617796094555688,0.09795243937598111
ZKIN,2020-12-14,2.35,2.4,2.29,2.33,74824,2.330000000000001,2.087434169287481,1.9716599507276655,0.11577421855981518,0.09339605898358716
ZKIN,2020-12-11,2.06,2.19,2.06,2.14,91946,2.140000000000001,2.0433312909761137,1.9429927467858792,0.10033854419023468,0.0878015190895301
ZKIN,2020-12-10,2.55,2.59,2.16,2.28,1552418,2.28,2.0257551620626795,1.9272321665287493,0.09852299553393018,0.084667262814354
ZKIN,2020-12-09,2.03,2.03,1.99,1.99,21108,1.99,1.9795288278922576,1.8990107398510487,0.08051808804120841,0.08120332963445993
ZKIN,2020-12-08,1.96,2.0215,1.95,2.0185,15930,2.0184999999999995,1.9776249784181223,1.8917315990391332,0.08589337937898955,0.0813746400327727
ZKIN,2020-12-07,2.0,2.1,2.0,2.0,38403,2.0,1.9701931563123265,1.8815901269622637,0.08860302935006302,0.08024495519621859
ZKIN,2020-12-04,2.02,2.07,1.9601,2.0365,22075,2.0365,1.9647737301872947,1.8721173371192448,0.0926563930680504,0.07815543665775752
ZKIN,2020-12-03,1.9807,1.9935,1.92,1.965,31689,1.965,1.9517325902213487,1.858966724088784,0.09276586613256456,0.07453019755518442
ZKIN,2020-12-02,1.83,1.99,1.83,1.89,57789,1.89,1.9493203338979572,1.8504840620158869,0.09883627188207056,0.06997128041083933
ZKIN,2020-12-01,2.18,2.2,2.04,2.08,250566,2.08,1.960105849152132,1.8473227869771582,0.11278306217497368,0.06275503254303158
ZKIN,2020-11-30,2.25,2.28,2.02,2.14,121535,2.140000000000001,1.9383069126343373,1.828708609935331,0.10959830269900683,0.050248025135046046
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.9016354422042168,1.8038052987301567,0.09783014347406004,0.03541045574405595
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.8510237044231657,1.7737097226285696,0.07731398179459625,0.01980553381155492
ZKIN,2020-11-25,2.63,3.05,2.32,2.4,10513202,2.4,1.7912098325001051,1.741206500438855,0.05000333206125007,0.005428421815794642
ZKIN,2020-11-24,1.76,1.7799,1.725,1.75,10532,1.7500000000000004,1.680520711136488,1.6885030204739635,-0.007982309337475568,-0.005715305745569216
ZKIN,2020-11-23,1.67,1.75,1.58,1.5989,35860,1.5989000000000004,1.667888113161304,1.6835832621118807,-0.015695148950576554,-0.005148554847592628
ZKIN,2020-11-20,1.6,1.6497,1.6,1.62,1651,1.6200000000000006,1.6804314064633594,1.6903579230808312,-0.00992651661747157,-0.00251190632184659
ZKIN,2020-11-19,1.66,1.7214,1.6,1.6273,22056,1.6273000000000004,1.6914189349112427,1.6959865569272976,-0.004567622016054873,-0.0006582537479402895
ZKIN,2020-11-18,1.8,1.8,1.72,1.72,15973,1.7200000000000006,1.7030769230769232,1.7014814814814814,0.0015954415954417822,0.00031908831908835646
ZKIN,2020-11-17,1.7,1.75,1.7,1.7,21833,1.7000000000000008,1.7,1.7,0.0,0.0
