Symbol,Date,Open,High,Low,Close,Volume,GSAT SMA,GSAT spanTwelveEMA,GSAT spanTwntySixEMA,GSAT_x,GSAT_y
GSAT,2020-12-22,0.36,0.369,0.35100000000000003,0.36628099999999997,330378,0.36628099999999997,0.33833059984055863,0.32845964503860936,0.009870954801949272,0.0061010245081736855
GSAT,2020-12-21,0.3301,0.339999,0.3301,0.3325,267103,0.3325,0.3332487089024784,0.3254339366416981,0.007814772260780313,0.0051585419347297875
GSAT,2020-12-18,0.36,0.368,0.355,0.3637,524937,0.3637,0.3333848377938381,0.3248686515730339,0.008516186220804191,0.00449448435321717
GSAT,2020-12-17,0.34,0.37,0.34,0.3623,1169344,0.3623,0.3278729901199905,0.32176214369887657,0.006110846421113925,0.0034890588863204144
GSAT,2020-12-16,0.3241,0.3298,0.3222,0.32799999999999996,221325,0.3279999999999999,0.3216135337781705,0.31851911519478665,0.0030944185833838844,0.002833612002622037
GSAT,2020-12-15,0.318,0.32,0.318,0.3199,75791,0.3199,0.3204523581014743,0.31776064441036955,0.002691713691104713,0.0027684103574315885
GSAT,2020-12-14,0.3212,0.324,0.3204,0.3219,144923,0.3218999999999999,0.32055278684719685,0.31758949596319913,0.002963290883997716,0.0027875845240132933
GSAT,2020-12-11,0.3227,0.326949,0.3213,0.325999,161688,0.3259989999999999,0.3203078390012326,0.31724465564025506,0.0030631833609775505,0.0027436579340171874
GSAT,2020-12-10,0.3224,0.3236,0.3142,0.3142,300749,0.3141999999999999,0.3192730824560022,0.3165443080914755,0.0027287743645267315,0.0026637765772770964
GSAT,2020-12-09,0.33,0.33,0.32,0.3236,344123,0.32359999999999994,0.32019546108436625,0.3167318527387936,0.0034636083455726885,0.0026475271304646874
GSAT,2020-12-08,0.32,0.32,0.315,0.3152,101364,0.3151999999999999,0.3195764540087965,0.3161824009578971,0.003394053050899404,0.0024435068266877007
GSAT,2020-12-07,0.34,0.34,0.33,0.332,246692,0.332,0.3203721729194868,0.3162609930345289,0.004111179884957905,0.002205870270634789
GSAT,2020-12-04,0.32,0.33,0.317,0.32381,228308,0.32381,0.3182580225412117,0.3150018724772912,0.003256150063920493,0.0017295428670540238
GSAT,2020-12-03,0.327,0.3296,0.325,0.3251,94795,0.3251,0.31724857209415924,0.3142972222754745,0.0029513498186847786,0.0013478910678374062
GSAT,2020-12-02,0.337,0.337,0.3275,0.3313,131708,0.3313,0.31582103974764275,0.3134330000575124,0.0023880396901303502,0.0009470263801255767
GSAT,2020-12-01,0.32,0.325,0.317,0.318,192328,0.318,0.3130066833381233,0.3120036400621134,0.0010030432760098627,0.0005867730526243833
GSAT,2020-11-30,0.314,0.316899,0.311,0.3122,179053,0.3122,0.31209880758141845,0.31152393126708244,0.0005748763143360036,0.0004827054967779995
GSAT,2020-11-27,0.315,0.31969899999999996,0.3089,0.3136,89863,0.31359999999999993,0.3120804089598582,0.31146984576844905,0.0006105631914091747,0.0004596627923884984
GSAT,2020-11-27,0.315,0.31969899999999996,0.3089,0.3136,89863,0.3136,0.3118041196798325,0.3112994334299249,0.0005046862499075155,0.0004219376926333293
GSAT,2020-11-25,0.31,0.31,0.3063,0.3082,144978,0.3081999999999999,0.3114775959852565,0.3111153881043189,0.0003622078809376594,0.00040125055331475493
GSAT,2020-11-24,0.312,0.3147,0.308,0.31065,234489,0.3106499999999999,0.31207352252803044,0.3113486191526644,0.0007249033753660705,0.00041101122140904266
GSAT,2020-11-23,0.3189,0.3189,0.312,0.316,182553,0.31599999999999995,0.3123323448058542,0.3114045086848776,0.0009278361209766328,0.0003325381829197856
GSAT,2020-11-20,0.3149,0.316399,0.313,0.31515,73892,0.3151499999999999,0.3116654984069186,0.3110368693796677,0.0006286290272508599,0.0001837136984055876
GSAT,2020-11-19,0.3163,0.3188,0.3123,0.314,90179,0.3139999999999999,0.31103195266272193,0.3107078189300412,0.0003241337326807537,7.248486619425565e-05
GSAT,2020-11-18,0.312,0.3124,0.31,0.311,56291,0.3109999999999999,0.3104923076923077,0.3104444444444445,4.786324786326679e-05,9.572649572631153e-06
GSAT,2020-11-17,0.315,0.32,0.305,0.3104,277477,0.31039999999999995,0.3104,0.3104,0.0,0.0
