Symbol,Date,Open,High,Low,Close,Volume,NEOS SMA,NEOS spanTwelveEMA,NEOS spanTwntySixEMA,NEOS_x,NEOS_y
NEOS,2021-02-03,0.818,0.83,0.8,0.822499,693241,0.822499,0.8165524154098034,0.7782411716000865,0.03831124380971685,0.04612947842487142
NEOS,2021-02-02,0.82,0.82,0.785,0.795,290676,0.795,0.8154712182115859,0.7747005453280935,0.040770672883492336,0.04808403707866006
NEOS,2021-02-01,0.8148,0.82,0.7707,0.7824,488005,0.7823999999999999,0.8191932578864196,0.7730765889543411,0.04611666893207855,0.04991237812745199
NEOS,2021-01-29,0.8311,0.8311,0.8006,0.80401,310832,0.8040099999999999,0.8258829411384959,0.7723307160706884,0.053552225067807546,0.05086130542629534
NEOS,2021-01-28,0.8455,0.8798,0.8415,0.878,291303,0.878,0.8298598395273133,0.7697963733563434,0.06006346617096992,0.05018857551591728
NEOS,2021-01-27,0.8498,0.85,0.82,0.845,572816,0.8449999999999999,0.821107083077734,0.7611400832248509,0.059966999852883014,0.04771985285215412
NEOS,2021-01-26,0.938,0.97,0.938,0.9627,1158057,0.9627,0.8167629163645946,0.7544312898828389,0.06233162648175573,0.0446580661019719
NEOS,2021-01-25,0.86,0.8885,0.85,0.870001,348982,0.8700009999999999,0.7902289011581574,0.737769793073466,0.052459108084691335,0.04023967600702594
NEOS,2021-01-22,0.8585,0.8585,0.833,0.839699,325210,0.8396989999999998,0.7757248831869131,0.7271912965193433,0.0485335866675698,0.037184817987609586
NEOS,2021-01-21,0.8608,0.89,0.82,0.8340000000000001,1395238,0.8339999999999999,0.7640932255845337,0.7181906802408908,0.045902545343642916,0.03434762581761953
NEOS,2021-01-20,0.77,0.857,0.76,0.8358,2797739,0.8357999999999999,0.7513829029635398,0.7089259346601621,0.04245696830337775,0.03145889593611368
NEOS,2021-01-19,0.7606,0.765,0.7509999999999999,0.759699,260551,0.7596989999999998,0.7360343398660016,0.6987760094329749,0.03725833043302662,0.028709377844297657
NEOS,2021-01-19,0.7606,0.765,0.7509999999999999,0.759699,260551,0.7596989999999998,0.7317316743870927,0.6939021701876129,0.037829504199479835,0.026572139697115388
NEOS,2021-01-15,0.77,0.7990520000000001,0.77,0.794,280979,0.7939999999999999,0.7266467060938369,0.6886384238026219,0.038008282291214994,0.023757798571524276
NEOS,2021-01-14,0.79,0.7979999999999999,0.75,0.7523,509267,0.7523,0.7144006526563527,0.6802094977068317,0.03419115494952096,0.020195177641601593
NEOS,2021-01-13,0.79,0.8549,0.7829999999999999,0.81,1727066,0.81,0.7075098622302349,0.6744422575233782,0.03306760470685677,0.01669618331462175
NEOS,2021-01-12,0.7709999999999999,0.7899,0.753,0.7609999999999999,463806,0.7609999999999999,0.6888752917266413,0.6635976381252483,0.025277653601393,0.01260332796656299
NEOS,2021-01-11,0.75,0.75,0.710601,0.719599,465045,0.7195989999999999,0.6757617084042125,0.6558054491752682,0.019956259228944284,0.009434746557855488
NEOS,2021-01-08,0.72,0.7297,0.71,0.7199,204163,0.7198999999999999,0.667791291750433,0.6507019651092896,0.017089326641143376,0.0068043683900832885
NEOS,2021-01-07,0.721,0.73,0.69,0.707499,342979,0.7074989999999999,0.6583169811596026,0.6451661223180327,0.013150858841569857,0.004233128827318265
NEOS,2021-01-06,0.6759999999999999,0.75,0.66,0.7290000000000001,3333910,0.7290000000000001,0.6493747959158941,0.6401794921034752,0.009195303812418731,0.0020036963237553664
NEOS,2021-01-05,0.68,0.68,0.66,0.6652,146177,0.6652,0.6348974860824201,0.6330738514717532,0.0018236346106669246,0.00020579445158949722
NEOS,2021-01-04,0.61,0.6299,0.61,0.621,125092,0.621,0.6293879380974056,0.6305037595894936,-0.0011158214920879985,-0.00019866558817985958
NEOS,2021-01-04,0.61,0.6299,0.61,0.621,125092,0.621,0.6309130177514792,0.631264060356653,-0.0003510426051737125,3.0623387797175104e-05
NEOS,2020-12-31,0.63,0.64,0.6250100000000001,0.6394,106752,0.6394,0.6327153846153846,0.6320851851851851,0.0006301994301994852,0.00012603988603989701
NEOS,2020-12-30,0.6314,0.65,0.61,0.6315,115280,0.6315,0.6315,0.6315,0.0,0.0
