Symbol,Date,Open,High,Low,Close,Volume,EOD SMA,EOD spanTwelveEMA,EOD spanTwntySixEMA,EOD_x,EOD_y
EOD,2021-02-03,5.02,5.03,5.01,5.02,16289,5.02,4.9804668887001835,4.95450160988263,0.025965278817552395,0.032117525470895227
EOD,2021-02-02,4.95,5.0,4.94,4.99,43908,4.99,4.973279050282033,4.949261738673241,0.024017311608792724,0.03365558713423071
EOD,2021-02-01,4.94,4.94,4.86,4.9,122012,4.9,4.97023887760604,4.9460026777670985,0.02423619983894021,0.03606515601559021
EOD,2021-01-29,4.97,4.9814,4.95,4.955,16115,4.955,4.9830095826253205,4.949682891988467,0.03332669063685234,0.03902239505975226
EOD,2021-01-28,4.95,4.97,4.95,4.9658,51749,4.9658,4.988102234011743,4.949257523347544,0.03884471066419781,0.040446321165477014
EOD,2021-01-27,5.0,5.01,4.98,4.99,25797,4.99,4.992157185650242,4.947934125215348,0.04422306043489321,0.04084672379079659
EOD,2021-01-26,5.04,5.05,5.03,5.0371,15542,5.0371000000000015,4.992549401223012,4.944568855232575,0.04798054599043677,0.040002639629772435
EOD,2021-01-25,5.02,5.0298,5.02,5.02,10656,5.0200000000000005,4.984449292354467,4.9371663636511816,0.04728292870328765,0.038008163039606344
EOD,2021-01-22,5.06,5.06,5.01,5.0249,34628,5.0249000000000015,4.9779855273280065,4.930539672743277,0.047445854584731606,0.03568947162368646
EOD,2021-01-21,5.06,5.06,5.04,5.04,8105,5.040000000000002,4.9694556232058265,4.9229908465627386,0.0464647766430879,0.03275037588342561
EOD,2021-01-20,5.04,5.043,5.02,5.0302,15624,5.030200000000002,4.956629372879613,4.9136301142877565,0.04299925859185638,0.02932177569351003
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.943252895221362,4.9043045234307785,0.038948371790584524,0.025902404968923435
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.931371603443428,4.89596088530524,0.03541071813818775,0.022640913263508384
EOD,2021-01-15,4.97,4.97,4.9502,4.96,8110,4.960000000000002,4.9173300767967785,4.88694975612966,0.030380320667118713,0.019448462044838542
EOD,2021-01-14,4.97,4.98,4.96,4.97,5148,4.9700000000000015,4.909571908941646,4.881105736620032,0.02846617232161464,0.0167154973892685
EOD,2021-01-13,4.94,4.96,4.94,4.95,11918,4.950000000000002,4.898584983294674,4.873994195549637,0.024590787745037982,0.013777828656182187
EOD,2021-01-12,4.94,4.945,4.92,4.94,18703,4.940000000000002,4.88923679843916,4.867913731193606,0.021323067245552885,0.01107458888396846
EOD,2021-01-11,4.9,4.92,4.9,4.91,18858,4.910000000000001,4.880007125428098,4.862146829689095,0.017860295739002833,0.00851246929357213
EOD,2021-01-08,4.94,4.97,4.9339,4.9501,30237,4.950100000000001,4.874553875505934,4.858318576064224,0.016235299441710538,0.006175512682214456
EOD,2021-01-07,4.91,4.95,4.9,4.9168,31367,4.916800000000001,4.860818216507012,4.850976062149361,0.0098421543576519,0.003660565992340435
EOD,2021-01-06,4.87,4.899,4.87,4.875,23422,4.875000000000002,4.8506397104173775,4.845710147121309,0.0049295632960681965,0.00211516890101279
EOD,2021-01-05,4.8,4.83,4.79,4.83,50660,4.830000000000002,4.846210566856902,4.843366958891014,0.0028436079658868962,0.0014115703022489386
EOD,2021-01-04,4.92,4.9255,4.87,4.88,104467,4.880000000000001,4.849157942649066,4.844436315602296,0.004721627046770038,0.0010535608863392269
EOD,2021-01-04,4.92,4.9255,4.87,4.88,104467,4.880000000000002,4.843550295857988,4.8415912208504785,0.0019590750075089147,0.00013654434623152408
EOD,2020-12-31,4.83,4.83,4.82,4.82,6919,4.820000000000003,4.836923076923077,4.8385185185185176,-0.001595441595440228,-0.0003190883190880456
EOD,2020-12-30,4.81,4.85,4.8005,4.84,31301,4.840000000000003,4.84,4.84,0.0,0.0
